OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,hiroshima_112036_20180310_NDSI_pcs_OID,hiroshima_112036_20180310_NDSI_pcs_FID_,hiroshima_112036_20180310_NDSI_pcs_COUNT,hiroshima_112036_20180310_NDSI_pcs_AREA,hiroshima_112036_20180310_NDSI_pcs_MEAN
-1,Hiroshima,1,34.387720000000002,132.464840000000009,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,0.919700000000000,36.456899999999997,0.025200000000000,100.000000000000000,0,0,0,35,31500.000000000000000,-0.181727593931000
-1,Hiroshima,2,34.383090000000003,132.458100000000002,20,5,0.250000000000000,34.385204000000002,132.455291999999986,Asia,0.348800000000000,36.456899999999997,0.009600000000000,100.000000000000000,1,1,1,37,33300.000000000000000,-0.299051216728000
-1,Hiroshima,3,34.385170000000002,132.450389999999999,20,9,0.450000000000000,34.385204000000002,132.455291999999986,Asia,0.449800000000000,36.456899999999997,0.012300000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.011959830325600
-1,Hiroshima,4,34.389890000000001,132.452380000000005,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,0.585600000000000,36.456899999999997,0.016100000000000,100.000000000000000,3,3,3,32,28800.000000000000000,-0.020628412865300
-1,Hiroshima,5,34.394710000000003,132.451600000000013,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,1.110000000000000,36.456899999999997,0.030400000000000,100.000000000000000,4,4,4,35,31500.000000000000000,-0.059916005070700
-1,Hiroshima,6,34.396009999999997,132.453280000000007,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,1.215700000000000,36.456899999999997,0.033300000000000,100.000000000000000,5,5,5,36,32400.000000000000000,-0.106009542476000
-1,Hiroshima,7,34.401220000000002,132.453570000000013,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,1.787900000000000,36.456899999999997,0.049000000000000,100.000000000000000,6,6,6,34,30600.000000000000000,-0.409831600154000
-1,Hiroshima,8,34.406350000000003,132.456600000000009,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,2.354400000000000,36.456899999999997,0.064600000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.060260147907400
-1,Hiroshima,9,34.412399999999998,132.461980000000011,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,3.085700000000000,36.456899999999997,0.084600000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.030591183395300
-1,Hiroshima,10,34.416829999999997,132.465030000000013,20,4,0.200000000000000,34.385204000000002,132.455291999999986,Asia,3.628400000000000,36.456899999999997,0.099500000000000,100.000000000000000,9,9,9,35,31500.000000000000000,-0.234988829068000
-1,Hiroshima,11,34.427250000000001,132.469130000000007,20,10,0.500000000000000,34.385204000000002,132.455291999999986,Asia,4.844600000000000,36.456899999999997,0.132900000000000,100.000000000000000,10,10,10,35,31500.000000000000000,-0.287667162344000
