OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,tehran_164035_20170130_NDSI_pcs_OID,tehran_164035_20170130_NDSI_pcs_FID_,tehran_164035_20170130_NDSI_pcs_COUNT,tehran_164035_20170130_NDSI_pcs_AREA,tehran_164035_20170130_NDSI_pcs_MEAN
-1,Tehran,1,35.711939999999998,51.390230000000003,20,5,0.250000000000000,35.689425000000000,51.416888999999998,Asia,3.473100000000000,46.808900000000001,0.074200000000000,100.000000000000000,0,0,0,35,31500.000000000000000,-0.228095899416000
-1,Tehran,2,35.709090000000003,51.391689999999997,20,1,0.050000000000000,35.689425000000000,51.416888999999998,Asia,3.155800000000000,46.808900000000001,0.067400000000000,100.000000000000000,1,1,1,35,31500.000000000000000,-0.313480401465000
-1,Tehran,3,35.683059999999998,51.411830000000002,14,2,0.143000000000000,35.689425000000000,51.416888999999998,Asia,0.842400000000000,46.808900000000001,0.018000000000000,100.000000000000000,2,2,2,35,31500.000000000000000,-0.295309804167000
-1,Tehran,4,35.706429999999997,51.403570000000002,10,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,2.241000000000000,46.808900000000001,0.047900000000000,100.000000000000000,3,3,3,32,28800.000000000000000,-0.139867168502000
-1,Tehran,5,35.687230000000000,51.398200000000003,20,1,0.050000000000000,35.689425000000000,51.416888999999998,Asia,1.705400000000000,46.808900000000001,0.036400000000000,100.000000000000000,4,4,4,32,28800.000000000000000,-0.209517773939000
-1,Tehran,6,35.688440000000000,51.393900000000002,20,7,0.350000000000000,35.689425000000000,51.416888999999998,Asia,2.079100000000000,46.808900000000001,0.044400000000000,100.000000000000000,5,5,5,36,32400.000000000000000,-0.139868345008000
-1,Tehran,7,35.672300000000000,51.391669999999998,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,2.968900000000000,46.808900000000001,0.063400000000000,100.000000000000000,6,6,6,35,31500.000000000000000,-0.274236801799000
-1,Tehran,8,35.668920000000000,51.394010000000002,17,3,0.176000000000000,35.689425000000000,51.416888999999998,Asia,3.077200000000000,46.808900000000001,0.065700000000000,100.000000000000000,7,7,7,34,30600.000000000000000,-0.232111569741000
-1,Tehran,9,35.701470000000000,51.419170000000001,19,7,0.368000000000000,35.689425000000000,51.416888999999998,Asia,1.355100000000000,46.808900000000001,0.028900000000000,100.000000000000000,8,8,8,35,31500.000000000000000,-0.064409243554900
-1,Tehran,10,35.665199999999999,51.389600000000002,16,2,0.125000000000000,35.689425000000000,51.416888999999998,Asia,3.651300000000000,46.808900000000001,0.078000000000000,100.000000000000000,9,9,9,36,32400.000000000000000,-0.180775267641000
-1,Tehran,11,35.659939999999999,51.389910000000000,20,3,0.150000000000000,35.689425000000000,51.416888999999998,Asia,4.085100000000000,46.808900000000001,0.087300000000000,100.000000000000000,10,10,10,35,31500.000000000000000,-0.263377930224000
-1,Tehran,12,35.660359999999997,51.425199999999997,20,7,0.350000000000000,35.689425000000000,51.416888999999998,Asia,3.317900000000000,46.808900000000001,0.070900000000000,100.000000000000000,11,11,11,32,28800.000000000000000,-0.192820890341000
-1,Tehran,13,35.655119999999997,51.424059999999997,11,2,0.182000000000000,35.689425000000000,51.416888999999998,Asia,3.869200000000000,46.808900000000001,0.082700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,-0.237365249438000
-1,Tehran,14,35.649799999999999,51.425849999999997,12,2,0.167000000000000,35.689425000000000,51.416888999999998,Asia,4.479800000000000,46.808900000000001,0.095700000000000,100.000000000000000,13,13,13,33,29700.000000000000000,-0.225557343978000
-1,Tehran,15,35.647080000000003,51.429870000000001,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,4.852400000000000,46.808900000000001,0.103700000000000,100.000000000000000,14,14,14,35,31500.000000000000000,-0.253261671135000
-1,Tehran,16,35.642679999999999,51.395009999999999,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,5.560900000000000,46.808900000000001,0.118800000000000,100.000000000000000,15,15,15,34,30600.000000000000000,-0.264823757222000
-1,Tehran,17,35.619970000000002,51.425930000000001,20,1,0.050000000000000,35.689425000000000,51.416888999999998,Asia,7.766100000000000,46.808900000000001,0.165900000000000,100.000000000000000,16,16,16,34,30600.000000000000000,-0.267113504164000
-1,Tehran,18,35.616039999999998,51.430779999999999,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,8.256000000000000,46.808900000000001,0.176400000000000,100.000000000000000,17,17,17,34,30600.000000000000000,-0.197472204180000
-1,Tehran,19,35.605570000000000,51.424999999999997,10,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,9.353000000000000,46.808900000000001,0.199800000000000,100.000000000000000,18,18,18,35,31500.000000000000000,-0.231504720769000
-1,Tehran,20,35.608690000000003,51.420450000000002,17,8,0.471000000000000,35.689425000000000,51.416888999999998,Asia,8.983100000000000,46.808900000000001,0.191900000000000,100.000000000000000,19,19,19,35,31500.000000000000000,-0.249573171565000
-1,Tehran,21,35.572470000000003,51.438989999999997,15,3,0.200000000000000,35.689425000000000,51.416888999999998,Asia,13.157299999999999,46.808900000000001,0.281100000000000,100.000000000000000,20,20,20,32,28800.000000000000000,-0.298623865005000
-1,Tehran,22,35.615430000000003,51.413119999999999,20,4,0.200000000000000,35.689425000000000,51.416888999999998,Asia,8.234900000000000,46.808900000000001,0.175900000000000,100.000000000000000,21,21,21,35,31500.000000000000000,-0.322517120838000
-1,Tehran,23,35.577959999999997,51.418979999999998,18,16,0.889000000000000,35.689425000000000,51.416888999999998,Asia,12.395799999999999,46.808900000000001,0.264800000000000,100.000000000000000,22,22,22,35,31500.000000000000000,-0.239259325606000
