OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,mexico_city_026047_20180110_NDSI_pcs_OID,mexico_city_026047_20180110_NDSI_pcs_FID_,mexico_city_026047_20180110_NDSI_pcs_COUNT,mexico_city_026047_20180110_NDSI_pcs_AREA,mexico_city_026047_20180110_NDSI_pcs_MEAN
-1,Mexico_City,1,19.423190000000002,-99.182800000000000,20,11,0.550000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,5.304700000000000,32.161299999999997,0.164900000000000,100.000000000000000,0,0,0,35,31500.000000000000000,-0.384241052185000
-1,Mexico_City,2,19.415679999999998,-99.199160000000006,20,3,0.150000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.167600000000000,32.161299999999997,0.222900000000000,100.000000000000000,1,1,1,36,32400.000000000000000,-0.287834626416000
-1,Mexico_City,3,19.390599999999999,-99.164619999999999,20,18,0.900000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,5.715800000000000,32.161299999999997,0.177700000000000,100.000000000000000,2,2,2,32,28800.000000000000000,-0.272837825585000
-1,Mexico_City,4,19.378350000000001,-99.178460000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.676100000000000,32.161299999999997,0.238700000000000,100.000000000000000,3,3,3,36,32400.000000000000000,-0.340084847063000
-1,Mexico_City,5,19.333860000000001,-99.206230000000005,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.387800000000000,32.161299999999997,0.416300000000000,100.000000000000000,4,4,4,32,28800.000000000000000,-0.370022012852000
-1,Mexico_City,6,19.324719999999999,-99.190399999999997,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.412900000000000,32.161299999999997,0.417100000000000,100.000000000000000,5,5,5,36,32400.000000000000000,-0.371110425641000
-1,Mexico_City,7,19.311859999999999,-99.181950000000001,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,14.367100000000001,32.161299999999997,0.446700000000000,100.000000000000000,6,6,6,36,32400.000000000000000,-0.375596886708000
-1,Mexico_City,8,19.296040000000001,-99.183430000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.073599999999999,32.161299999999997,0.499800000000000,100.000000000000000,7,7,7,36,32400.000000000000000,-0.362266971005000
-1,Mexico_City,9,19.339690000000001,-99.170760000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,11.057300000000000,32.161299999999997,0.343800000000000,100.000000000000000,8,8,8,36,32400.000000000000000,-0.335756542368000
-1,Mexico_City,10,19.287030000000001,-99.154079999999993,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.334900000000001,32.161299999999997,0.507900000000000,100.000000000000000,9,9,9,35,31500.000000000000000,-0.370038212197000
