OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,kingston_016029_20150128_NDSI_pcs_OID,kingston_016029_20150128_NDSI_pcs_FID_,kingston_016029_20150128_NDSI_pcs_COUNT,kingston_016029_20150128_NDSI_pcs_AREA,kingston_016029_20150128_NDSI_pcs_MEAN
-1,Kingston,1,44.300199999999997,-76.501499999999993,20,6,0.300000000000000,44.230480000000000,-76.481250000000003,Canada,North America,7.918400000000000,7.918400000000000,1,100.000000000000000,0,0,0,36,32400.000000000000000,0.661146380628000
-1,Kingston,2,44.295200000000001,-76.501900000000006,20,5,0.250000000000000,44.230480000000000,-76.481250000000003,Canada,North America,7.382000000000000,7.918400000000000,1,100.000000000000000,1,1,1,36,32400.000000000000000,0.423568655995000
-1,Kingston,3,44.289999999999999,-76.501599999999996,20,8,0.400000000000000,44.230480000000000,-76.481250000000003,Canada,North America,6.813800000000000,7.918400000000000,1,100.000000000000000,2,2,2,35,31500.000000000000000,0.661819293669000
-1,Kingston,4,44.284399999999998,-76.502499999999998,20,1,0.050000000000000,44.230480000000000,-76.481250000000003,Canada,North America,6.229900000000000,7.918400000000000,1,100.000000000000000,3,3,3,32,28800.000000000000000,-0.044486333732500
-1,Kingston,5,44.278300000000002,-76.500799999999998,17,7,0.412000000000000,44.230480000000000,-76.481250000000003,Canada,North America,5.540600000000000,7.918400000000000,1,100.000000000000000,4,4,4,32,28800.000000000000000,0.648003413342000
-1,Kingston,6,44.266700000000000,-76.500100000000003,13,5,0.385000000000000,44.230480000000000,-76.481250000000003,Canada,North America,4.298200000000000,7.918400000000000,1,100.000000000000000,5,5,5,33,29700.000000000000000,0.402642799711000
-1,Kingston,7,44.266100000000002,-76.497799999999998,18,7,0.389000000000000,44.230480000000000,-76.481250000000003,Canada,North America,4.174400000000000,7.918400000000000,1,100.000000000000000,6,6,6,36,32400.000000000000000,0.049827563104300
-1,Kingston,8,44.264400000000002,-76.499799999999993,20,1,0.050000000000000,44.230480000000000,-76.481250000000003,Canada,North America,4.050800000000000,7.918400000000000,1,100.000000000000000,7,7,7,35,31500.000000000000000,0.179601681472000
-1,Kingston,9,44.263399999999997,-76.497600000000006,13,2,0.154000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.885300000000000,7.918400000000000,0,100.000000000000000,8,8,8,35,31500.000000000000000,0.286666409778000
-1,Kingston,10,44.259399999999999,-76.499899999999997,20,3,0.150000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.542300000000000,7.918400000000000,0,100.000000000000000,9,9,9,34,30600.000000000000000,0.376889517257000
-1,Kingston,11,44.258600000000001,-76.497900000000001,20,9,0.450000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.396500000000000,7.918400000000000,0,100.000000000000000,10,10,10,34,30600.000000000000000,0.471561771982000
-1,Kingston,12,44.257700000000000,-76.498199999999997,17,5,0.294000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.314200000000000,7.918400000000000,0,100.000000000000000,11,11,11,22,19800.000000000000000,0.532526562837000
-1,Kingston,13,44.256500000000003,-76.498199999999997,20,0,0.000000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.192800000000000,7.918400000000000,0,100.000000000000000,12,12,12,28,25200.000000000000000,0.391871021512000
-1,Kingston,14,44.255200000000002,-76.496600000000001,14,5,0.357000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.008400000000000,7.918400000000000,0,100.000000000000000,13,13,13,35,31500.000000000000000,0.446843882437000
-1,Kingston,15,44.252899999999997,-76.497200000000007,20,5,0.250000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.798100000000000,7.918400000000000,0,100.000000000000000,14,14,14,32,28800.000000000000000,0.436974438606000
-1,Kingston,16,44.249600000000001,-76.496799999999993,20,2,0.100000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.460600000000000,7.918400000000000,0,100.000000000000000,15,15,15,36,32400.000000000000000,0.394080684003000
-1,Kingston,17,44.248199999999997,-76.495599999999996,20,1,0.050000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.278000000000000,7.918400000000000,0,100.000000000000000,16,16,16,34,30600.000000000000000,0.430413201862000
-1,Kingston,18,44.245699999999999,-76.496099999999998,12,7,0.583000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.064900000000000,7.918400000000000,0,100.000000000000000,17,17,17,35,31500.000000000000000,0.292589614274000
-1,Kingston,19,44.243299999999998,-76.494500000000002,20,2,0.100000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.773800000000000,7.918400000000000,0,100.000000000000000,18,18,18,35,31500.000000000000000,0.516894934433000
-1,Kingston,20,44.241900000000001,-76.495599999999996,20,4,0.200000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.708700000000000,7.918400000000000,0,100.000000000000000,19,19,19,35,31500.000000000000000,0.411468855504000
-1,Kingston,21,44.238799999999998,-76.493899999999996,16,1,0.062000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.368100000000000,7.918400000000000,0,100.000000000000000,20,20,20,35,31500.000000000000000,0.264234881715000
-1,Kingston,22,44.236899999999999,-76.494200000000006,12,0,0.000000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.254600000000000,7.918400000000000,0,100.000000000000000,21,21,21,36,32400.000000000000000,0.250325685445000
-1,Kingston,23,44.234299999999998,-76.493600000000001,6,3,0.500000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.071700000000000,7.918400000000000,0,100.000000000000000,22,22,22,35,31500.000000000000000,0.138751108918000
-1,Kingston,24,44.231400000000001,-76.492300000000000,20,9,0.450000000000000,44.230480000000000,-76.481250000000003,Canada,North America,0.886300000000000,7.918400000000000,0,100.000000000000000,23,23,23,35,31500.000000000000000,0.014862502399600
-1,Kingston,26,44.229599999999998,-76.493399999999994,20,2,0.100000000000000,44.230480000000000,-76.481250000000003,Canada,North America,0.973000000000000,7.918400000000000,0,100.000000000000000,25,24,25,37,33300.000000000000000,0.249934185347000
-1,Kingston,27,44.227600000000002,-76.492800000000003,18,1,0.056000000000000,44.230480000000000,-76.481250000000003,Canada,North America,0.974400000000000,7.918400000000000,0,100.000000000000000,26,25,26,32,28800.000000000000000,0.000145471407450
