OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,anchorage_069017_DEM_pcs_OID,anchorage_069017_DEM_pcs_FID_,anchorage_069017_DEM_pcs_COUNT,anchorage_069017_DEM_pcs_AREA,anchorage_069017_DEM_pcs_MEAN
-1,Anchorage,1,61.194049999999997,-149.885500000000008,21,1,0.048000000000000,61.216313000000000,-149.894851999999986,USA,North America,2.525700000000000,17.723700000000001,0.142500000000000,0,0,1,499.889184496999974,33.000000000000000
-1,Anchorage,2,61.190930000000002,-149.880419999999987,15,4,0.267000000000000,61.216313000000000,-149.894851999999986,USA,North America,2.926400000000000,17.723700000000001,0.165100000000000,1,1,1,499.889184496999974,30.000000000000000
-1,Anchorage,3,61.187069999999999,-149.877399999999994,17,3,0.176000000000000,61.216313000000000,-149.894851999999986,USA,North America,3.383400000000000,17.723700000000001,0.190900000000000,2,2,1,499.889184496999974,34.000000000000000
-1,Anchorage,4,61.185310000000001,-149.881480000000010,20,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,3.521000000000000,17.723700000000001,0.198700000000000,3,3,1,499.889184496999974,31.000000000000000
-1,Anchorage,5,61.184210000000000,-149.871890000000008,15,4,0.267000000000000,61.216313000000000,-149.894851999999986,USA,North America,3.775700000000000,17.723700000000001,0.213000000000000,4,4,1,499.889184496999974,32.000000000000000
-1,Anchorage,6,61.182560000000002,-149.868930000000006,18,2,0.111000000000000,61.216313000000000,-149.894851999999986,USA,North America,4.001800000000000,17.723700000000001,0.225800000000000,5,5,1,499.889184496999974,37.000000000000000
-1,Anchorage,7,61.179070000000003,-149.863079999999997,18,1,0.056000000000000,61.216313000000000,-149.894851999999986,USA,North America,4.477400000000000,17.723700000000001,0.252600000000000,6,6,1,499.889184496999974,42.000000000000000
-1,Anchorage,8,61.175789999999999,-149.863460000000003,19,1,0.053000000000000,61.216313000000000,-149.894851999999986,USA,North America,4.809600000000000,17.723700000000001,0.271400000000000,7,7,1,499.889184496999974,33.000000000000000
-1,Anchorage,9,61.173760000000001,-149.860639999999989,20,1,0.050000000000000,61.216313000000000,-149.894851999999986,USA,North America,5.074300000000000,17.723700000000001,0.286300000000000,8,8,1,499.889184496999974,41.000000000000000
-1,Anchorage,10,61.171830000000000,-149.853790000000004,17,1,0.059000000000000,61.216313000000000,-149.894851999999986,USA,North America,5.413500000000000,17.723700000000001,0.305400000000000,9,9,1,499.889184496999974,38.000000000000000
-1,Anchorage,11,61.167450000000002,-149.852540000000005,16,1,0.062000000000000,61.216313000000000,-149.894851999999986,USA,North America,5.887400000000000,17.723700000000001,0.332200000000000,10,10,1,499.889184496999974,40.000000000000000
-1,Anchorage,12,61.165509999999998,-149.847340000000003,19,1,0.053000000000000,61.216313000000000,-149.894851999999986,USA,North America,6.196200000000000,17.723700000000001,0.349600000000000,11,11,1,499.889184496999974,43.000000000000000
-1,Anchorage,13,61.164450000000002,-149.846120000000013,17,2,0.118000000000000,61.216313000000000,-149.894851999999986,USA,North America,6.330600000000000,17.723700000000001,0.357200000000000,12,12,1,499.889184496999974,43.000000000000000
-1,Anchorage,14,61.162720000000000,-149.841900000000010,15,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,6.600300000000000,17.723700000000001,0.372400000000000,13,13,1,499.889184496999974,41.000000000000000
-1,Anchorage,15,61.159059999999997,-149.836119999999994,20,1,0.050000000000000,61.216313000000000,-149.894851999999986,USA,North America,7.101800000000000,17.723700000000001,0.400700000000000,14,14,1,499.889184496999974,35.000000000000000
-1,Anchorage,16,61.155769999999997,-149.836430000000007,16,1,0.062000000000000,61.216313000000000,-149.894851999999986,USA,North America,7.424500000000000,17.723700000000001,0.418900000000000,15,15,1,499.889184496999974,47.000000000000000
-1,Anchorage,17,61.153939999999999,-149.831050000000005,12,1,0.083000000000000,61.216313000000000,-149.894851999999986,USA,North America,7.732700000000000,17.723700000000001,0.436300000000000,16,16,1,499.889184496999974,46.000000000000000
-1,Anchorage,18,61.151890000000002,-149.823849999999993,20,4,0.200000000000000,61.216313000000000,-149.894851999999986,USA,North America,8.111499999999999,17.723700000000001,0.457700000000000,17,17,1,499.889184496999974,50.000000000000000
-1,Anchorage,19,61.149160000000002,-149.824070000000006,17,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,8.375500000000001,17.723700000000001,0.472600000000000,18,18,1,499.889184496999974,53.000000000000000
-1,Anchorage,20,61.148370999999997,-149.819283000000013,17,3,0.176000000000000,61.216313000000000,-149.894851999999986,USA,North America,8.572100000000001,17.723700000000001,0.483700000000000,19,19,1,499.889184496999974,44.000000000000000
-1,Anchorage,21,61.144849999999998,-149.814699999999988,13,3,0.231000000000000,61.216313000000000,-149.894851999999986,USA,North America,9.033400000000000,17.723700000000001,0.509700000000000,20,20,1,499.889184496999974,62.000000000000000
-1,Anchorage,22,61.144599999999997,-149.819050000000004,15,1,0.067000000000000,61.216313000000000,-149.894851999999986,USA,North America,8.949600000000000,17.723700000000001,0.505000000000000,21,21,1,499.889184496999974,61.000000000000000
-1,Anchorage,23,61.140400000000000,-149.808060000000012,16,1,0.062000000000000,61.216313000000000,-149.894851999999986,USA,North America,9.638400000000001,17.723700000000001,0.543800000000000,22,22,1,499.889184496999974,89.000000000000000
-1,Anchorage,24,61.137149999999998,-149.804370000000006,14,3,0.214000000000000,61.216313000000000,-149.894851999999986,USA,North America,10.050500000000000,17.723700000000001,0.567100000000000,23,23,1,499.889184496999974,86.000000000000000
-1,Anchorage,25,61.132240000000003,-149.804579999999987,18,3,0.167000000000000,61.216313000000000,-149.894851999999986,USA,North America,10.526999999999999,17.723700000000001,0.594000000000000,24,24,1,499.889184496999974,98.000000000000000
-1,Anchorage,26,61.133830000000003,-149.796770000000009,13,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,10.572100000000001,17.723700000000001,0.596500000000000,25,25,1,499.889184496999974,111.000000000000000
-1,Anchorage,27,61.132980000000003,-149.791140000000013,15,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,10.806400000000000,17.723700000000001,0.609700000000000,26,26,1,499.889184496999974,97.000000000000000
-1,Anchorage,28,61.131169999999997,-149.787810000000007,16,1,0.062000000000000,61.216313000000000,-149.894851999999986,USA,North America,11.071000000000000,17.723700000000001,0.624600000000000,27,27,1,499.889184496999974,107.000000000000000
-1,Anchorage,29,61.129700000000000,-149.781749999999988,15,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,11.380900000000000,17.723700000000001,0.642100000000000,28,28,1,499.889184496999974,137.000000000000000
-1,Anchorage,30,61.126669999999997,-149.778369999999995,16,1,0.062000000000000,61.216313000000000,-149.894851999999986,USA,North America,11.762800000000000,17.723700000000001,0.663700000000000,29,29,1,499.889184496999974,145.000000000000000
-1,Anchorage,31,61.124690000000001,-149.773190000000000,12,1,0.083000000000000,61.216313000000000,-149.894851999999986,USA,North America,12.097500000000000,17.723700000000001,0.682600000000000,30,30,1,499.889184496999974,168.000000000000000
-1,Anchorage,32,61.120559999999998,-149.767809999999997,15,1,0.067000000000000,61.216313000000000,-149.894851999999986,USA,North America,12.640000000000001,17.723700000000001,0.713200000000000,31,31,1,499.889184496999974,186.000000000000000
-1,Anchorage,33,61.122860000000003,-149.769839999999988,15,1,0.067000000000000,61.216313000000000,-149.894851999999986,USA,North America,12.365900000000000,17.723700000000001,0.697700000000000,32,32,1,499.889184496999974,175.000000000000000
-1,Anchorage,34,61.120890000000003,-149.759410000000003,15,1,0.067000000000000,61.216313000000000,-149.894851999999986,USA,North America,12.858100000000000,17.723700000000001,0.725500000000000,33,33,1,499.889184496999974,209.000000000000000
-1,Anchorage,35,61.119340000000001,-149.750930000000011,15,3,0.200000000000000,61.216313000000000,-149.894851999999986,USA,North America,13.260199999999999,17.723700000000001,0.748200000000000,34,34,1,499.889184496999974,248.000000000000000
-1,Anchorage,36,61.116759999999999,-149.747119999999995,15,2,0.133000000000000,61.216313000000000,-149.894851999999986,USA,North America,13.612500000000001,17.723700000000001,0.768000000000000,35,35,1,499.889184496999974,256.000000000000000
-1,Anchorage,37,61.113880000000002,-149.743290000000002,14,1,0.071000000000000,61.216313000000000,-149.894851999999986,USA,North America,13.992699999999999,17.723700000000001,0.789500000000000,36,36,1,499.889184496999974,288.000000000000000
-1,Anchorage,38,61.113470000000000,-149.738429999999994,15,1,0.067000000000000,61.216313000000000,-149.894851999999986,USA,North America,14.182499999999999,17.723700000000001,0.800200000000000,37,37,1,499.889184496999974,306.000000000000000
-1,Anchorage,39,61.112130000000001,-149.710949999999997,15,0,0.000000000000000,61.216313000000000,-149.894851999999986,USA,North America,15.214200000000000,17.723700000000001,0.858400000000000,38,38,1,499.889184496999974,460.000000000000000
-1,Anchorage,40,61.107410000000002,-149.716800000000006,13,2,0.154000000000000,61.216313000000000,-149.894851999999986,USA,North America,15.421799999999999,17.723700000000001,0.870100000000000,39,39,1,499.889184496999974,514.000000000000000
-1,Anchorage,41,61.102910000000001,-149.684969999999993,17,3,0.176000000000000,61.216313000000000,-149.894851999999986,USA,North America,16.903800000000000,17.723700000000001,0.953700000000000,40,40,1,499.889184496999974,668.000000000000000
-1,Anchorage,42,61.103873999999998,-149.677947999999986,12,2,0.167000000000000,61.216313000000000,-149.894851999999986,USA,North America,17.078199999999999,17.723700000000001,0.963600000000000,41,41,1,499.889184496999974,655.000000000000000
