OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,uppsala_193018_DEM_pcs_OID,uppsala_193018_DEM_pcs_FID_,uppsala_193018_DEM_pcs_COUNT,uppsala_193018_DEM_pcs_AREA,uppsala_193018_DEM_pcs_MEAN
-1,Uppsala,1,59.854219999999998,17.660250000000001,20,1,0.050000000000000,59.858131000000000,17.644621000000001,Europe,0.975100000000000,7.322100000000000,0.133200000000000,0,0,1,530.641040909000026,14.000000000000000
-1,Uppsala,2,59.856229999999996,17.656330000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,0.687100000000000,7.322100000000000,0.093800000000000,1,1,1,530.641040909000026,15.000000000000000
-1,Uppsala,3,59.854360000000000,17.647290000000002,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,0.445000000000000,7.322100000000000,0.060800000000000,2,2,1,530.641040909000026,16.000000000000000
-1,Uppsala,4,59.852820000000001,17.646370000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,0.598600000000000,7.322100000000000,0.081800000000000,3,3,1,530.641040909000026,17.000000000000000
-1,Uppsala,5,59.851979999999998,17.643709999999999,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,0.685800000000000,7.322100000000000,0.093700000000000,4,4,1,530.641040909000026,15.000000000000000
-1,Uppsala,6,59.853110000000001,17.640509999999999,20,2,0.100000000000000,59.858131000000000,17.644621000000001,Europe,0.603700000000000,7.322100000000000,0.082400000000000,5,5,1,530.641040909000026,17.000000000000000
-1,Uppsala,7,59.853639999999999,17.636939999999999,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,0.658300000000000,7.322100000000000,0.089900000000000,6,6,1,530.641040909000026,31.000000000000000
-1,Uppsala,8,59.853140000000003,17.633759999999999,15,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,0.822100000000000,7.322100000000000,0.112300000000000,7,7,1,530.641040909000026,40.000000000000000
-1,Uppsala,9,59.852390000000000,17.630269999999999,20,2,0.100000000000000,59.858131000000000,17.644621000000001,Europe,1.024600000000000,7.322100000000000,0.139900000000000,8,8,1,530.641040909000026,30.000000000000000
-1,Uppsala,10,59.851360000000000,17.626960000000000,20,5,0.250000000000000,59.858131000000000,17.644621000000001,Europe,1.240800000000000,7.322100000000000,0.169500000000000,9,9,1,530.641040909000026,32.000000000000000
-1,Uppsala,11,59.850250000000003,17.623970000000000,20,1,0.050000000000000,59.858131000000000,17.644621000000001,Europe,1.448400000000000,7.322100000000000,0.197800000000000,10,10,1,530.641040909000026,30.000000000000000
-1,Uppsala,12,59.848920000000000,17.622019999999999,20,2,0.100000000000000,59.858131000000000,17.644621000000001,Europe,1.625400000000000,7.322100000000000,0.222000000000000,11,11,1,530.641040909000026,32.000000000000000
-1,Uppsala,13,59.847980000000000,17.619990000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,1.779300000000000,7.322100000000000,0.243000000000000,12,12,1,530.641040909000026,32.000000000000000
-1,Uppsala,14,59.846699999999998,17.617609999999999,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,1.972600000000000,7.322100000000000,0.269400000000000,13,13,1,530.641040909000026,33.000000000000000
-1,Uppsala,15,59.847340000000003,17.610690000000002,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,2.242800000000000,7.322100000000000,0.306300000000000,14,14,1,530.641040909000026,20.000000000000000
-1,Uppsala,16,59.849179999999997,17.610849999999999,18,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,2.132400000000000,7.322100000000000,0.291200000000000,15,15,1,530.641040909000026,26.000000000000000
-1,Uppsala,17,59.850479999999997,17.606110000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,2.312700000000000,7.322100000000000,0.315900000000000,16,16,1,530.641040909000026,30.000000000000000
-1,Uppsala,18,59.849390000000000,17.604630000000000,20,1,0.050000000000000,59.858131000000000,17.644621000000001,Europe,2.435600000000000,7.322100000000000,0.332600000000000,17,17,1,530.641040909000026,31.000000000000000
