OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,waterloo_019030_DEM_pcs_OID,waterloo_019030_DEM_pcs_FID_,waterloo_019030_DEM_pcs_COUNT,waterloo_019030_DEM_pcs_AREA,waterloo_019030_DEM_pcs_MEAN
-1,Waterloo,1,43.464027999999999,-80.520358000000002,NA,NA,0.300000000000000,43.464255999999999,-80.520409000000001,North America,0.025684388583800,8.290743176390000,0.003100000000000,0,0,1,701.529968249000035,322.000000000000000
-1,Waterloo,2,43.462699000000001,-80.524331000000004,NA,NA,0.200000000000000,43.464255999999999,-80.520409000000001,North America,0.360785993069000,8.290743176390000,0.043500000000000,1,1,1,701.529968249000035,328.000000000000000
-1,Waterloo,3,43.460450000000002,-80.525616999999997,NA,NA,0.250000000000000,43.464255999999999,-80.520409000000001,North America,0.596473732537000,8.290743176390000,0.071900000000000,2,2,1,701.529968249000035,338.000000000000000
-1,Waterloo,4,43.460932999999997,-80.530090000000001,NA,NA,0.473684211000000,43.464255999999999,-80.520409000000001,North America,0.864298778033000,8.290743176390000,0.104200000000000,3,3,1,701.529968249000035,338.000000000000000
-1,Waterloo,5,43.460929000000000,-80.534234999999995,NA,NA,0.150000000000000,43.464255999999999,-80.520409000000001,North America,1.175593452670000,8.290743176390000,0.141800000000000,4,4,1,701.529968249000035,339.000000000000000
-1,Waterloo,6,43.460386000000000,-80.537497000000002,NA,NA,0.588235294000000,43.464255999999999,-80.520409000000001,North America,1.444719399360000,8.290743176390000,0.174300000000000,5,5,1,701.529968249000035,333.000000000000000
-1,Waterloo,7,43.458412000000003,-80.539311999999995,NA,NA,0.300000000000000,43.464255999999999,-80.520409000000001,North America,1.658278653010000,8.290743176390000,0.200000000000000,6,6,1,701.529968249000035,340.000000000000000
-1,Waterloo,8,43.459045000000003,-80.542379999999994,NA,NA,0.200000000000000,43.464255999999999,-80.520409000000001,North America,1.865529840900000,8.290743176390000,0.225000000000000,7,7,1,701.529968249000035,343.000000000000000
-1,Waterloo,9,43.459640000000000,-80.546836999999996,NA,NA,0.100000000000000,43.464255999999999,-80.520409000000001,North America,2.193859248190000,8.290743176390000,0.264600000000000,8,8,1,701.529968249000035,338.000000000000000
-1,Waterloo,10,43.458821000000000,-80.548753000000005,NA,NA,0.190476190000000,43.464255999999999,-80.520409000000001,North America,2.366106325720000,8.290743176390000,0.285400000000000,9,9,1,701.529968249000035,341.000000000000000
-1,Waterloo,11,43.456499999999998,-80.551125999999996,NA,NA,0.315789474000000,43.464255999999999,-80.520409000000001,North America,2.624917565740000,8.290743176390000,0.316600000000000,10,10,1,701.529968249000035,347.000000000000000
-1,Waterloo,12,43.455392000000003,-80.556157999999996,NA,NA,0.250000000000000,43.464255999999999,-80.520409000000001,North America,3.049059966880000,8.290743176390000,0.367800000000000,11,11,1,701.529968249000035,348.000000000000000
-1,Waterloo,13,43.454486000000003,-80.558808999999997,NA,NA,0.333333333000000,43.464255999999999,-80.520409000000001,North America,3.284230746000000,8.290743176390000,0.396100000000000,12,12,1,701.529968249000035,360.000000000000000
-1,Waterloo,14,43.452838000000000,-80.562458000000007,NA,NA,0.200000000000000,43.464255999999999,-80.520409000000001,North America,3.623616259020000,8.290743176390000,0.437100000000000,13,13,1,701.529968249000035,364.000000000000000
-1,Waterloo,15,43.452432999999999,-80.566139000000007,NA,NA,0.705882353000000,43.464255999999999,-80.520409000000001,North America,3.918167966020000,8.290743176390000,0.472600000000000,14,14,1,701.529968249000035,373.000000000000000
-1,Waterloo,16,43.451776000000002,-80.570014000000000,NA,NA,0.250000000000000,43.464255999999999,-80.520409000000001,North America,4.237488644200000,8.290743176390000,0.511100000000000,15,15,1,701.529968249000035,379.000000000000000
-1,Waterloo,17,43.450918000000001,-80.571854000000002,NA,NA,0.300000000000000,43.464255999999999,-80.520409000000001,North America,4.409279731330000,8.290743176390000,0.531800000000000,16,16,1,701.529968249000035,379.000000000000000
-1,Waterloo,18,43.450572999999999,-80.576323000000002,NA,NA,0.100000000000000,43.464255999999999,-80.520409000000001,North America,4.762653356550000,8.290743176390000,0.574500000000000,17,17,1,701.529968249000035,370.000000000000000
-1,Waterloo,19,43.451573000000003,-80.580275000000000,NA,NA,0.250000000000000,43.464255999999999,-80.520409000000001,North America,5.033631807150000,8.290743176390000,0.607100000000000,18,18,1,701.529968249000035,373.000000000000000
-1,Waterloo,20,43.453436000000004,-80.583768000000006,NA,NA,0.150000000000000,43.464255999999999,-80.520409000000001,North America,5.253511157310000,8.290743176390000,0.633700000000000,19,19,1,701.529968249000035,379.000000000000000
-1,Waterloo,21,43.449814000000003,-80.586759999999998,NA,NA,0.250000000000000,43.464255999999999,-80.520409000000001,North America,5.591124625160000,8.290743176390000,0.674400000000000,20,20,1,701.529968249000035,394.000000000000000
-1,Waterloo,22,43.445773000000003,-80.587547000000001,NA,NA,0.111111111000000,43.464255999999999,-80.520409000000001,North America,5.795872873700000,8.290743176390000,0.699100000000000,21,21,1,701.529968249000035,398.000000000000000
-1,Waterloo,23,43.440967999999998,-80.589292999999998,NA,NA,0.380952381000000,43.464255999999999,-80.520409000000001,North America,6.133808412140000,8.290743176390000,0.739800000000000,22,22,1,701.529968249000035,391.000000000000000
-1,Waterloo,24,43.440584000000001,-80.593789000000001,NA,NA,0.333333333000000,43.464255999999999,-80.520409000000001,North America,6.481858726800000,8.290743176390000,0.781800000000000,23,23,1,701.529968249000035,391.000000000000000
-1,Waterloo,25,43.439416000000001,-80.597999999999999,NA,NA,0.100000000000000,43.464255999999999,-80.520409000000001,North America,6.845311086860000,8.290743176390000,0.825700000000000,24,24,1,701.529968249000035,387.000000000000000
-1,Waterloo,26,43.439464999999998,-80.599914999999996,NA,NA,0.500000000000000,43.464255999999999,-80.520409000000001,North America,6.984875424750000,8.290743176390000,0.842500000000000,25,25,1,701.529968249000035,393.000000000000000
-1,Waterloo,27,43.438872000000003,-80.603793999999994,NA,NA,0.631578947000000,43.464255999999999,-80.520409000000001,North America,7.298905700410000,8.290743176390000,0.880400000000000,26,26,1,701.529968249000035,396.000000000000000
-1,Waterloo,28,43.438276000000002,-80.605984000000007,NA,NA,0.200000000000000,43.464255999999999,-80.520409000000001,North America,7.487597788110000,8.290743176390000,0.903100000000000,27,27,1,701.529968249000035,407.000000000000000
-1,Waterloo,29,43.437752000000003,-80.611079000000004,NA,NA,0.095238095000000,43.464255999999999,-80.520409000000001,North America,7.890245155570000,8.290743176390000,0.951700000000000,28,28,1,701.529968249000035,398.000000000000000
-1,Waterloo,30,43.436995000000003,-80.616003000000006,NA,NA,0.050000000000000,43.464255999999999,-80.520409000000001,North America,8.290743176390000,8.290743176390000,1.000000000000000,29,29,1,701.529968249000035,396.000000000000000
