OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,pittsburgh_017032_DEM_pcs_OID,pittsburgh_017032_DEM_pcs_FID_,pittsburgh_017032_DEM_pcs_COUNT,pittsburgh_017032_DEM_pcs_AREA,pittsburgh_017032_DEM_pcs_MEAN
-1,Pittsburgh,1,40.897640000000003,-80.044520000000006,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,50.944699999999997,50.944699999999997,1.000000000000000,0,0,1,743.803776294000045,409.000000000000000
-1,Pittsburgh,2,40.883229999999998,-80.044319999999999,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,49.345199999999998,50.944699999999997,0.968600000000000,1,1,1,743.803776294000045,404.000000000000000
-1,Pittsburgh,3,40.870179999999998,-80.041010000000000,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,47.878200000000000,50.944699999999997,0.939800000000000,2,2,1,743.803776294000045,403.000000000000000
-1,Pittsburgh,4,40.853189999999998,-80.038380000000004,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,45.978499999999997,50.944699999999997,0.902500000000000,3,3,1,743.803776294000045,400.000000000000000
-1,Pittsburgh,5,40.843089999999997,-80.039749999999998,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,44.865800000000000,50.944699999999997,0.880700000000000,4,4,1,743.803776294000045,375.000000000000000
-1,Pittsburgh,6,40.830970000000001,-80.043679999999995,12,3,0.250000000000000,40.440587999999998,-80.002596999999994,North America,43.546700000000001,50.944699999999997,0.854800000000000,5,5,1,743.803776294000045,300.000000000000000
-1,Pittsburgh,7,40.818080000000002,-80.043049999999994,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,42.113799999999998,50.944699999999997,0.826700000000000,6,6,1,743.803776294000045,361.000000000000000
-1,Pittsburgh,8,40.805320000000002,-80.055049999999994,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,40.797199999999997,50.944699999999997,0.800800000000000,7,7,1,743.803776294000045,285.000000000000000
-1,Pittsburgh,9,40.792569999999998,-80.054770000000005,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,39.385599999999997,50.944699999999997,0.773100000000000,8,8,1,743.803776294000045,329.000000000000000
-1,Pittsburgh,10,40.783239999999999,-80.060590000000005,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,38.414400000000001,50.944699999999997,0.754000000000000,9,9,1,743.803776294000045,379.000000000000000
-1,Pittsburgh,11,40.767180000000003,-80.065280000000001,15,5,0.333000000000000,40.440587999999998,-80.002596999999994,North America,36.698900000000002,50.944699999999997,0.720400000000000,10,10,1,743.803776294000045,299.000000000000000
-1,Pittsburgh,12,40.757660000000001,-80.066919999999996,15,6,0.400000000000000,40.440587999999998,-80.002596999999994,North America,35.672600000000003,50.944699999999997,0.700200000000000,11,11,1,743.803776294000045,367.000000000000000
-1,Pittsburgh,13,40.743479999999998,-80.073589999999996,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,34.209299999999999,50.944699999999997,0.671500000000000,12,12,1,743.803776294000045,359.000000000000000
-1,Pittsburgh,14,40.725800000000000,-80.073670000000007,15,5,0.333000000000000,40.440587999999998,-80.002596999999994,North America,32.277099999999997,50.944699999999997,0.633600000000000,13,13,1,743.803776294000045,331.000000000000000
-1,Pittsburgh,15,40.705280000000002,-80.076040000000006,14,4,0.286000000000000,40.440587999999998,-80.002596999999994,North America,30.079000000000001,50.944699999999997,0.590400000000000,14,14,1,743.803776294000045,342.000000000000000
-1,Pittsburgh,16,40.686639999999997,-80.075879999999998,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,28.051300000000001,50.944699999999997,0.550600000000000,15,15,1,743.803776294000045,362.000000000000000
-1,Pittsburgh,17,40.670729999999999,-80.070509999999999,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,26.225899999999999,50.944699999999997,0.514800000000000,16,16,1,743.803776294000045,385.000000000000000
-1,Pittsburgh,18,40.654989999999998,-80.079700000000003,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,24.714500000000001,50.944699999999997,0.485100000000000,17,17,1,743.803776294000045,322.000000000000000
-1,Pittsburgh,19,40.640329999999999,-80.066199999999995,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,22.851299999999998,50.944699999999997,0.448600000000000,18,18,1,743.803776294000045,380.000000000000000
-1,Pittsburgh,20,40.628520000000002,-80.056809999999999,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,21.393400000000000,50.944699999999997,0.419900000000000,19,19,1,743.803776294000045,377.000000000000000
-1,Pittsburgh,21,40.616129999999998,-80.056460000000001,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,20.043199999999999,50.944699999999997,0.393400000000000,20,20,1,743.803776294000045,386.000000000000000
-1,Pittsburgh,22,40.601529999999997,-80.049890000000005,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,18.337000000000000,50.944699999999997,0.359900000000000,21,21,1,743.803776294000045,378.000000000000000
-1,Pittsburgh,23,40.587049999999998,-80.045289999999994,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,16.680900000000001,50.944699999999997,0.327400000000000,22,22,1,743.803776294000045,304.000000000000000
