OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,christchurch_074090_DEM_pcs_OID,christchurch_074090_DEM_pcs_FID_,christchurch_074090_DEM_pcs_COUNT,christchurch_074090_DEM_pcs_AREA,christchurch_074090_DEM_pcs_MEAN
-1,Christchurch,1,-43.539760000000001,172.625599999999991,13,5,0.385000000000000,-43.532055000000000,172.636230000000012,Oceania,1.211700000000000,27.723900000000000,0.043700000000000,0,0,1,719.250243304000037,9.000000000000000
-1,Christchurch,2,-43.537190000000002,172.627659999999992,20,10,0.500000000000000,-43.532055000000000,172.636230000000012,Oceania,0.896300000000000,27.723900000000000,0.032300000000000,1,1,1,719.250243304000037,15.000000000000000
-1,Christchurch,3,-43.534030000000001,172.627640000000014,19,15,0.789000000000000,-43.532055000000000,172.636230000000012,Oceania,0.726500000000000,27.723900000000000,0.026200000000000,2,2,1,719.250243304000037,14.000000000000000
-1,Christchurch,4,-43.531970000000001,172.627430000000004,20,6,0.300000000000000,-43.532055000000000,172.636230000000012,Oceania,0.709500000000000,27.723900000000000,0.025600000000000,3,3,1,719.250243304000037,13.000000000000000
-1,Christchurch,5,-43.528849999999998,172.627849999999995,20,16,0.800000000000000,-43.532055000000000,172.636230000000012,Oceania,0.763800000000000,27.723900000000000,0.027600000000000,4,4,1,719.250243304000037,13.000000000000000
-1,Christchurch,6,-43.525919999999999,172.628099999999989,20,4,0.200000000000000,-43.532055000000000,172.636230000000012,Oceania,0.946000000000000,27.723900000000000,0.034100000000000,5,5,1,719.250243304000037,17.000000000000000
-1,Christchurch,7,-43.522500000000001,172.626569999999987,20,10,0.500000000000000,-43.532055000000000,172.636230000000012,Oceania,1.317300000000000,27.723900000000000,0.047500000000000,6,6,1,719.250243304000037,13.000000000000000
-1,Christchurch,8,-43.519599999999997,172.626659999999987,8,2,0.250000000000000,-43.532055000000000,172.636230000000012,Oceania,1.585400000000000,27.723900000000000,0.057200000000000,7,7,1,719.250243304000037,12.000000000000000
-1,Christchurch,9,-43.517060000000001,172.625470000000007,20,14,0.700000000000000,-43.532055000000000,172.636230000000012,Oceania,1.879600000000000,27.723900000000000,0.067800000000000,8,8,1,719.250243304000037,14.000000000000000
-1,Christchurch,10,-43.515360000000001,172.621289999999988,20,6,0.300000000000000,-43.532055000000000,172.636230000000012,Oceania,2.213000000000000,27.723900000000000,0.079800000000000,9,9,1,719.250243304000037,11.000000000000000
-1,Christchurch,11,-43.513100000000001,172.619570000000010,20,4,0.200000000000000,-43.532055000000000,172.636230000000012,Oceania,2.499300000000000,27.723900000000000,0.090100000000000,10,10,1,719.250243304000037,11.000000000000000
-1,Christchurch,12,-43.510030000000000,172.617680000000007,20,4,0.200000000000000,-43.532055000000000,172.636230000000012,Oceania,2.869700000000000,27.723900000000000,0.103500000000000,11,11,1,719.250243304000037,13.000000000000000
-1,Christchurch,13,-43.506010000000003,172.615749999999991,20,12,0.600000000000000,-43.532055000000000,172.636230000000012,Oceania,3.333800000000000,27.723900000000000,0.120300000000000,12,12,1,719.250243304000037,17.000000000000000
-1,Christchurch,14,-43.503300000000003,172.610350000000011,20,12,0.600000000000000,-43.532055000000000,172.636230000000012,Oceania,3.818100000000000,27.723900000000000,0.137700000000000,13,13,1,719.250243304000037,15.000000000000000
-1,Christchurch,15,-43.499470000000002,172.610019999999992,16,6,0.375000000000000,-43.532055000000000,172.636230000000012,Oceania,4.194600000000000,27.723900000000000,0.151300000000000,14,14,1,719.250243304000037,15.000000000000000
-1,Christchurch,16,-43.496890000000000,172.605940000000004,19,12,0.632000000000000,-43.532055000000000,172.636230000000012,Oceania,4.610400000000000,27.723900000000000,0.166300000000000,15,15,1,719.250243304000037,17.000000000000000
-1,Christchurch,18,-43.488729999999997,172.618259999999992,19,8,0.421000000000000,-43.532055000000000,172.636230000000012,Oceania,5.030800000000000,27.723900000000000,0.181500000000000,16,16,1,719.250243304000037,12.000000000000000
-1,Christchurch,19,-43.477409999999999,172.614939999999990,16,11,0.688000000000000,-43.532055000000000,172.636230000000012,Oceania,6.314200000000000,27.723900000000000,0.227800000000000,17,17,1,719.250243304000037,16.000000000000000
-1,Christchurch,20,-43.467449999999999,172.615800000000007,20,14,0.700000000000000,-43.532055000000000,172.636230000000012,Oceania,7.370300000000000,27.723900000000000,0.265800000000000,18,18,1,719.250243304000037,16.000000000000000
-1,Christchurch,21,-43.443680000000001,172.632249999999999,21,16,0.762000000000000,-43.532055000000000,172.636230000000012,Oceania,9.832100000000001,27.723900000000000,0.354600000000000,19,19,1,719.250243304000037,11.000000000000000
-1,Christchurch,22,-43.453589999999998,172.626309999999989,20,10,0.500000000000000,-43.532055000000000,172.636230000000012,Oceania,8.761500000000000,27.723900000000000,0.316000000000000,20,20,1,719.250243304000037,13.000000000000000
-1,Christchurch,24,-43.437440000000002,172.638610000000000,19,17,0.895000000000000,-43.532055000000000,172.636230000000012,Oceania,10.522500000000001,27.723900000000000,0.379500000000000,21,22,1,719.250243304000037,13.000000000000000
-1,Christchurch,25,-43.435009999999998,172.645170000000007,18,17,0.944000000000000,-43.532055000000000,172.636230000000012,Oceania,10.815000000000000,27.723900000000000,0.390100000000000,22,23,1,719.250243304000037,5.000000000000000
-1,Christchurch,26,-43.431089999999998,172.649830000000009,20,14,0.700000000000000,-43.532055000000000,172.636230000000012,Oceania,11.280300000000000,27.723900000000000,0.406900000000000,23,24,1,719.250243304000037,4.000000000000000
-1,Christchurch,27,-43.425220000000003,172.649830000000009,19,15,0.789000000000000,-43.532055000000000,172.636230000000012,Oceania,11.930099999999999,27.723900000000000,0.430300000000000,24,25,1,719.250243304000037,7.000000000000000
-1,Christchurch,29,-43.408670000000001,172.640459999999990,20,16,0.800000000000000,-43.532055000000000,172.636230000000012,Oceania,13.724000000000000,27.723900000000000,0.495000000000000,25,27,1,719.250243304000037,4.000000000000000
-1,Christchurch,30,-43.405700000000003,172.627849999999995,20,12,0.600000000000000,-43.532055000000000,172.636230000000012,Oceania,14.066300000000000,27.723900000000000,0.507400000000000,26,28,1,719.250243304000037,9.000000000000000
-1,Christchurch,31,-43.398339999999997,172.633039999999994,20,13,0.650000000000000,-43.532055000000000,172.636230000000012,Oceania,14.870699999999999,27.723900000000000,0.536400000000000,27,29,1,719.250243304000037,6.000000000000000
-1,Christchurch,33,-43.369860000000003,172.626740000000012,20,14,0.700000000000000,-43.532055000000000,172.636230000000012,Oceania,18.051500000000001,27.723900000000000,0.651100000000000,28,30,1,719.250243304000037,2.000000000000000
-1,Christchurch,34,-43.364260000000002,172.617899999999992,20,18,0.900000000000000,-43.532055000000000,172.636230000000012,Oceania,18.716500000000000,27.723900000000000,0.675100000000000,29,31,1,719.250243304000037,7.000000000000000
-1,Christchurch,35,-43.354959999999998,172.625920000000008,20,18,0.900000000000000,-43.532055000000000,172.636230000000012,Oceania,19.709599999999998,27.723900000000000,0.710900000000000,30,32,1,719.250243304000037,4.000000000000000
-1,Christchurch,36,-43.348190000000002,172.632769999999994,19,16,0.842000000000000,-43.532055000000000,172.636230000000012,Oceania,20.446800000000000,27.723900000000000,0.737500000000000,31,33,1,719.250243304000037,5.000000000000000
-1,Christchurch,37,-43.343269999999997,172.637130000000013,21,17,0.810000000000000,-43.532055000000000,172.636230000000012,Oceania,20.992100000000001,27.723900000000000,0.757200000000000,32,34,1,719.250243304000037,3.000000000000000
-1,Christchurch,38,-43.294379999999997,172.633219999999994,20,11,0.550000000000000,-43.532055000000000,172.636230000000012,Oceania,26.429400000000001,27.723900000000000,0.953300000000000,33,35,1,719.250243304000037,18.000000000000000
-1,Christchurch,39,-43.289670000000001,172.636349999999993,19,15,0.789000000000000,-43.532055000000000,172.636230000000012,Oceania,26.952000000000002,27.723900000000000,0.972200000000000,34,36,1,719.250243304000037,17.000000000000000
-1,Christchurch,40,-43.284759999999999,172.635590000000008,20,15,0.750000000000000,-43.532055000000000,172.636230000000012,Oceania,27.498000000000001,27.723900000000000,0.991900000000000,35,37,1,719.250243304000037,26.000000000000000
-1,Christchurch,41,-43.282730000000001,172.634800000000013,17,15,0.882000000000000,-43.532055000000000,172.636230000000012,Oceania,27.723900000000000,27.723900000000000,1.000000000000000,36,38,1,719.250243304000037,23.000000000000000
