OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,halle_193024_DEM_pcs_OID,halle_193024_DEM_pcs_FID_,halle_193024_DEM_pcs_COUNT,halle_193024_DEM_pcs_AREA,halle_193024_DEM_pcs_MEAN
-1,Halle,1,51.472079999999998,11.967330000000000,20,4,0.200000000000000,51.482503999999999,11.970545000000000,Europe,1.180300000000000,10.305300000000001,0.114500000000000,0,0,1,646.269714691999980,107.000000000000000
-1,Halle,2,51.473390000000002,11.971250000000000,18,0,0.000000000000000,51.482503999999999,11.970545000000000,Europe,1.014600000000000,10.305300000000001,0.098500000000000,1,1,1,646.269714691999980,109.000000000000000
-1,Halle,3,51.475409999999997,11.972830000000000,19,3,0.158000000000000,51.482503999999999,11.970545000000000,Europe,0.804500000000000,10.305300000000001,0.078100000000000,2,2,1,646.269714691999980,94.000000000000000
-1,Halle,4,51.477449999999997,11.971259999999999,21,7,0.333000000000000,51.482503999999999,11.970545000000000,Europe,0.564200000000000,10.305300000000001,0.054700000000000,3,3,1,646.269714691999980,87.000000000000000
-1,Halle,5,51.479599999999998,11.969720000000001,19,2,0.105000000000000,51.482503999999999,11.970545000000000,Europe,0.327900000000000,10.305300000000001,0.031800000000000,4,4,1,646.269714691999980,84.000000000000000
-1,Halle,6,51.480780000000003,11.973210000000000,20,4,0.200000000000000,51.482503999999999,11.970545000000000,Europe,0.266100000000000,10.305300000000001,0.025800000000000,5,5,1,646.269714691999980,97.000000000000000
-1,Halle,7,51.482709999999997,11.975619999999999,18,5,0.278000000000000,51.482503999999999,11.970545000000000,Europe,0.352200000000000,10.305300000000001,0.034200000000000,6,6,1,646.269714691999980,106.000000000000000
-1,Halle,8,51.483840000000001,11.979089999999999,18,1,0.056000000000000,51.482503999999999,11.970545000000000,Europe,0.610100000000000,10.305300000000001,0.059200000000000,7,7,1,646.269714691999980,118.000000000000000
-1,Halle,9,51.487740000000002,11.978660000000000,19,1,0.053000000000000,51.482503999999999,11.970545000000000,Europe,0.809100000000000,10.305300000000001,0.078500000000000,8,8,1,646.269714691999980,112.000000000000000
-1,Halle,10,51.490229999999997,11.980280000000000,19,0,0.000000000000000,51.482503999999999,11.970545000000000,Europe,1.092000000000000,10.305300000000001,0.106000000000000,9,9,1,646.269714691999980,110.000000000000000
-1,Halle,11,51.492040000000003,11.982379999999999,21,3,0.143000000000000,51.482503999999999,11.970545000000000,Europe,1.340100000000000,10.305300000000001,0.130000000000000,10,10,1,646.269714691999980,116.000000000000000
-1,Halle,12,51.495010000000001,11.981940000000000,20,6,0.300000000000000,51.482503999999999,11.970545000000000,Europe,1.598800000000000,10.305300000000001,0.155100000000000,11,11,1,646.269714691999980,121.000000000000000
-1,Halle,13,51.497160000000001,11.981579999999999,18,4,0.222000000000000,51.482503999999999,11.970545000000000,Europe,1.799900000000000,10.305300000000001,0.174700000000000,12,12,1,646.269714691999980,118.000000000000000
