OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,almada_204033_DEM_pcs_OID,almada_204033_DEM_pcs_FID_,almada_204033_DEM_pcs_COUNT,almada_204033_DEM_pcs_AREA,almada_204033_DEM_pcs_MEAN
-1,Almada,1,38.677830000000000,-9.157870000000001,17,16,0.941000000000000,38.680289999999999,-9.158490000000000,Europe,0.278800000000000,16.758600000000001,0.016600000000000,0,0,1,754.940085469999985,51.000000000000000
-1,Almada,2,38.677570000000003,-9.156150000000000,19,18,0.947000000000000,38.680289999999999,-9.158490000000000,Europe,0.364300000000000,16.758600000000001,0.021700000000000,1,1,1,754.940085469999985,40.000000000000000
-1,Almada,3,38.674320000000002,-9.165990000000001,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,0.929800000000000,16.758600000000001,0.055500000000000,2,2,1,754.940085469999985,58.000000000000000
-1,Almada,4,38.679099999999998,-9.154510000000000,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,0.370000000000000,16.758600000000001,0.022100000000000,3,3,1,754.940085469999985,45.000000000000000
-1,Almada,5,38.663130000000002,-9.165789999999999,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,2.010600000000000,16.758600000000001,0.120000000000000,4,4,1,754.940085469999985,16.000000000000000
-1,Almada,6,38.677349999999997,-9.170529999999999,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,1.095100000000000,16.758600000000001,0.065300000000000,5,5,1,754.940085469999985,105.000000000000000
-1,Almada,7,38.671900000000001,-9.169380000000000,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,1.328200000000000,16.758600000000001,0.079300000000000,6,6,1,754.940085469999985,71.000000000000000
-1,Almada,8,38.671700000000001,-9.165550000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,1.134900000000000,16.758600000000001,0.067700000000000,7,7,1,754.940085469999985,41.000000000000000
-1,Almada,9,38.673330000000000,-9.160250000000000,17,16,0.941000000000000,38.680289999999999,-9.158490000000000,Europe,0.788900000000000,16.758600000000001,0.047100000000000,8,8,1,754.940085469999985,33.000000000000000
-1,Almada,10,38.665109999999999,-9.164520000000000,18,17,0.944000000000000,38.680289999999999,-9.158490000000000,Europe,1.767200000000000,16.758600000000001,0.105500000000000,9,9,1,754.940085469999985,8.000000000000000
-1,Almada,11,38.664130000000000,-9.168530000000001,20,18,0.900000000000000,38.680289999999999,-9.158490000000000,Europe,1.997100000000000,16.758600000000001,0.119200000000000,10,10,1,754.940085469999985,16.000000000000000
-1,Almada,12,38.661099999999998,-9.167149999999999,19,18,0.947000000000000,38.680289999999999,-9.158490000000000,Europe,2.262400000000000,16.758600000000001,0.135000000000000,11,11,1,754.940085469999985,30.000000000000000
-1,Almada,13,38.657240000000002,-9.163910000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,2.605900000000000,16.758600000000001,0.155500000000000,12,12,1,754.940085469999985,48.000000000000000
-1,Almada,14,38.657409999999999,-9.158950000000001,19,16,0.842000000000000,38.680289999999999,-9.158490000000000,Europe,2.544500000000000,16.758600000000001,0.151800000000000,13,13,1,754.940085469999985,43.000000000000000
-1,Almada,15,38.655169999999998,-9.159710000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,2.795200000000000,16.758600000000001,0.166800000000000,14,14,1,754.940085469999985,54.000000000000000
-1,Almada,16,38.654919999999997,-9.152080000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,2.875400000000000,16.758600000000001,0.171600000000000,15,15,1,754.940085469999985,47.000000000000000
-1,Almada,17,38.653050000000000,-9.151289999999999,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,3.092800000000000,16.758600000000001,0.184600000000000,16,16,1,754.940085469999985,49.000000000000000
-1,Almada,18,38.647069999999999,-9.155160000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,3.705200000000000,16.758600000000001,0.221100000000000,17,17,1,754.940085469999985,40.000000000000000
-1,Almada,19,38.647810000000000,-9.159360000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,3.612400000000000,16.758600000000001,0.215600000000000,18,18,1,754.940085469999985,39.000000000000000
-1,Almada,20,38.652760000000001,-9.166679999999999,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,3.142700000000000,16.758600000000001,0.187500000000000,19,19,1,754.940085469999985,60.000000000000000
-1,Almada,21,38.656979999999997,-9.171860000000001,20,17,0.850000000000000,38.680289999999999,-9.158490000000000,Europe,2.840000000000000,16.758600000000001,0.169500000000000,20,20,1,754.940085469999985,70.000000000000000
-1,Almada,22,38.641700000000000,-9.153930000000001,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,4.309200000000000,16.758600000000001,0.257100000000000,21,21,1,754.940085469999985,14.000000000000000
-1,Almada,23,38.640479999999997,-9.151880000000000,19,15,0.789000000000000,38.680289999999999,-9.158490000000000,Europe,4.463700000000000,16.758600000000001,0.266400000000000,22,22,1,754.940085469999985,13.000000000000000
