OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,cleveland_019031_DEM_pcs_OID,cleveland_019031_DEM_pcs_FID_,cleveland_019031_DEM_pcs_COUNT,cleveland_019031_DEM_pcs_AREA,cleveland_019031_DEM_pcs_MEAN
-1,Cleveland,1,41.507300000000001,-81.695350000000005,15,2,0.133000000000000,41.499321000000002,-81.694359000000006,North America,0.891100000000000,45.064000000000000,0.019800000000000,0,0,1,723.583486860999983,179.000000000000000
-1,Cleveland,2,41.497380000000000,-81.689260000000004,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,0.476400000000000,45.064000000000000,0.010600000000000,1,1,1,723.583486860999983,206.000000000000000
-1,Cleveland,3,41.499060000000000,-81.680920000000000,15,2,0.133000000000000,41.499321000000002,-81.694359000000006,North America,1.119600000000000,45.064000000000000,0.024800000000000,2,2,1,723.583486860999983,209.000000000000000
-1,Cleveland,4,41.505820000000000,-81.677189999999996,15,3,0.200000000000000,41.499321000000002,-81.694359000000006,North America,1.602000000000000,45.064000000000000,0.035500000000000,3,3,1,723.583486860999983,197.000000000000000
-1,Cleveland,5,41.501420000000003,-81.667019999999994,14,0,0.000000000000000,41.499321000000002,-81.694359000000006,North America,2.288700000000000,45.064000000000000,0.050800000000000,4,4,1,723.583486860999983,205.000000000000000
-1,Cleveland,6,41.501579999999997,-81.654979999999995,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,3.289100000000000,45.064000000000000,0.073000000000000,5,5,1,723.583486860999983,203.000000000000000
-1,Cleveland,7,41.501469999999998,-81.645709999999994,14,3,0.214000000000000,41.499321000000002,-81.694359000000006,North America,4.058500000000000,45.064000000000000,0.090100000000000,6,6,1,723.583486860999983,207.000000000000000
-1,Cleveland,8,41.501210000000000,-81.635000000000005,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,4.947900000000000,45.064000000000000,0.109800000000000,7,7,1,723.583486860999983,202.000000000000000
-1,Cleveland,9,41.500979999999998,-81.614080000000001,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,6.688200000000000,45.064000000000000,0.148400000000000,8,8,1,723.583486860999983,214.000000000000000
-1,Cleveland,10,41.499270000000003,-81.603690000000000,15,1,0.067000000000000,41.499321000000002,-81.694359000000006,North America,7.551000000000000,45.064000000000000,0.167600000000000,9,9,1,723.583486860999983,229.000000000000000
-1,Cleveland,11,41.500650000000000,-81.591759999999994,15,3,0.200000000000000,41.499321000000002,-81.694359000000006,North America,8.545700000000000,45.064000000000000,0.189600000000000,10,10,1,723.583486860999983,261.000000000000000
-1,Cleveland,12,41.500309999999999,-81.577960000000004,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,9.694400000000000,45.064000000000000,0.215100000000000,11,11,1,723.583486860999983,277.000000000000000
-1,Cleveland,13,41.500760000000000,-81.564160000000001,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,10.844200000000001,45.064000000000000,0.240600000000000,12,12,1,723.583486860999983,287.000000000000000
-1,Cleveland,14,41.500940000000000,-81.549250000000001,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,12.086000000000000,45.064000000000000,0.268200000000000,13,13,1,723.583486860999983,308.000000000000000
-1,Cleveland,15,41.500929999999997,-81.531369999999995,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,13.574900000000000,45.064000000000000,0.301200000000000,14,14,1,723.583486860999983,316.000000000000000
-1,Cleveland,16,41.501100000000001,-81.516850000000005,15,6,0.400000000000000,41.499321000000002,-81.694359000000006,North America,14.784200000000000,45.064000000000000,0.328100000000000,15,15,1,723.583486860999983,324.000000000000000
-1,Cleveland,17,41.500340000000001,-81.495000000000005,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,16.603100000000001,45.064000000000000,0.368400000000000,16,16,1,723.583486860999983,324.000000000000000
-1,Cleveland,18,41.499070000000003,-81.476510000000005,15,6,0.400000000000000,41.499321000000002,-81.694359000000006,North America,18.142700000000001,45.064000000000000,0.402600000000000,17,17,1,723.583486860999983,336.000000000000000
-1,Cleveland,19,41.500920000000001,-81.460250000000002,15,3,0.200000000000000,41.499321000000002,-81.694359000000006,North America,19.497399999999999,45.064000000000000,0.432700000000000,18,18,1,723.583486860999983,334.000000000000000
-1,Cleveland,20,41.501950000000001,-81.443849999999998,14,3,0.214000000000000,41.499321000000002,-81.694359000000006,North America,20.864200000000000,45.064000000000000,0.463000000000000,19,19,1,723.583486860999983,351.000000000000000
-1,Cleveland,21,41.500860000000003,-81.430059999999997,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,22.011500000000002,45.064000000000000,0.488400000000000,20,20,1,723.583486860999983,337.000000000000000
-1,Cleveland,22,41.500650000000000,-81.413629999999998,13,5,0.385000000000000,41.499321000000002,-81.694359000000006,North America,23.379600000000000,45.064000000000000,0.518800000000000,21,21,1,723.583486860999983,304.000000000000000
-1,Cleveland,23,41.489899999999999,-81.401359999999997,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,24.425500000000000,45.064000000000000,0.542000000000000,22,22,1,723.583486860999983,234.000000000000000
-1,Cleveland,24,41.490639999999999,-81.386269999999996,15,6,0.400000000000000,41.499321000000002,-81.694359000000006,North America,25.677800000000001,45.064000000000000,0.569800000000000,23,23,1,723.583486860999983,295.000000000000000
-1,Cleveland,25,41.490420000000000,-81.371089999999995,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,26.942200000000000,45.064000000000000,0.597900000000000,24,24,1,723.583486860999983,311.000000000000000
-1,Cleveland,26,41.490169999999999,-81.357100000000003,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,28.107600000000001,45.064000000000000,0.623700000000000,25,25,1,723.583486860999983,331.000000000000000
-1,Cleveland,27,41.490839999999999,-81.343429999999998,15,6,0.400000000000000,41.499321000000002,-81.694359000000006,North America,29.242799999999999,45.064000000000000,0.648900000000000,26,26,1,723.583486860999983,328.000000000000000
-1,Cleveland,28,41.490729999999999,-81.325609999999998,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,30.726600000000001,45.064000000000000,0.681800000000000,27,27,1,723.583486860999983,336.000000000000000
-1,Cleveland,29,41.490409999999997,-81.313270000000003,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,31.755099999999999,45.064000000000000,0.704700000000000,28,28,1,723.583486860999983,354.000000000000000
-1,Cleveland,30,41.488520000000001,-81.300060000000002,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,32.862299999999998,45.064000000000000,0.729200000000000,29,29,1,723.583486860999983,340.000000000000000
-1,Cleveland,31,41.490180000000002,-81.276709999999994,15,2,0.133000000000000,41.499321000000002,-81.694359000000006,North America,34.799500000000002,45.064000000000000,0.772200000000000,30,30,1,723.583486860999983,368.000000000000000
-1,Cleveland,32,41.490070000000003,-81.265469999999993,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,35.735599999999998,45.064000000000000,0.793000000000000,31,31,1,723.583486860999983,344.000000000000000
-1,Cleveland,33,41.489960000000004,-81.251120000000000,15,5,0.333000000000000,41.499321000000002,-81.694359000000006,North America,36.930700000000002,45.064000000000000,0.819500000000000,32,32,1,723.583486860999983,349.000000000000000
-1,Cleveland,34,41.501390000000001,-81.242750000000001,15,4,0.267000000000000,41.499321000000002,-81.694359000000006,North America,37.610500000000002,45.064000000000000,0.834600000000000,33,33,1,723.583486860999983,411.000000000000000
-1,Cleveland,35,41.497439999999997,-81.227509999999995,15,6,0.400000000000000,41.499321000000002,-81.694359000000006,North America,38.880699999999997,45.064000000000000,0.862800000000000,34,34,1,723.583486860999983,370.000000000000000
-1,Cleveland,36,41.493969999999997,-81.213719999999995,15,2,0.133000000000000,41.499321000000002,-81.694359000000006,North America,40.034100000000002,45.064000000000000,0.888400000000000,35,35,1,723.583486860999983,388.000000000000000
-1,Cleveland,37,41.494880000000002,-81.199380000000005,15,3,0.200000000000000,41.499321000000002,-81.694359000000006,North America,41.226599999999998,45.064000000000000,0.914800000000000,36,36,1,723.583486860999983,408.000000000000000
-1,Cleveland,38,41.495880000000000,-81.185379999999995,15,3,0.200000000000000,41.499321000000002,-81.694359000000006,North America,42.390999999999998,45.064000000000000,0.940700000000000,37,37,1,723.583486860999983,393.000000000000000
-1,Cleveland,39,41.498240000000003,-81.172629999999998,14,2,0.143000000000000,41.499321000000002,-81.694359000000006,North America,43.450499999999998,45.064000000000000,0.964200000000000,38,38,1,723.583486860999983,360.000000000000000
-1,Cleveland,40,41.496890000000000,-81.153270000000006,15,9,0.600000000000000,41.499321000000002,-81.694359000000006,North America,45.064000000000000,45.064000000000000,1.000000000000000,39,39,1,723.583486860999983,358.000000000000000
