OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,lanzhou_131035_DEM_pcs_OID,lanzhou_131035_DEM_pcs_FID_,lanzhou_131035_DEM_pcs_COUNT,lanzhou_131035_DEM_pcs_AREA,lanzhou_131035_DEM_pcs_MEAN
-1,Lanzhou,1,35.871259999999999,104.026510000000002,15,10,0.667000000000000,36.057811999999998,103.825896000000000,Asia,27.500599999999999,34.845199999999998,0.789200000000000,0,0,1,787.591365708000012,2199.000000000000000
-1,Lanzhou,2,35.830719999999999,104.081249999999997,15,11,0.733000000000000,36.057811999999998,103.825896000000000,Asia,34.147599999999997,34.845199999999998,0.980000000000000,1,1,1,787.591365708000012,2068.000000000000000
-1,Lanzhou,3,35.832140000000003,104.082890000000006,15,8,0.533000000000000,36.057811999999998,103.825896000000000,Asia,34.130800000000001,34.845199999999998,0.979500000000000,2,2,1,787.591365708000012,2066.000000000000000
-1,Lanzhou,4,35.913170000000001,104.169449999999998,15,8,0.533000000000000,36.057811999999998,103.825896000000000,Asia,34.845199999999998,34.845199999999998,1.000000000000000,3,3,1,787.591365708000012,1784.000000000000000
-1,Lanzhou,5,35.915219999999998,104.170500000000004,15,8,0.533000000000000,36.057811999999998,103.825896000000000,Asia,34.824300000000001,34.845199999999998,0.999400000000000,4,4,1,787.591365708000012,1780.000000000000000
-1,Lanzhou,6,35.916100000000000,104.171009999999995,15,4,0.267000000000000,36.057811999999998,103.825896000000000,Asia,34.820599999999999,34.845199999999998,0.999300000000000,5,5,1,787.591365708000012,1779.000000000000000
-1,Lanzhou,7,35.917610000000003,104.171379999999999,15,7,0.467000000000000,36.057811999999998,103.825896000000000,Asia,34.774400000000000,34.845199999999998,0.998000000000000,6,6,1,787.591365708000012,1775.000000000000000
-1,Lanzhou,8,35.918619999999997,104.171539999999993,15,13,0.867000000000000,36.057811999999998,103.825896000000000,Asia,34.736899999999999,34.845199999999998,0.996900000000000,7,7,1,787.591365708000012,1775.000000000000000
-1,Lanzhou,9,35.919629999999998,104.172039999999996,15,7,0.467000000000000,36.057811999999998,103.825896000000000,Asia,34.727200000000003,34.845199999999998,0.996600000000000,8,8,1,787.591365708000012,1775.000000000000000
-1,Lanzhou,10,35.920490000000001,104.171890000000005,15,9,0.600000000000000,36.057811999999998,103.825896000000000,Asia,34.672699999999999,34.845199999999998,0.995000000000000,9,9,1,787.591365708000012,1772.000000000000000
-1,Lanzhou,11,35.921129999999998,104.172300000000007,15,15,1.000000000000000,36.057811999999998,103.825896000000000,Asia,34.674500000000002,34.845199999999998,0.995100000000000,10,10,1,787.591365708000012,1772.000000000000000
-1,Lanzhou,12,35.923060000000000,104.172600000000003,15,9,0.600000000000000,36.057811999999998,103.825896000000000,Asia,34.604900000000001,34.845199999999998,0.993100000000000,11,11,1,787.591365708000012,1769.000000000000000
-1,Lanzhou,13,35.924529999999997,104.172929999999994,15,14,0.933000000000000,36.057811999999998,103.825896000000000,Asia,34.561000000000000,34.845199999999998,0.991800000000000,12,12,1,787.591365708000012,1769.000000000000000
-1,Lanzhou,14,35.926340000000003,104.172880000000006,15,10,0.667000000000000,36.057811999999998,103.825896000000000,Asia,34.470799999999997,34.845199999999998,0.989300000000000,13,13,1,787.591365708000012,1767.000000000000000
-1,Lanzhou,15,35.927660000000003,104.173190000000005,15,10,0.667000000000000,36.057811999999998,103.825896000000000,Asia,34.433900000000001,34.845199999999998,0.988200000000000,14,14,1,787.591365708000012,1766.000000000000000
-1,Lanzhou,16,35.929710000000000,104.173659999999998,15,9,0.600000000000000,36.057811999999998,103.825896000000000,Asia,34.376800000000003,34.845199999999998,0.986600000000000,15,15,1,787.591365708000012,1768.000000000000000
-1,Lanzhou,17,35.991570000000003,103.955609999999993,15,0,0.000000000000000,36.057811999999998,103.825896000000000,Asia,13.796099999999999,34.845199999999998,0.395900000000000,16,16,1,787.591365708000012,1778.000000000000000
-1,Lanzhou,18,35.992379999999997,103.955820000000003,15,9,0.600000000000000,36.057811999999998,103.825896000000000,Asia,13.764200000000001,34.845199999999998,0.395000000000000,17,17,1,787.591365708000012,1776.000000000000000
-1,Lanzhou,19,35.993049999999997,103.956850000000003,15,6,0.400000000000000,36.057811999999998,103.825896000000000,Asia,13.803900000000001,34.845199999999998,0.396100000000000,18,18,1,787.591365708000012,1773.000000000000000
-1,Lanzhou,23,36.002130000000001,103.960229999999996,15,8,0.533000000000000,36.057811999999998,103.825896000000000,Asia,13.574199999999999,34.845199999999998,0.389600000000000,19,22,1,787.591365708000012,1740.000000000000000
-1,Lanzhou,24,36.004460000000002,103.961190000000002,15,8,0.533000000000000,36.057811999999998,103.825896000000000,Asia,13.535399999999999,34.845199999999998,0.388400000000000,20,23,1,787.591365708000012,1732.000000000000000
-1,Lanzhou,25,36.006779999999999,103.962490000000003,15,5,0.333000000000000,36.057811999999998,103.825896000000000,Asia,13.530200000000001,34.845199999999998,0.388300000000000,21,24,1,787.591365708000012,1722.000000000000000
-1,Lanzhou,26,36.006889999999999,103.965590000000006,15,7,0.467000000000000,36.057811999999998,103.825896000000000,Asia,13.778700000000001,34.845199999999998,0.395400000000000,22,25,1,787.591365708000012,1722.000000000000000
-1,Lanzhou,27,36.008360000000003,103.966329999999999,15,8,0.533000000000000,36.057811999999998,103.825896000000000,Asia,13.773199999999999,34.845199999999998,0.395300000000000,23,26,1,787.591365708000012,1716.000000000000000
-1,Lanzhou,28,36.009659999999997,103.963970000000003,15,4,0.267000000000000,36.057811999999998,103.825896000000000,Asia,13.520899999999999,34.845199999999998,0.388000000000000,24,27,1,787.591365708000012,1714.000000000000000
-1,Lanzhou,29,36.051969999999997,103.855959999999996,15,9,0.600000000000000,36.057811999999998,103.825896000000000,Asia,2.779600000000000,34.845199999999998,0.079800000000000,25,28,1,787.591365708000012,1521.000000000000000
-1,Lanzhou,30,36.054969999999997,103.855630000000005,15,14,0.933000000000000,36.057811999999998,103.825896000000000,Asia,2.691500000000000,34.845199999999998,0.077200000000000,26,29,1,787.591365708000012,1519.000000000000000
-1,Lanzhou,31,36.058199999999999,103.857590000000002,15,15,1.000000000000000,36.057811999999998,103.825896000000000,Asia,2.849400000000000,34.845199999999998,0.081800000000000,27,30,1,787.591365708000012,1520.000000000000000
-1,Lanzhou,32,36.061149999999998,103.857969999999995,15,11,0.733000000000000,36.057811999999998,103.825896000000000,Asia,2.906900000000000,34.845199999999998,0.083400000000000,28,31,1,787.591365708000012,1520.000000000000000
-1,Lanzhou,33,36.059669999999997,103.855940000000004,15,10,0.667000000000000,36.057811999999998,103.825896000000000,Asia,2.708600000000000,34.845199999999998,0.077700000000000,29,32,1,787.591365708000012,1513.000000000000000
-1,Lanzhou,34,36.060380000000002,103.851479999999995,15,9,0.600000000000000,36.057811999999998,103.825896000000000,Asia,2.317400000000000,34.845199999999998,0.066500000000000,30,33,1,787.591365708000012,1516.000000000000000
-1,Lanzhou,35,36.062089999999998,103.847960000000000,15,6,0.400000000000000,36.057811999999998,103.825896000000000,Asia,2.039600000000000,34.845199999999998,0.058500000000000,31,34,1,787.591365708000012,1516.000000000000000
-1,Lanzhou,36,36.063389999999998,103.848969999999994,15,15,1.000000000000000,36.057811999999998,103.825896000000000,Asia,2.164900000000000,34.845199999999998,0.062100000000000,32,35,1,787.591365708000012,1519.000000000000000
-1,Lanzhou,37,36.065100000000001,103.850269999999995,15,11,0.733000000000000,36.057811999999998,103.825896000000000,Asia,2.336000000000000,34.845199999999998,0.067000000000000,33,36,1,787.591365708000012,1515.000000000000000
