OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,sacramento_044033_20170105_NDVI_pcs_OID,sacramento_044033_20170105_NDVI_pcs_FID_,sacramento_044033_20170105_NDVI_pcs_COUNT,sacramento_044033_20170105_NDVI_pcs_AREA,sacramento_044033_20170105_NDVI_pcs_MEAN
-1,Sacramento,1,38.547069999999998,-121.471109999999996,21,6,0.286000000000000,38.581572000000001,-121.494399999999999,North America,4.338100000000000,14.358900000000000,0.302100000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.339440528969000
-1,Sacramento,2,38.554380000000002,-121.471119999999999,21,6,0.286000000000000,38.581572000000001,-121.494399999999999,North America,3.638500000000000,14.358900000000000,0.253400000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.276353372985000
-1,Sacramento,3,38.555990000000001,-121.468029999999999,20,4,0.200000000000000,38.581572000000001,-121.494399999999999,North America,3.653400000000000,14.358900000000000,0.254400000000000,100.000000000000000,2,2,2,36,32400.000000000000000,0.375628810635000
-1,Sacramento,4,38.558669999999999,-121.477059999999994,15,7,0.467000000000000,38.581572000000001,-121.494399999999999,North America,2.959300000000000,14.358900000000000,0.206100000000000,100.000000000000000,3,3,3,37,33300.000000000000000,0.209708275072000
-1,Sacramento,5,38.561190000000003,-121.477059999999994,20,4,0.200000000000000,38.581572000000001,-121.494399999999999,North America,2.721900000000000,14.358900000000000,0.189600000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.284665283135000
-1,Sacramento,6,38.564999999999998,-121.483649999999997,25,7,0.280000000000000,38.581572000000001,-121.494399999999999,North America,2.066200000000000,14.358900000000000,0.143900000000000,100.000000000000000,5,5,5,34,30600.000000000000000,0.254517984631000
-1,Sacramento,7,38.571190000000001,-121.485349999999997,26,5,0.192000000000000,38.581572000000001,-121.494399999999999,North America,1.397000000000000,14.358900000000000,0.097300000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.284203157414000
-1,Sacramento,8,38.571530000000003,-121.488889999999998,20,3,0.150000000000000,38.581572000000001,-121.494399999999999,North America,1.215000000000000,14.358900000000000,0.084600000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.436188238114000
-1,Sacramento,9,38.574840000000002,-121.488240000000005,23,1,0.043000000000000,38.581572000000001,-121.494399999999999,North America,0.920400000000000,14.358900000000000,0.064100000000000,100.000000000000000,8,8,8,36,32400.000000000000000,0.440470942497000
-1,Sacramento,10,38.576369999999997,-121.494609999999994,18,0,0.000000000000000,38.581572000000001,-121.494399999999999,North America,0.578700000000000,14.358900000000000,0.040300000000000,100.000000000000000,9,9,9,34,30600.000000000000000,0.539217147757000
