OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,bern_195027_20100221_NDVI_pcs_OID,bern_195027_20100221_NDVI_pcs_FID_,bern_195027_20100221_NDVI_pcs_COUNT,bern_195027_20100221_NDVI_pcs_AREA,bern_195027_20100221_NDVI_pcs_MEAN
-1,Bern,1,46.938279999999999,7.332940000000000,20,6,0.300000000000000,46.947975000000000,7.447447000000000,Europe,8.759399999999999,8.759399999999999,1.000000000000000,100.000000000000000,0,0,0,36,32400.000000000000000,0.203999402257000
-1,Bern,2,46.939410000000002,7.337590000000000,20,9,0.450000000000000,46.947975000000000,7.447447000000000,Europe,8.394000000000000,8.759399999999999,0.958300000000000,100.000000000000000,1,1,1,34,30600.000000000000000,0.002199629842140
-1,Bern,3,46.938470000000002,7.339280000000000,20,5,0.250000000000000,46.947975000000000,7.447447000000000,Europe,8.279299999999999,8.759399999999999,0.945200000000000,100.000000000000000,2,2,2,34,30600.000000000000000,-0.018307790927200
-1,Bern,4,46.936669999999999,7.341620000000000,19,11,0.579000000000000,46.947975000000000,7.447447000000000,Europe,8.131800000000000,8.759399999999999,0.928400000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.000601676911382
-1,Bern,5,46.936830000000000,7.345500000000000,20,8,0.400000000000000,46.947975000000000,7.447447000000000,Europe,7.838000000000000,8.759399999999999,0.894800000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.056795908400900
-1,Bern,6,46.935389999999998,7.348240000000000,19,11,0.579000000000000,46.947975000000000,7.447447000000000,Europe,7.660400000000000,8.759399999999999,0.874500000000000,100.000000000000000,5,5,5,36,32400.000000000000000,0.021414253188100
-1,Bern,7,46.935600000000001,7.351700000000000,16,12,0.750000000000000,46.947975000000000,7.447447000000000,Europe,7.398000000000000,8.759399999999999,0.844600000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.064147695679500
-1,Bern,8,46.935400000000001,7.354950000000000,20,8,0.400000000000000,46.947975000000000,7.447447000000000,Europe,7.160000000000000,8.759399999999999,0.817400000000000,100.000000000000000,7,7,7,36,32400.000000000000000,0.012740133016600
-1,Bern,9,46.936090000000000,7.358840000000000,17,11,0.647000000000000,46.947975000000000,7.447447000000000,Europe,6.855400000000000,8.759399999999999,0.782600000000000,100.000000000000000,8,8,8,36,32400.000000000000000,0.133299028579000
-1,Bern,10,46.936320000000002,7.362110000000000,15,10,0.667000000000000,46.947975000000000,7.447447000000000,Europe,6.606900000000000,8.759399999999999,0.754300000000000,100.000000000000000,9,9,9,37,33300.000000000000000,0.185238752199000
-1,Bern,11,46.937010000000001,7.365970000000000,19,7,0.368000000000000,46.947975000000000,7.447447000000000,Europe,6.304500000000000,8.759399999999999,0.719700000000000,100.000000000000000,10,10,10,34,30600.000000000000000,0.270238992703000
-1,Bern,12,46.937759999999997,7.371140000000000,20,7,0.350000000000000,46.947975000000000,7.447447000000000,Europe,5.903200000000000,8.759399999999999,0.673900000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.088427634392300
-1,Bern,13,46.937449999999998,7.371750000000000,20,6,0.300000000000000,46.947975000000000,7.447447000000000,Europe,5.864600000000000,8.759399999999999,0.669500000000000,100.000000000000000,12,12,12,11,9900.000000000000000,0.118068142032000
-1,Bern,14,46.937089999999998,7.375930000000000,20,12,0.600000000000000,46.947975000000000,7.447447000000000,Europe,5.562600000000000,8.759399999999999,0.635000000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.293643983746000
-1,Bern,15,46.937390000000001,7.377820000000000,15,6,0.400000000000000,46.947975000000000,7.447447000000000,Europe,5.415300000000000,8.759399999999999,0.618200000000000,100.000000000000000,14,14,14,31,27900.000000000000000,0.164740815232000
-1,Bern,16,46.937559999999998,7.380120000000000,19,6,0.316000000000000,46.947975000000000,7.447447000000000,Europe,5.240800000000000,8.759399999999999,0.598300000000000,100.000000000000000,15,15,15,32,28800.000000000000000,0.118314062653000
-1,Bern,17,46.939059999999998,7.383860000000000,12,7,0.583000000000000,46.947975000000000,7.447447000000000,Europe,4.927900000000000,8.759399999999999,0.562600000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.134084209161000
-1,Bern,18,46.939630000000001,7.387960000000000,20,7,0.350000000000000,46.947975000000000,7.447447000000000,Europe,4.610300000000000,8.759399999999999,0.526300000000000,100.000000000000000,17,17,17,37,33300.000000000000000,0.103982317640000
-1,Bern,19,46.941859999999998,7.390720000000000,10,5,0.500000000000000,46.947975000000000,7.447447000000000,Europe,4.359700000000000,8.759399999999999,0.497700000000000,100.000000000000000,18,18,18,37,33300.000000000000000,0.131700373884000
-1,Bern,20,46.941459999999999,7.393100000000000,20,16,0.800000000000000,46.947975000000000,7.447447000000000,Europe,4.188800000000000,8.759399999999999,0.478200000000000,100.000000000000000,19,19,19,34,30600.000000000000000,0.115552315434000
-1,Bern,21,46.941899999999997,7.394790000000000,20,9,0.450000000000000,46.947975000000000,7.447447000000000,Europe,4.054000000000000,8.759399999999999,0.462800000000000,100.000000000000000,20,20,20,28,25200.000000000000000,0.195069523262000
-1,Bern,22,46.942200000000000,7.397680000000000,11,7,0.636000000000000,46.947975000000000,7.447447000000000,Europe,3.832100000000000,8.759399999999999,0.437500000000000,100.000000000000000,21,21,21,34,30600.000000000000000,0.170856867424000
-1,Bern,23,46.942129999999999,7.400110000000000,17,9,0.529000000000000,46.947975000000000,7.447447000000000,Europe,3.651800000000000,8.759399999999999,0.416900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.156393099896000
