OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,raleigh_016035_20180104_NDVI_pcs_OID,raleigh_016035_20180104_NDVI_pcs_FID_,raleigh_016035_20180104_NDVI_pcs_COUNT,raleigh_016035_20180104_NDVI_pcs_AREA,raleigh_016035_20180104_NDVI_pcs_MEAN
-1,Raleigh,1,36.037790000000001,-78.698549999999997,16,8,0.500000000000000,35.774994000000000,-78.640092999999993,North America,29.692100000000000,29.692100000000000,1.000000000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.532269740743000
-1,Raleigh,2,36.012259999999998,-78.689189999999996,16,3,0.188000000000000,35.774994000000000,-78.640092999999993,North America,26.750900000000001,29.692100000000000,0.900900000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.497245540222000
-1,Raleigh,3,36.004089999999998,-78.686639999999997,16,7,0.438000000000000,35.774994000000000,-78.640092999999993,North America,25.817100000000000,29.692100000000000,0.869500000000000,100.000000000000000,2,2,2,36,32400.000000000000000,0.391789901588000
-1,Raleigh,4,35.991940000000000,-78.684690000000003,16,7,0.438000000000000,35.774994000000000,-78.640092999999993,North America,24.455600000000000,29.692100000000000,0.823600000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.471040841086000
-1,Raleigh,5,35.977440000000001,-78.686310000000006,16,10,0.625000000000000,35.774994000000000,-78.640092999999993,North America,22.892900000000001,29.692100000000000,0.771000000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.539468015943000
-1,Raleigh,6,35.966119999999997,-78.688059999999993,16,0,0.000000000000000,35.774994000000000,-78.640092999999993,North America,21.687300000000000,29.692100000000000,0.730400000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.356961331197000
-1,Raleigh,7,35.949060000000003,-78.686830000000000,15,5,0.333000000000000,35.774994000000000,-78.640092999999993,North America,19.808199999999999,29.692100000000000,0.667100000000000,100.000000000000000,6,6,6,34,30600.000000000000000,0.410900572644000
-1,Raleigh,8,35.942860000000003,-78.685779999999994,16,5,0.312000000000000,35.774994000000000,-78.640092999999993,North America,19.114500000000000,29.692100000000000,0.643800000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.385073218814000
-1,Raleigh,9,35.931680000000000,-78.684920000000005,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,17.885000000000002,29.692100000000000,0.602300000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.430457947084000
-1,Raleigh,10,35.913240000000002,-78.683470000000000,16,8,0.500000000000000,35.774994000000000,-78.640092999999993,North America,15.861700000000001,29.692100000000000,0.534200000000000,100.000000000000000,9,9,9,36,32400.000000000000000,0.323261485746000
-1,Raleigh,11,35.939549999999997,-78.693910000000002,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,18.929700000000000,29.692100000000000,0.637500000000000,100.000000000000000,10,10,10,34,30600.000000000000000,0.336798358051000
