OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,tokyo_107035_20180102_NDVI_pcs_OID,tokyo_107035_20180102_NDVI_pcs_FID_,tokyo_107035_20180102_NDVI_pcs_COUNT,tokyo_107035_20180102_NDVI_pcs_AREA,tokyo_107035_20180102_NDVI_pcs_MEAN
-1,Tokyo,1,36.080277799999998,140.118333299999989,20,6,0.300000000000000,35.689487000000000,139.691710999999998,Japan,Asia,58.012300000000003,65.991500000000002,0.879100000000000,100.000000000000000,0,0,0,36,32400.000000000000000,0.341375884703000
-1,Tokyo,2,36.079722199999999,140.126944400000014,20,1,0.050000000000000,35.689487000000000,139.691710999999998,Japan,Asia,58.483400000000003,65.991500000000002,0.886200000000000,100.000000000000000,1,1,1,35,31500.000000000000000,0.262852931023000
-1,Tokyo,3,36.077777800000000,140.135277800000011,19,2,0.105000000000000,35.689487000000000,139.691710999999998,Japan,Asia,58.830800000000004,65.991500000000002,0.891500000000000,100.000000000000000,2,2,2,32,28800.000000000000000,0.397674917709000
-1,Tokyo,4,36.067777800000002,140.138611099999991,17,9,0.529000000000000,35.689487000000000,139.691710999999998,Japan,Asia,58.228700000000003,65.991500000000002,0.882400000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.563693376950000
-1,Tokyo,5,35.669166699999998,139.719444399999986,16,7,0.438000000000000,35.689487000000000,139.691710999999998,Japan,Asia,3.373500000000000,65.991500000000002,0.051100000000000,100.000000000000000,4,4,4,32,28800.000000000000000,0.239650365547000
-1,Tokyo,6,35.658611100000002,139.687777799999992,18,2,0.111000000000000,35.689487000000000,139.691710999999998,Japan,Asia,3.451600000000000,65.991500000000002,0.052300000000000,100.000000000000000,5,5,5,32,28800.000000000000000,0.378466807306000
-1,Tokyo,7,35.950555600000001,139.995277799999997,18,8,0.444000000000000,35.689487000000000,139.691710999999998,Japan,Asia,39.898099999999999,65.991500000000002,0.604600000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.174125137819000
-1,Tokyo,8,35.952222200000001,140.001388899999995,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Japan,Asia,40.411700000000003,65.991500000000002,0.612400000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.389920998045000
-1,Tokyo,9,35.991944400000001,140.037499999999994,18,2,0.111000000000000,35.689487000000000,139.691710999999998,Japan,Asia,45.854300000000002,65.991500000000002,0.694900000000000,100.000000000000000,8,8,8,36,32400.000000000000000,0.244592679044000
-1,Tokyo,10,35.988611100000000,140.028611100000006,18,12,0.667000000000000,35.689487000000000,139.691710999999998,Japan,Asia,45.039499999999997,65.991500000000002,0.682500000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.191769876650000
-1,Tokyo,11,36.026666700000000,140.058333299999987,16,16,1.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,49.973399999999998,65.991500000000002,0.757300000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.308261373313000
-1,Tokyo,12,36.032777799999998,140.053333299999991,18,8,0.444000000000000,35.689487000000000,139.691710999999998,Japan,Asia,50.190600000000003,65.991500000000002,0.760600000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.283803423039000
-1,Tokyo,13,36.061738900000002,140.170269399999995,18,3,0.167000000000000,35.689487000000000,139.691710999999998,Japan,Asia,59.770400000000002,65.991500000000002,0.905700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.361403973613000
-1,Tokyo,14,35.670833299999998,139.691944400000011,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Japan,Asia,2.074300000000000,65.991500000000002,0.031400000000000,100.000000000000000,13,13,13,32,28800.000000000000000,0.588221190497000
-1,Tokyo,15,35.669444400000003,139.697222199999999,20,0,0.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,2.283600000000000,65.991500000000002,0.034600000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.497436755044000
-1,Tokyo,16,36.115277800000001,140.106944400000003,18,8,0.444000000000000,35.689487000000000,139.691710999999998,Japan,Asia,60.335400000000000,65.991500000000002,0.914300000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.298711663910000
-1,Tokyo,17,36.136111100000001,140.121666699999992,17,4,0.235000000000000,35.689487000000000,139.691710999999998,Japan,Asia,62.973300000000002,65.991500000000002,0.954300000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.588464013301000
-1,Tokyo,18,36.137222199999997,140.106388900000013,17,3,0.176000000000000,35.689487000000000,139.691710999999998,Japan,Asia,62.235399999999998,65.991500000000002,0.943100000000000,100.000000000000000,17,17,17,34,30600.000000000000000,0.223129552515000
-1,Tokyo,19,36.161102000000000,140.082182999999986,17,6,0.353000000000000,35.689487000000000,139.691710999999998,Japan,Asia,63.136800000000001,65.991500000000002,0.956700000000000,100.000000000000000,18,18,18,37,33300.000000000000000,0.295882200067000
-1,Tokyo,20,35.674999999999997,139.756666700000011,17,1,0.059000000000000,35.689487000000000,139.691710999999998,Japan,Asia,6.083900000000000,65.991500000000002,0.092200000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.498484160219000
-1,Tokyo,21,35.710555599999999,139.761666700000006,19,1,0.053000000000000,35.689487000000000,139.691710999999998,Japan,Asia,6.737400000000000,65.991500000000002,0.102100000000000,100.000000000000000,20,20,20,36,32400.000000000000000,0.124029076138000
-1,Tokyo,22,35.713611100000001,139.761944400000004,18,4,0.222000000000000,35.689487000000000,139.691710999999998,Japan,Asia,6.885900000000000,65.991500000000002,0.104300000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.252970656779000
-1,Tokyo,23,35.759999999999998,139.814722200000006,20,1,0.050000000000000,35.689487000000000,139.691710999999998,Japan,Asia,13.593500000000001,65.991500000000002,0.206000000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.186754407095000
