OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Quito_gcs_PET_annual_OID,Quito_gcs_PET_annual_FID_,Quito_gcs_PET_annual_COUNT,Quito_gcs_PET_annual_AREA,Quito_gcs_PET_annual_MEAN
-1,Quito,1,0.025940000000000,-78.482010000000002,19,1,0.053000000000000,-0.186867000000000,-78.479535999999996,South America,23.664700000000000,23.664700000000000,1.000000000000000,0,0,1,0.000069444451688,1407.000000000000000
-1,Quito,2,0.024310000000000,-78.482330000000005,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,23.483899999999998,23.664700000000000,0.992400000000000,1,1,1,0.000069444451688,1404.000000000000000
-1,Quito,3,0.022720000000000,-78.479470000000006,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,23.305000000000000,23.664700000000000,0.984800000000000,,,,,
-1,Quito,4,0.017270000000000,-78.478629999999995,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,22.699200000000001,23.664700000000000,0.959200000000000,,,,,
-1,Quito,5,0.008390000000000,-78.470659999999995,10,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,21.734000000000002,23.664700000000000,0.918400000000000,2,4,1,0.000069444451688,1478.000000000000000
-1,Quito,6,-0.001390000000000,-78.457070000000002,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,20.774799999999999,23.664700000000000,0.877900000000000,3,5,1,0.000069444451688,1558.000000000000000
-1,Quito,7,-0.003360000000000,-78.453720000000004,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,20.606000000000002,23.664700000000000,0.870700000000000,,,,,
-1,Quito,8,-0.007220000000000,-78.453059999999994,9,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,20.191600000000001,23.664700000000000,0.853200000000000,,,,,
-1,Quito,9,-0.014020000000000,-78.452860000000001,19,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,19.447299999999998,23.664700000000000,0.821800000000000,4,8,1,0.000069444451688,1569.000000000000000
-1,Quito,10,-0.024440000000000,-78.452070000000006,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,18.317499999999999,23.664700000000000,0.774000000000000,5,9,1,0.000069444451688,1569.000000000000000
-1,Quito,11,-0.033410000000000,-78.453699999999998,20,13,0.650000000000000,-0.186867000000000,-78.479535999999996,South America,17.303799999999999,23.664700000000000,0.731200000000000,6,10,1,0.000069444451688,1571.000000000000000
-1,Quito,12,-0.039720000000000,-78.454780000000000,15,9,0.600000000000000,-0.186867000000000,-78.479535999999996,South America,16.591899999999999,23.664700000000000,0.701100000000000,,,,,
-1,Quito,13,-0.049160000000000,-78.454319999999996,9,1,0.111000000000000,-0.186867000000000,-78.479535999999996,South America,15.566900000000000,23.664700000000000,0.657800000000000,7,12,1,0.000069444451688,1574.000000000000000
-1,Quito,14,-0.054990000000000,-78.453299999999999,8,3,0.375000000000000,-0.186867000000000,-78.479535999999996,South America,14.951400000000000,23.664700000000000,0.631800000000000,8,13,1,0.000069444451688,1573.000000000000000
-1,Quito,15,-0.066610000000000,-78.458330000000004,20,10,0.500000000000000,-0.186867000000000,-78.479535999999996,South America,13.578300000000000,23.664700000000000,0.573800000000000,9,14,1,0.000069444451688,1546.000000000000000
-1,Quito,16,-0.065670000000000,-78.465090000000004,15,6,0.400000000000000,-0.186867000000000,-78.479535999999996,South America,13.571899999999999,23.664700000000000,0.573500000000000,,,,,
-1,Quito,17,-0.069750000000000,-78.470399999999998,20,2,0.100000000000000,-0.186867000000000,-78.479535999999996,South America,13.062400000000000,23.664700000000000,0.552000000000000,10,16,1,0.000069444451688,1524.000000000000000
-1,Quito,18,-0.082690000000000,-78.483310000000003,17,4,0.235000000000000,-0.186867000000000,-78.479535999999996,South America,11.591600000000000,23.664700000000000,0.489800000000000,11,17,1,0.000069444451688,1508.000000000000000
-1,Quito,19,-0.088890000000000,-78.487589999999997,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,10.931300000000000,23.664700000000000,0.461900000000000,12,18,1,0.000069444451688,1485.000000000000000
-1,Quito,20,-0.096630000000000,-78.489490000000004,20,10,0.500000000000000,-0.186867000000000,-78.479535999999996,South America,10.094799999999999,23.664700000000000,0.426600000000000,13,19,1,0.000069444451688,1471.000000000000000
-1,Quito,21,-0.102650000000000,-78.491090000000000,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,9.452199999999999,23.664700000000000,0.399400000000000,14,20,1,0.000069444451688,1446.000000000000000
-1,Quito,22,-0.110580000000000,-78.493979999999993,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,8.633400000000000,23.664700000000000,0.364800000000000,15,21,1,0.000069444451688,1416.000000000000000
-1,Quito,23,-0.115810000000000,-78.492000000000004,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,8.021800000000001,23.664700000000000,0.339000000000000,,,,,
-1,Quito,24,-0.123920000000000,-78.491590000000002,20,2,0.100000000000000,-0.186867000000000,-78.479535999999996,South America,7.126600000000000,23.664700000000000,0.301100000000000,16,23,1,0.000069444451688,1399.000000000000000
-1,Quito,25,-0.132660000000000,-78.497990000000001,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,6.367300000000000,23.664700000000000,0.269100000000000,17,24,1,0.000069444451688,1393.000000000000000
-1,Quito,26,-0.145870000000000,-78.490819999999999,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,4.728200000000000,23.664700000000000,0.199800000000000,18,25,1,0.000069444451688,1404.000000000000000
-1,Quito,27,-0.146860000000000,-78.484600000000000,19,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,4.484100000000000,23.664700000000000,0.189500000000000,,,,,
-1,Quito,28,-0.157280000000000,-78.484719999999996,20,7,0.350000000000000,-0.186867000000000,-78.479535999999996,South America,3.340000000000000,23.664700000000000,0.141100000000000,19,27,1,0.000069444451688,1409.000000000000000
-1,Quito,29,-0.161080000000000,-78.479960000000005,20,3,0.150000000000000,-0.186867000000000,-78.479535999999996,South America,2.867800000000000,23.664700000000000,0.121200000000000,20,28,1,0.000069444451688,1413.000000000000000
-1,Quito,30,-0.166310000000000,-78.480040000000002,20,5,0.250000000000000,-0.186867000000000,-78.479535999999996,South America,2.286500000000000,23.664700000000000,0.096600000000000,,,,,
-1,Quito,31,-0.170610000000000,-78.482150000000004,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,1.830900000000000,23.664700000000000,0.077400000000000,21,30,1,0.000069444451688,1418.000000000000000
-1,Quito,32,-0.177070000000000,-78.481930000000006,20,2,0.100000000000000,-0.186867000000000,-78.479535999999996,South America,1.121400000000000,23.664700000000000,0.047400000000000,22,31,1,0.000069444451688,1417.000000000000000
-1,Quito,33,-0.183230000000000,-78.483580000000003,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,0.604800000000000,23.664700000000000,0.025600000000000,23,32,1,0.000069444451688,1412.000000000000000
-1,Quito,34,-0.188880000000000,-78.486490000000003,18,1,0.056000000000000,-0.186867000000000,-78.479535999999996,South America,0.805000000000000,23.664700000000000,0.034000000000000,24,33,1,0.000069444451688,1418.000000000000000
-1,Quito,35,-0.200600000000000,-78.494569999999996,18,1,0.056000000000000,-0.186867000000000,-78.479535999999996,South America,2.264200000000000,23.664700000000000,0.095700000000000,25,34,1,0.000069444451688,1421.000000000000000
-1,Quito,36,-0.208460000000000,-78.496639999999999,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,3.063000000000000,23.664700000000000,0.129400000000000,26,35,1,0.000069444451688,1418.000000000000000
-1,Quito,37,-0.210380000000000,-78.500389999999996,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,3.494700000000000,23.664700000000000,0.147700000000000,27,36,1,0.000069444451688,1413.000000000000000
-1,Quito,38,-0.213330000000000,-78.501990000000006,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,3.859100000000000,23.664700000000000,0.163100000000000,,,,,
-1,Quito,39,-0.215800000000000,-78.503749999999997,18,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,4.195200000000000,23.664700000000000,0.177300000000000,,,,,
-1,Quito,40,-0.228550000000000,-78.511200000000002,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,5.820600000000000,23.664700000000000,0.246000000000000,28,39,1,0.000069444451688,1429.000000000000000
-1,Quito,41,-0.231350000000000,-78.519840000000002,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,6.674600000000000,23.664700000000000,0.282000000000000,29,40,1,0.000069444451688,1368.000000000000000
