OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,quito_010060_20161019_LST_pcs_OID,quito_010060_20161019_LST_pcs_FID_,quito_010060_20161019_LST_pcs_COUNT,quito_010060_20161019_LST_pcs_AREA,quito_010060_20161019_LST_pcs_MEAN
-1,Quito,1,0.025940000000000,-78.482010000000002,19,1,0.053000000000000,-0.186867000000000,-78.479535999999996,South America,23.664700000000000,23.664700000000000,1.000000000000000,100.000000000000000,0,0,0,33,29700.000000000000000,30.802459958299998
-1,Quito,2,0.024310000000000,-78.482330000000005,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,23.483899999999998,23.664700000000000,0.992400000000000,100.000000000000000,1,1,1,35,31500.000000000000000,36.102687074400002
-1,Quito,3,0.022720000000000,-78.479470000000006,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,23.305000000000000,23.664700000000000,0.984800000000000,100.000000000000000,2,2,2,37,33300.000000000000000,39.091131311500000
-1,Quito,4,0.017270000000000,-78.478629999999995,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,22.699200000000001,23.664700000000000,0.959200000000000,100.000000000000000,3,3,3,35,31500.000000000000000,41.620347264999999
-1,Quito,5,0.008390000000000,-78.470659999999995,10,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,21.734000000000002,23.664700000000000,0.918400000000000,100.000000000000000,4,4,4,36,32400.000000000000000,40.759601600899998
-1,Quito,6,-0.001390000000000,-78.457070000000002,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,20.774799999999999,23.664700000000000,0.877900000000000,100.000000000000000,5,5,5,37,33300.000000000000000,40.987284578900002
-1,Quito,7,-0.003360000000000,-78.453720000000004,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,20.606000000000002,23.664700000000000,0.870700000000000,100.000000000000000,6,6,6,32,28800.000000000000000,41.377760342199998
-1,Quito,8,-0.007220000000000,-78.453059999999994,9,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,20.191600000000001,23.664700000000000,0.853200000000000,100.000000000000000,7,7,7,35,31500.000000000000000,40.570422713200003
-1,Quito,9,-0.014020000000000,-78.452860000000001,19,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,19.447299999999998,23.664700000000000,0.821800000000000,100.000000000000000,8,8,8,33,29700.000000000000000,39.796531446899998
-1,Quito,10,-0.024440000000000,-78.452070000000006,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,18.317499999999999,23.664700000000000,0.774000000000000,100.000000000000000,9,9,9,36,32400.000000000000000,39.497171839899998
-1,Quito,11,-0.033410000000000,-78.453699999999998,20,13,0.650000000000000,-0.186867000000000,-78.479535999999996,South America,17.303799999999999,23.664700000000000,0.731200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,39.085534906200003
-1,Quito,12,-0.039720000000000,-78.454780000000000,15,9,0.600000000000000,-0.186867000000000,-78.479535999999996,South America,16.591899999999999,23.664700000000000,0.701100000000000,100.000000000000000,11,11,11,32,28800.000000000000000,41.052412562000001
