OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,cincinnati_020033_20030115_LST_pcs_OID,cincinnati_020033_20030115_LST_pcs_FID_,cincinnati_020033_20030115_LST_pcs_COUNT,cincinnati_020033_20030115_LST_pcs_AREA,cincinnati_020033_20030115_LST_pcs_MEAN
-1,Cincinnati,1,39.366830000000000,-84.020700000000005,15,5,0.333000000000000,39.103119000000000,-84.512016000000003,North America,51.482500000000002,51.482500000000002,1.000000000000000,100.000000000000000,0,0,0,34,30600.000000000000000,-7.294112332100000
-1,Cincinnati,2,39.357030000000002,-84.033540000000002,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,49.956000000000003,51.482500000000002,0.970300000000000,100.000000000000000,1,1,1,35,31500.000000000000000,-7.547881000760000
-1,Cincinnati,3,39.345239999999997,-84.048590000000004,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,48.149700000000003,51.482500000000002,0.935300000000000,100.000000000000000,2,2,2,35,31500.000000000000000,-6.854003618810000
-1,Cincinnati,4,39.331879999999998,-84.063540000000003,15,8,0.533000000000000,39.103119000000000,-84.512016000000003,North America,46.257300000000001,51.482500000000002,0.898500000000000,100.000000000000000,3,3,3,32,28800.000000000000000,-7.177777263760000
-1,Cincinnati,5,39.323290000000000,-84.069530000000000,13,3,0.231000000000000,39.103119000000000,-84.512016000000003,North America,45.305900000000001,51.482500000000002,0.880000000000000,100.000000000000000,4,4,4,35,31500.000000000000000,-6.606405378250000
-1,Cincinnati,6,39.312550000000002,-84.079939999999993,14,3,0.214000000000000,39.103119000000000,-84.512016000000003,North America,43.911499999999997,51.482500000000002,0.852900000000000,100.000000000000000,5,5,5,35,31500.000000000000000,-7.004992964580000
-1,Cincinnati,7,39.301650000000002,-84.090500000000006,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,42.503200000000000,51.482500000000002,0.825600000000000,100.000000000000000,6,6,6,35,31500.000000000000000,-7.233826546780000
-1,Cincinnati,8,39.293149999999997,-84.099249999999998,15,0,0.000000000000000,39.103119000000000,-84.512016000000003,North America,41.372000000000000,51.482500000000002,0.803600000000000,100.000000000000000,7,7,7,32,28800.000000000000000,-6.053691569230000
-1,Cincinnati,9,39.282150000000001,-84.111030000000000,15,2,0.133000000000000,39.103119000000000,-84.512016000000003,North America,39.880499999999998,51.482500000000002,0.774600000000000,100.000000000000000,8,8,8,37,33300.000000000000000,-7.241788696470000
-1,Cincinnati,10,39.266500000000001,-84.119309999999999,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,38.414099999999998,51.482500000000002,0.746200000000000,100.000000000000000,9,9,9,34,30600.000000000000000,-6.110124555610000
-1,Cincinnati,11,39.253500000000003,-84.136120000000005,15,2,0.133000000000000,39.103119000000000,-84.512016000000003,North America,36.461300000000001,51.482500000000002,0.708200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,-6.940996101560000
-1,Cincinnati,12,39.243090000000002,-84.145600000000002,15,4,0.267000000000000,39.103119000000000,-84.512016000000003,North America,35.212499999999999,51.482500000000002,0.684000000000000,100.000000000000000,11,11,11,35,31500.000000000000000,-7.297119920800000
-1,Cincinnati,13,39.235729999999997,-84.155690000000007,14,4,0.286000000000000,39.103119000000000,-84.512016000000003,North America,34.073799999999999,51.482500000000002,0.661900000000000,100.000000000000000,12,12,12,36,32400.000000000000000,-6.668550420250000
