OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,edmonton_043023_20140223_LST_pcs_OID,edmonton_043023_20140223_LST_pcs_FID_,edmonton_043023_20140223_LST_pcs_COUNT,edmonton_043023_20140223_LST_pcs_AREA,edmonton_043023_20140223_LST_pcs_MEAN
-1,Edmonton,1,53.536940000000001,-113.497119999999995,20,5,0.250000000000000,53.544387999999998,-113.490928999999994,North America,0.923700000000000,22.866299999999999,0.040400000000000,100.000000000000000,0,0,0,36,32400.000000000000000,-15.455223103200000
-1,Edmonton,10,53.575470000000003,-113.491470000000007,20,1,0.050000000000000,53.544387999999998,-113.490928999999994,North America,3.456300000000000,22.866299999999999,0.151200000000000,100.000000000000000,1,1,1,36,32400.000000000000000,-17.291692446599999
-1,Edmonton,10A,53.578339999999997,-113.502830000000003,20,2,0.100000000000000,53.544387999999998,-113.490928999999994,North America,3.856200000000000,22.866299999999999,0.168600000000000,100.000000000000000,2,2,2,32,28800.000000000000000,-18.142800645600001
-1,Edmonton,11,53.590299999999999,-113.488360000000000,20,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,5.108000000000000,22.866299999999999,0.223400000000000,100.000000000000000,3,3,3,34,30600.000000000000000,-18.616287584700000
-1,Edmonton,12,53.595700000000001,-113.478960000000001,17,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,5.760100000000000,22.866299999999999,0.251900000000000,100.000000000000000,4,4,4,34,30600.000000000000000,-18.570196691600000
-1,Edmonton,13,53.603230000000003,-113.481800000000007,9,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,6.570600000000000,22.866299999999999,0.287300000000000,100.000000000000000,5,5,5,35,31500.000000000000000,-20.052636916499999
-1,Edmonton,14,53.609009999999998,-113.475970000000004,18,3,0.167000000000000,53.544387999999998,-113.490928999999994,North America,7.253200000000000,22.866299999999999,0.317200000000000,100.000000000000000,6,6,6,35,31500.000000000000000,-19.228819644500000
-1,Edmonton,15,53.610489999999999,-113.482270000000000,17,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,7.372400000000000,22.866299999999999,0.322400000000000,100.000000000000000,7,7,7,37,33300.000000000000000,-18.921175182599999
-1,Edmonton,16,53.614080000000001,-113.484269999999995,19,6,0.316000000000000,53.544387999999998,-113.490928999999994,North America,7.761900000000000,22.866299999999999,0.339400000000000,100.000000000000000,8,8,8,37,33300.000000000000000,-18.782851424099999
-1,Edmonton,17,53.622540000000001,-113.490989999999996,9,2,0.222000000000000,53.544387999999998,-113.490928999999994,North America,8.690099999999999,22.866299999999999,0.380000000000000,100.000000000000000,10,9,10,32,28800.000000000000000,-16.346231504700000
-1,Edmonton,18,53.626809999999999,-113.486729999999994,15,4,0.267000000000000,53.544387999999998,-113.490928999999994,North America,9.169100000000000,22.866299999999999,0.401000000000000,100.000000000000000,11,10,11,37,33300.000000000000000,-17.734391920299998
-1,Edmonton,19,53.630200000000002,-113.484409999999997,19,2,0.105000000000000,53.544387999999998,-113.490928999999994,North America,9.551600000000001,22.866299999999999,0.417700000000000,100.000000000000000,12,11,12,35,31500.000000000000000,-17.506232721600000
-1,Edmonton,2,53.533070000000002,-113.496120000000005,16,4,0.250000000000000,53.544387999999998,-113.490928999999994,North America,1.304400000000000,22.866299999999999,0.057000000000000,100.000000000000000,13,12,13,32,28800.000000000000000,-18.341103551400000
-1,Edmonton,20,53.639499999999998,-113.490480000000005,18,1,0.056000000000000,53.544387999999998,-113.490928999999994,North America,10.576000000000001,22.866299999999999,0.462500000000000,100.000000000000000,14,13,14,32,28800.000000000000000,-18.062482328400002
-1,Edmonton,21,53.642600000000002,-113.488609999999994,17,1,0.059000000000000,53.544387999999998,-113.490928999999994,North America,10.921700000000000,22.866299999999999,0.477600000000000,100.000000000000000,15,14,15,35,31500.000000000000000,-18.658828654800001
-1,Edmonton,22,53.636809999999997,-113.491650000000007,20,4,0.200000000000000,53.544387999999998,-113.490928999999994,North America,10.276999999999999,22.866299999999999,0.449400000000000,100.000000000000000,16,15,16,32,28800.000000000000000,-18.422633200500002
-1,Edmonton,23,53.644379999999998,-113.491200000000006,20,6,0.300000000000000,53.544387999999998,-113.490928999999994,North America,11.118600000000001,22.866299999999999,0.486200000000000,100.000000000000000,17,16,17,35,31500.000000000000000,-18.169077871700001
-1,Edmonton,24,53.649400000000000,-113.491060000000004,20,8,0.400000000000000,53.544387999999998,-113.490928999999994,North America,11.676800000000000,22.866299999999999,0.510700000000000,100.000000000000000,18,17,18,34,30600.000000000000000,-19.293433893400000
-1,Edmonton,25,53.654290000000003,-113.493200000000002,18,5,0.278000000000000,53.544387999999998,-113.490928999999994,North America,12.221500000000001,22.866299999999999,0.534500000000000,100.000000000000000,19,18,19,37,33300.000000000000000,-20.638803473799999
