OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,ghent_199024_20170119_LST_pcs_OID,ghent_199024_20170119_LST_pcs_FID_,ghent_199024_20170119_LST_pcs_COUNT,ghent_199024_20170119_LST_pcs_AREA,ghent_199024_20170119_LST_pcs_MEAN
-1,Ghent,1,51.034120000000001,3.716810000000000,20,4,0.200000000000000,51.053829000000000,3.725012000000000,Europe,2.265300000000000,10.037300000000000,0.225700000000000,100.000000000000000,0,0,0,37,33300.000000000000000,1.339138592890000
-1,Ghent,2,51.031500000000001,3.718390000000000,20,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,2.525700000000000,10.037300000000000,0.251600000000000,100.000000000000000,1,1,1,35,31500.000000000000000,0.471018885094000
-1,Ghent,3,51.035850000000003,3.718340000000000,20,2,0.100000000000000,51.053829000000000,3.725012000000000,Europe,2.052900000000000,10.037300000000000,0.204500000000000,100.000000000000000,2,2,2,32,28800.000000000000000,0.696467577997000
-1,Ghent,4,51.038510000000002,3.724050000000000,19,1,0.053000000000000,51.053829000000000,3.725012000000000,Europe,1.704700000000000,10.037300000000000,0.169800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.788989239339000
-1,Ghent,5,51.027270000000001,3.715330000000000,20,3,0.150000000000000,51.053829000000000,3.725012000000000,Europe,3.029800000000000,10.037300000000000,0.301900000000000,100.000000000000000,4,4,4,36,32400.000000000000000,0.456810840342000
-1,Ghent,6,51.043979999999998,3.732950000000000,20,1,0.050000000000000,51.053829000000000,3.725012000000000,Europe,1.227700000000000,10.037300000000000,0.122300000000000,100.000000000000000,5,5,5,35,31500.000000000000000,1.093288364530000
-1,Ghent,7,51.045900000000003,3.731740000000000,20,2,0.100000000000000,51.053829000000000,3.725012000000000,Europe,0.999300000000000,10.037300000000000,0.099600000000000,100.000000000000000,6,6,6,36,32400.000000000000000,1.259732536140000
-1,Ghent,8,51.049410000000002,3.734290000000000,18,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,0.813700000000000,10.037300000000000,0.081100000000000,100.000000000000000,7,7,7,35,31500.000000000000000,1.763557473350000
-1,Ghent,9,51.051650000000002,3.734980000000000,18,2,0.111000000000000,51.053829000000000,3.725012000000000,Europe,0.737700000000000,10.037300000000000,0.073500000000000,100.000000000000000,8,8,8,36,32400.000000000000000,1.676841264800000
-1,Ghent,10,51.040340000000000,3.729090000000000,13,4,0.308000000000000,51.053829000000000,3.725012000000000,Europe,1.526800000000000,10.037300000000000,0.152100000000000,100.000000000000000,9,9,9,32,28800.000000000000000,1.535134784620000
