OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,brantford_018030_20140107_LST_pcs_OID,brantford_018030_20140107_LST_pcs_FID_,brantford_018030_20140107_LST_pcs_COUNT,brantford_018030_20140107_LST_pcs_AREA,brantford_018030_20140107_LST_pcs_MEAN
-1,Brantford,1,43.138888999999999,-80.268611000000007,NA,NA,0.450000000000000,43.139409999999998,-80.263649999999998,North America,0.406675157402000,8.549176674780000,0.047600000000000,100.000000000000000,0,0,0,32,28800.000000000000000,-17.912679982299998
-1,Brantford,2,43.140990000000002,-80.268057999999996,NA,NA,0.100000000000000,43.139409999999998,-80.263649999999998,North America,0.398473575499000,8.549176674780000,0.046600000000000,100.000000000000000,1,1,1,35,31500.000000000000000,-18.028063210799999
-1,Brantford,3,43.144651000000003,-80.269614000000004,NA,NA,0.450000000000000,43.139409999999998,-80.263649999999998,North America,0.757476216160000,8.549176674780000,0.088600000000000,100.000000000000000,2,2,2,36,32400.000000000000000,-18.765973911000000
-1,Brantford,4,43.146340000000002,-80.269407999999999,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,0.901132264442000,8.549176674780000,0.105400000000000,100.000000000000000,3,3,3,34,30600.000000000000000,-19.174638808099999
-1,Brantford,5,43.149062000000001,-80.270122000000001,NA,NA,0.388888889000000,43.139409999999998,-80.263649999999998,North America,1.194816399170000,8.549176674780000,0.139800000000000,100.000000000000000,4,4,4,35,31500.000000000000000,-18.975032609700001
-1,Brantford,6,43.152057999999997,-80.272902999999999,NA,NA,0.250000000000000,43.139409999999998,-80.263649999999998,North America,1.594202687420000,8.549176674780000,0.186500000000000,100.000000000000000,5,5,5,36,32400.000000000000000,-19.055978172800000
-1,Brantford,7,43.154786000000001,-80.271974000000000,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,1.838267902350000,8.549176674780000,0.215000000000000,100.000000000000000,6,6,6,34,30600.000000000000000,-19.016940601700000
-1,Brantford,8,43.157437999999999,-80.272225000000006,NA,NA,0.047619048000000,43.139409999999998,-80.263649999999998,North America,2.121897168200000,8.549176674780000,0.248200000000000,100.000000000000000,7,7,7,36,32400.000000000000000,-19.164548975500001
-1,Brantford,9,43.160246000000001,-80.272721000000004,NA,NA,0.400000000000000,43.139409999999998,-80.263649999999998,North America,2.430914429780000,8.549176674780000,0.284300000000000,100.000000000000000,8,8,8,32,28800.000000000000000,-18.997167110900001
-1,Brantford,10,43.162222000000000,-80.273086000000006,NA,NA,0.250000000000000,43.139409999999998,-80.263649999999998,North America,2.649563111910000,8.549176674780000,0.309900000000000,100.000000000000000,9,9,9,36,32400.000000000000000,-18.900840904199999
-1,Brantford,11,43.165812000000003,-80.274803000000006,NA,NA,0.428571429000000,43.139409999999998,-80.263649999999998,North America,3.072016623220000,8.549176674780000,0.359300000000000,100.000000000000000,10,10,10,35,31500.000000000000000,-18.243449676899999
-1,Brantford,12,43.168230000000001,-80.273129999999995,NA,NA,0.368421053000000,43.139409999999998,-80.263649999999998,North America,3.295614642090000,8.549176674780000,0.385500000000000,100.000000000000000,11,11,11,37,33300.000000000000000,-19.216872390199999
-1,Brantford,13,43.170555999999998,-80.275270000000006,NA,NA,0.142857143000000,43.139409999999998,-80.263649999999998,North America,3.589255297970000,8.549176674780000,0.419800000000000,100.000000000000000,12,12,12,34,30600.000000000000000,-19.714129984200000
-1,Brantford,14,43.174737999999998,-80.272018000000003,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,3.986504910350000,8.549176674780000,0.466300000000000,100.000000000000000,13,13,13,35,31500.000000000000000,-20.028900914699999
-1,Brantford,15,43.176977999999998,-80.272772000000003,NA,NA,0.666666667000000,43.139409999999998,-80.263649999999998,North America,4.242393326600000,8.549176674780000,0.496200000000000,100.000000000000000,14,14,14,36,32400.000000000000000,-19.601431430500000
-1,Brantford,16,43.179057000000000,-80.274167000000006,NA,NA,0.238095238000000,43.139409999999998,-80.263649999999998,North America,4.490319518820000,8.549176674780000,0.525200000000000,100.000000000000000,15,15,15,37,33300.000000000000000,-19.914285404800001
-1,Brantford,17,43.181899999999999,-80.277199999999993,NA,NA,0.352941176000000,43.139409999999998,-80.263649999999998,North America,4.850815949320000,8.549176674780000,0.567400000000000,100.000000000000000,16,16,16,32,28800.000000000000000,-19.466667559299999
-1,Brantford,18,43.185898000000002,-80.276460999999998,NA,NA,0.300000000000000,43.139409999999998,-80.263649999999998,North America,5.272626572080000,8.549176674780000,0.616700000000000,100.000000000000000,17,17,17,32,28800.000000000000000,-20.069838897400000
-1,Brantford,19,43.186363000000000,-80.278621000000001,NA,NA,0.333333333000000,43.139409999999998,-80.263649999999998,North America,5.360277285520000,8.549176674780000,0.627000000000000,100.000000000000000,18,18,18,34,30600.000000000000000,-20.018269516000000
-1,Brantford,20,43.188481000000003,-80.281688000000003,NA,NA,0.555555556000000,43.139409999999998,-80.263649999999998,North America,5.649169705220000,8.549176674780000,0.660800000000000,100.000000000000000,19,19,19,35,31500.000000000000000,-19.503532944400000
-1,Brantford,21,43.190874999999998,-80.281771000000006,NA,NA,0.380952381000000,43.139409999999998,-80.263649999999998,North America,5.908354910420000,8.549176674780000,0.691100000000000,100.000000000000000,20,20,20,35,31500.000000000000000,-20.033900813500001
-1,Brantford,22,43.194147999999998,-80.282199000000006,NA,NA,0.450000000000000,43.139409999999998,-80.263649999999998,North America,6.269739925050000,8.549176674780000,0.733400000000000,100.000000000000000,21,21,21,36,32400.000000000000000,-19.668366411200001
-1,Brantford,23,43.199134999999998,-80.282024000000007,NA,NA,0.300000000000000,43.139409999999998,-80.263649999999998,North America,6.806235334920000,8.549176674780000,0.796100000000000,100.000000000000000,22,22,22,36,32400.000000000000000,-20.204181323099998
-1,Brantford,24,43.201926000000000,-80.280382000000003,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,7.082656462080000,8.549176674780000,0.828500000000000,100.000000000000000,23,23,23,32,28800.000000000000000,-20.156703079900002
-1,Brantford,25,43.206048000000003,-80.279150000000001,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,7.515662397800000,8.549176674780000,0.879100000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-19.620372761500001
-1,Brantford,26,43.210093000000001,-80.279051999999993,NA,NA,0.526315789000000,43.139409999999998,-80.263649999999998,North America,7.958208698640000,8.549176674780000,0.930900000000000,100.000000000000000,25,25,25,35,31500.000000000000000,-19.888312925099999
-1,Brantford,27,43.215359999999997,-80.280039000000002,NA,NA,0.333333333000000,43.139409999999998,-80.263649999999998,North America,8.549176674780000,8.549176674780000,1.000000000000000,100.000000000000000,26,26,26,36,32400.000000000000000,-20.178702043099999
