OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,shanghai_118038_20160126_LST_pcs_OID,shanghai_118038_20160126_LST_pcs_FID_,shanghai_118038_20160126_LST_pcs_COUNT,shanghai_118038_20160126_LST_pcs_AREA,shanghai_118038_20160126_LST_pcs_MEAN
-1,Shanghai,1,31.305800000000001,121.494399999999999,20,10,0.500000000000000,31.230391000000001,121.473701000000005,Asia,8.612800000000000,37.855600000000003,0.227500000000000,100.000000000000000,0,0,0,32,28800.000000000000000,7.593012089870000
-1,Shanghai,2,31.300899999999999,121.500900000000001,18,5,0.278000000000000,31.230391000000001,121.473701000000005,Asia,8.255500000000000,37.855600000000003,0.218100000000000,100.000000000000000,1,1,1,37,33300.000000000000000,6.889668879870000
-1,Shanghai,3,31.274000000000001,121.498699999999999,16,0,0.000000000000000,31.230391000000001,121.473701000000005,Asia,5.400100000000000,37.855600000000003,0.142600000000000,100.000000000000000,2,2,2,35,31500.000000000000000,6.579322482500000
-1,Shanghai,4,31.201599999999999,121.398899999999998,15,12,0.800000000000000,31.230391000000001,121.473701000000005,Asia,7.800500000000000,37.855600000000003,0.206100000000000,100.000000000000000,3,3,3,34,30600.000000000000000,6.460076497180000
-1,Shanghai,5,31.196400000000001,121.406099999999995,10,0,0.000000000000000,31.230391000000001,121.473701000000005,Asia,7.457500000000000,37.855600000000003,0.197000000000000,100.000000000000000,4,4,4,35,31500.000000000000000,6.829205718690000
-1,Shanghai,6,31.202100000000002,121.392099999999999,12,5,0.417000000000000,31.230391000000001,121.473701000000005,Asia,8.373300000000000,37.855600000000003,0.221200000000000,100.000000000000000,5,5,5,35,31500.000000000000000,6.917273246150000
-1,Shanghai,7,31.079999999999998,121.116799999999998,19,19,1.000000000000000,31.230391000000001,121.473701000000005,Asia,37.855600000000003,37.855600000000003,1.000000000000000,100.000000000000000,6,6,6,32,28800.000000000000000,6.611400596160000
-1,Shanghai,8,31.080300000000001,121.121700000000004,11,10,0.909000000000000,31.230391000000001,121.473701000000005,Asia,37.422899999999998,37.855600000000003,0.988600000000000,100.000000000000000,7,7,7,35,31500.000000000000000,6.518087985730000
-1,Shanghai,9,31.081099999999999,121.127899999999997,22,22,1.000000000000000,31.230391000000001,121.473701000000005,Asia,36.855499999999999,37.855600000000003,0.973600000000000,100.000000000000000,8,8,8,35,31500.000000000000000,6.726639167710000
-1,Shanghai,10,31.083200000000001,121.143799999999999,14,12,0.857000000000000,31.230391000000001,121.473701000000005,Asia,35.402299999999997,37.855600000000003,0.935200000000000,100.000000000000000,9,9,9,35,31500.000000000000000,6.444155900110000
-1,Shanghai,11,31.084499999999998,121.154200000000003,16,16,1.000000000000000,31.230391000000001,121.473701000000005,Asia,34.459400000000002,37.855600000000003,0.910300000000000,100.000000000000000,10,10,10,35,31500.000000000000000,6.055479823420000
-1,Shanghai,12,31.084499999999998,121.157499999999999,19,19,1.000000000000000,31.230391000000001,121.473701000000005,Asia,34.182699999999997,37.855600000000003,0.903000000000000,100.000000000000000,11,11,11,35,31500.000000000000000,6.333687798500000
-1,Shanghai,13,31.085699999999999,121.186899999999994,20,19,0.950000000000000,31.230391000000001,121.473701000000005,Asia,31.679900000000000,37.855600000000003,0.836900000000000,100.000000000000000,12,12,12,36,32400.000000000000000,7.140134415540000
-1,Shanghai,14,31.085799999999999,121.191199999999995,16,16,1.000000000000000,31.230391000000001,121.473701000000005,Asia,31.322399999999998,37.855600000000003,0.827400000000000,100.000000000000000,13,13,13,36,32400.000000000000000,7.053748630450000
-1,Shanghai,15,31.087199999999999,121.197400000000002,16,13,0.812000000000000,31.230391000000001,121.473701000000005,Asia,30.736499999999999,37.855600000000003,0.811900000000000,100.000000000000000,14,14,14,36,32400.000000000000000,7.491942285040000
-1,Shanghai,16,31.094700000000000,121.203400000000002,13,10,0.769000000000000,31.230391000000001,121.473701000000005,Asia,29.818200000000001,37.855600000000003,0.787700000000000,100.000000000000000,15,15,15,36,32400.000000000000000,6.545616285240000
-1,Shanghai,17,31.102499999999999,121.205399999999997,19,18,0.947000000000000,31.230391000000001,121.473701000000005,Asia,29.221499999999999,37.855600000000003,0.771900000000000,100.000000000000000,16,16,16,36,32400.000000000000000,6.421944296310000
-1,Shanghai,18,31.106900000000000,121.221599999999995,12,11,0.917000000000000,31.230391000000001,121.473701000000005,Asia,27.638300000000001,37.855600000000003,0.730100000000000,100.000000000000000,17,17,17,34,30600.000000000000000,6.041199975580000
-1,Shanghai,19,31.108100000000000,121.224599999999995,20,16,0.800000000000000,31.230391000000001,121.473701000000005,Asia,27.324200000000001,37.855600000000003,0.721800000000000,100.000000000000000,18,18,18,35,31500.000000000000000,6.736667063140000
-1,Shanghai,20,31.111400000000000,121.224000000000004,14,14,1.000000000000000,31.230391000000001,121.473701000000005,Asia,27.192900000000002,37.855600000000003,0.718300000000000,100.000000000000000,19,19,19,36,32400.000000000000000,6.224640287760000
-1,Shanghai,21,31.115200000000002,121.223500000000001,14,12,0.857000000000000,31.230391000000001,121.473701000000005,Asia,27.031300000000002,37.855600000000003,0.714100000000000,100.000000000000000,20,20,20,37,33300.000000000000000,6.684784065750000
-1,Shanghai,22,31.115700000000000,121.228200000000001,10,9,0.900000000000000,31.230391000000001,121.473701000000005,Asia,26.611599999999999,37.855600000000003,0.703000000000000,100.000000000000000,21,21,21,36,32400.000000000000000,5.798138194240000
-1,Shanghai,23,31.119199999999999,121.241399999999999,18,18,1.000000000000000,31.230391000000001,121.473701000000005,Asia,25.323899999999998,37.855600000000003,0.669000000000000,100.000000000000000,22,22,22,35,31500.000000000000000,5.313273319790000
-1,Shanghai,24,31.119800000000001,121.244299999999996,20,20,1.000000000000000,31.230391000000001,121.473701000000005,Asia,25.050599999999999,37.855600000000003,0.661700000000000,100.000000000000000,23,23,23,36,32400.000000000000000,6.389327366800000
-1,Shanghai,26,31.120200000000001,121.251700000000000,20,18,0.900000000000000,31.230391000000001,121.473701000000005,Asia,24.417300000000001,37.855600000000003,0.645000000000000,100.000000000000000,25,24,25,36,32400.000000000000000,5.655642907310000
-1,Shanghai,27,31.123100000000001,121.277699999999996,16,15,0.938000000000000,31.230391000000001,121.473701000000005,Asia,22.136600000000001,37.855600000000003,0.584800000000000,100.000000000000000,26,25,26,32,28800.000000000000000,8.141031069160000
-1,Shanghai,28,31.121500000000001,121.268000000000001,11,11,1.000000000000000,31.230391000000001,121.473701000000005,Asia,23.012499999999999,37.855600000000003,0.607900000000000,100.000000000000000,27,26,27,35,31500.000000000000000,6.804778152120000
-1,Shanghai,29,31.122599999999998,121.284599999999998,20,18,0.900000000000000,31.230391000000001,121.473701000000005,Asia,21.617300000000000,37.855600000000003,0.571000000000000,100.000000000000000,28,27,28,35,31500.000000000000000,7.629094306800000
-1,Shanghai,30,31.135100000000001,121.302999999999997,13,12,0.923000000000000,31.230391000000001,121.473701000000005,Asia,19.389900000000001,37.855600000000003,0.512200000000000,100.000000000000000,29,28,29,34,30600.000000000000000,6.883349095290000
-1,Shanghai,31,31.136399999999998,121.306700000000006,10,10,1.000000000000000,31.230391000000001,121.473701000000005,Asia,19.016200000000001,37.855600000000003,0.502300000000000,100.000000000000000,30,29,30,36,32400.000000000000000,6.677677550170000
-1,Shanghai,32,31.137599999999999,121.310100000000006,11,11,1.000000000000000,31.230391000000001,121.473701000000005,Asia,18.672699999999999,37.855600000000003,0.493300000000000,100.000000000000000,31,30,31,32,28800.000000000000000,5.914633798470000
-1,Shanghai,33,31.138000000000002,121.314599999999999,13,12,0.923000000000000,31.230391000000001,121.473701000000005,Asia,18.292400000000001,37.855600000000003,0.483200000000000,100.000000000000000,32,31,32,35,31500.000000000000000,7.015656742700000
-1,Shanghai,34,31.193999999999999,121.361099999999993,17,7,0.412000000000000,31.230391000000001,121.473701000000005,Asia,11.447400000000000,37.855600000000003,0.302400000000000,100.000000000000000,33,32,33,34,30600.000000000000000,6.541345987640000
-1,Shanghai,35,31.193200000000001,121.359600000000000,15,6,0.400000000000000,31.230391000000001,121.473701000000005,Asia,11.612399999999999,37.855600000000003,0.306800000000000,100.000000000000000,34,33,34,33,29700.000000000000000,6.284335209750000
-1,Shanghai,36,31.193300000000001,121.360299999999995,18,4,0.222000000000000,31.230391000000001,121.473701000000005,Asia,11.546200000000001,37.855600000000003,0.305000000000000,100.000000000000000,35,34,35,4,3600.000000000000000,5.909371968690000
-1,Shanghai,37,31.193000000000001,121.364199999999997,14,9,0.643000000000000,31.230391000000001,121.473701000000005,Asia,11.212899999999999,37.855600000000003,0.296200000000000,100.000000000000000,36,35,36,32,28800.000000000000000,7.060454908280000
-1,Shanghai,38,31.147400000000001,121.326300000000003,12,9,0.750000000000000,31.230391000000001,121.473701000000005,Asia,16.785599999999999,37.855600000000003,0.443400000000000,100.000000000000000,37,36,37,35,31500.000000000000000,7.634964096550000
-1,Shanghai,39,31.167800000000000,121.356800000000007,12,12,1.000000000000000,31.230391000000001,121.473701000000005,Asia,13.117400000000000,37.855600000000003,0.346500000000000,100.000000000000000,38,37,38,32,28800.000000000000000,6.659108773090000
-1,Shanghai,40,31.147400000000001,121.367000000000004,12,11,0.917000000000000,31.230391000000001,121.473701000000005,Asia,13.717800000000000,37.855600000000003,0.362400000000000,100.000000000000000,39,38,39,35,31500.000000000000000,6.743664145020000
-1,Shanghai,41,31.132899999999999,121.374899999999997,12,12,1.000000000000000,31.230391000000001,121.473701000000005,Asia,14.347700000000000,37.855600000000003,0.379000000000000,100.000000000000000,40,39,40,37,33300.000000000000000,6.620870059780000
