OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,morelia_027046_20180117_LST_pcs_OID,morelia_027046_20180117_LST_pcs_FID_,morelia_027046_20180117_LST_pcs_COUNT,morelia_027046_20180117_LST_pcs_AREA,morelia_027046_20180117_LST_pcs_MEAN
,Morelia,1,19.703091000000001,-101.195370999999994,15,9,0.600000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,0.060100000000000,10.872900000000000,0.005500000000000,100.000000000000000,0,0,0,35,31500.000000000000000,25.266410256899999
,Morelia,2,19.705552999999998,-101.192260000000005,10,0,0.000000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,0.427200000000000,10.872900000000000,0.039300000000000,100.000000000000000,1,1,1,35,31500.000000000000000,24.341841853100000
,Morelia,3,19.703296000000002,-101.182947999999996,11,0,0.000000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,1.261800000000000,10.872900000000000,0.116000000000000,100.000000000000000,2,2,2,32,28800.000000000000000,25.666592036899999
,Morelia,4,19.700493000000002,-101.178363000000004,10,9,0.900000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,1.757100000000000,10.872900000000000,0.161600000000000,100.000000000000000,3,3,3,34,30600.000000000000000,24.182384331800002
,Morelia,5,19.698474999999998,-101.180719999999994,15,12,0.800000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,1.565100000000000,10.872900000000000,0.143900000000000,100.000000000000000,4,4,4,35,31500.000000000000000,21.314875117900002
,Morelia,6,19.698283000000000,-101.189318999999998,10,0,0.000000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,0.769500000000000,10.872900000000000,0.070800000000000,100.000000000000000,5,5,5,35,31500.000000000000000,25.687592319499998
,Morelia,7,19.687055999999998,-101.194463999999996,10,6,0.600000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,1.739500000000000,10.872900000000000,0.160000000000000,100.000000000000000,6,6,6,35,31500.000000000000000,21.933426143199998
,Morelia,8,19.686353000000000,-101.192768999999998,10,2,0.200000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,1.831600000000000,10.872900000000000,0.168500000000000,100.000000000000000,7,7,7,32,28800.000000000000000,22.217901461400000
,Morelia,9,19.688267000000000,-101.195054999999996,10,9,0.900000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,1.604000000000000,10.872900000000000,0.147500000000000,100.000000000000000,8,8,8,27,24300.000000000000000,23.307807870900000
,Morelia,10,19.681958999999999,-101.195654000000005,10,2,0.200000000000000,19.702691999999999,-101.194984000000005,Mexico,North America,2.306500000000000,10.872900000000000,0.212100000000000,100.000000000000000,9,9,9,35,31500.000000000000000,21.459115328300001
