OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,newcastle_089083_20180714_NDVI_pcs_OID,newcastle_089083_20180714_NDVI_pcs_FID_,newcastle_089083_20180714_NDVI_pcs_COUNT,newcastle_089083_20180714_NDVI_pcs_AREA,newcastle_089083_20180714_NDVI_pcs_MEAN
-1,Newcastle,5,-32.980759999999997,151.680270000000007,16,15,0.938000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,11.115800000000000,26.383400000000002,0.421300000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.603701997655000
-1,Newcastle,6,-32.972700000000003,151.682770000000005,17,9,0.529000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,10.466699999999999,26.383400000000002,0.396700000000000,100.000000000000000,1,1,1,32,28800.000000000000000,0.751467243768000
-1,Newcastle,7,-32.970599999999997,151.696010000000001,19,16,0.842000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.275100000000000,26.383400000000002,0.351600000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.496172462191000
-1,Newcastle,8,-32.969499999999996,151.693659999999994,19,8,0.421000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.404600000000000,26.383400000000002,0.356500000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.661100293057000
-1,Newcastle,9,-32.961269999999999,151.694989999999990,15,8,0.533000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.881300000000000,26.383400000000002,0.336600000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.147405887282000
-1,Newcastle,10,-32.957340000000002,151.700119999999998,16,10,0.625000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.267400000000000,26.383400000000002,0.313400000000000,100.000000000000000,5,5,5,37,33300.000000000000000,0.419235905985000
-1,Newcastle,11,-32.953249999999997,151.738660000000010,18,4,0.222000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,4.880300000000000,26.383400000000002,0.185000000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.802676297937000
-1,Newcastle,12,-32.957670000000000,151.690650000000005,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.100500000000000,26.383400000000002,0.344900000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.413345503737000
-1,Newcastle,13,-32.937530000000002,151.689390000000003,16,9,0.562000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.673100000000000,26.383400000000002,0.328700000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.690904989413000
-1,Newcastle,14,-32.933100000000003,151.687199999999990,16,9,0.562000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.832800000000001,26.383400000000002,0.334800000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.587102256502000
-1,Newcastle,15,-32.922490000000003,151.691399999999987,16,16,1.000000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.449600000000000,26.383400000000002,0.320300000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.325966936776000
-1,Newcastle,16,-32.920589999999997,151.692829999999987,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.335599999999999,26.383400000000002,0.315900000000000,100.000000000000000,11,11,11,32,28800.000000000000000,0.472352754558000
-1,Newcastle,17,-32.923830000000002,151.694029999999998,16,7,0.438000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.194500000000000,26.383400000000002,0.310600000000000,100.000000000000000,12,12,12,32,28800.000000000000000,0.336116920837000
-1,Newcastle,18,-32.901760000000003,151.691010000000006,16,2,0.125000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.961399999999999,26.383400000000002,0.339700000000000,100.000000000000000,13,13,13,37,33300.000000000000000,0.373104130472000
-1,Newcastle,19,-32.905960000000000,151.691210000000012,16,0,0.000000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.800700000000001,26.383400000000002,0.333600000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.447420788237000
-1,Newcastle,20,-32.899479999999997,151.699039999999997,16,7,0.438000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.351300000000000,26.383400000000002,0.316500000000000,100.000000000000000,15,15,15,37,33300.000000000000000,0.539911381296000
-1,Newcastle,21,-32.901580000000003,151.701799999999992,20,14,0.700000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.024600000000000,26.383400000000002,0.304200000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.442970693963000
-1,Newcastle,22,-32.896340000000002,151.714709999999997,20,3,0.150000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,7.188800000000000,26.383400000000002,0.272500000000000,100.000000000000000,17,17,17,34,30600.000000000000000,0.359711578664000
