OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,everett_018029_20160214_NDVI_pcs_OID,everett_018029_20160214_NDVI_pcs_FID_,everett_018029_20160214_NDVI_pcs_COUNT,everett_018029_20160214_NDVI_pcs_AREA,everett_018029_20160214_NDVI_pcs_MEAN
-1,Everett,1,44.190308999999999,-79.944305999999997,NA,NA,0.250000000000000,44.190469999999998,-79.937219999999996,North America,0.565249105267000,3.881318800670000,0.145600000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.012562790581200
-1,Everett,2,44.190496000000003,-79.942051000000006,NA,NA,0.300000000000000,44.190469999999998,-79.937219999999996,North America,0.385185020028000,3.881318800670000,0.099200000000000,100.000000000000000,1,1,1,34,30600.000000000000000,0.014763790754600
-1,Everett,3,44.191051000000002,-79.940158999999994,NA,NA,0.300000000000000,44.190469999999998,-79.937219999999996,North America,0.243067214396000,3.881318800670000,0.062600000000000,100.000000000000000,2,2,2,31,27900.000000000000000,0.018246040039200
-1,Everett,4,44.191420000000001,-79.937814000000003,NA,NA,0.100000000000000,44.190469999999998,-79.937219999999996,North America,0.115765594034000,3.881318800670000,0.029800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.010780327166800
-1,Everett,5,44.191721999999999,-79.936404999999993,NA,NA,0.150000000000000,44.190469999999998,-79.937219999999996,North America,0.153633922460000,3.881318800670000,0.039600000000000,100.000000000000000,4,4,4,26,23400.000000000000000,0.038846996420300
-1,Everett,6,44.192222000000001,-79.934490999999994,NA,NA,0.300000000000000,44.190469999999998,-79.937219999999996,North America,0.292049644500000,3.881318800670000,0.075200000000000,100.000000000000000,5,5,5,33,29700.000000000000000,0.039910727356900
-1,Everett,7,44.192655000000002,-79.932181999999997,NA,NA,0.250000000000000,44.190469999999998,-79.937219999999996,North America,0.469435284331000,3.881318800670000,0.120900000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.014100138196100
-1,Everett,8,44.195095000000002,-79.930496000000005,NA,NA,0.294117647000000,44.190469999999998,-79.937219999999996,North America,0.742875363541000,3.881318800670000,0.191400000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.038418575019900
-1,Everett,9,44.193685000000002,-79.928726999999995,NA,NA,0.500000000000000,44.190469999999998,-79.937219999999996,North America,0.765702247885000,3.881318800670000,0.197300000000000,100.000000000000000,8,8,8,33,29700.000000000000000,0.006543414656220
-1,Everett,10,44.194262000000002,-79.926640000000006,NA,NA,0.000000000000000,44.190469999999998,-79.937219999999996,North America,0.943029324874000,3.881318800670000,0.243000000000000,100.000000000000000,9,9,9,33,29700.000000000000000,0.019311573763800
-1,Everett,11,44.194423999999998,-79.925144000000003,NA,NA,0.250000000000000,44.190469999999998,-79.937219999999996,North America,1.058422232860000,3.881318800670000,0.272700000000000,100.000000000000000,10,10,10,25,22500.000000000000000,0.078672201056000
-1,Everett,12,44.195444999999999,-79.920908999999995,NA,NA,0.250000000000000,44.190469999999998,-79.937219999999996,North America,1.413190541690000,3.881318800670000,0.364100000000000,100.000000000000000,11,11,11,35,31500.000000000000000,0.029843288665000
-1,Everett,13,44.195732000000000,-79.919173999999998,NA,NA,0.150000000000000,44.190469999999998,-79.937219999999996,North America,1.553164080880000,3.881318800670000,0.400200000000000,100.000000000000000,12,12,12,26,23400.000000000000000,-0.019159408882300
-1,Everett,14,44.198366000000000,-79.910004000000001,NA,NA,0.200000000000000,44.190469999999998,-79.937219999999996,North America,2.340686750960000,3.881318800670000,0.603100000000000,100.000000000000000,13,13,13,36,32400.000000000000000,-0.020183461006800
-1,Everett,15,44.197369000000002,-79.908372000000000,NA,NA,0.250000000000000,44.190469999999998,-79.937219999999996,North America,2.424473543690000,3.881318800670000,0.624700000000000,100.000000000000000,14,14,14,33,29700.000000000000000,-0.016037836572100
-1,Everett,16,44.194242000000003,-79.889463000000006,NA,NA,0.450000000000000,44.190469999999998,-79.937219999999996,North America,3.830561946450000,3.881318800670000,0.986900000000000,100.000000000000000,15,15,15,36,32400.000000000000000,0.051557355020300
-1,Everett,17,44.191766000000001,-79.894171000000000,NA,NA,0.350000000000000,44.190469999999998,-79.937219999999996,North America,3.435270731700000,3.881318800670000,0.885100000000000,100.000000000000000,16,16,16,32,28800.000000000000000,-0.004773291802850
-1,Everett,18,44.191254000000001,-79.888551000000007,NA,NA,0.250000000000000,44.190469999999998,-79.937219999999996,North America,3.881318800670000,3.881318800670000,1.000000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,-0.015469555423700
-1,Everett,19,44.194138000000002,-79.907600000000002,NA,NA,0.368421053000000,44.190469999999998,-79.937219999999996,North America,2.396483275100000,3.881318800670000,0.617400000000000,100.000000000000000,18,18,18,36,32400.000000000000000,-0.006471141226130
-1,Everett,20,44.191521000000002,-79.906836999999996,NA,NA,0.500000000000000,44.190469999999998,-79.937219999999996,North America,2.425223714070000,3.881318800670000,0.624800000000000,100.000000000000000,19,19,19,36,32400.000000000000000,0.016888731304000
