OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,port_hope_017029_20170108_NDVI_pcs_OID,port_hope_017029_20170108_NDVI_pcs_FID_,port_hope_017029_20170108_NDVI_pcs_COUNT,port_hope_017029_20170108_NDVI_pcs_AREA,port_hope_017029_20170108_NDVI_pcs_MEAN
-1,Port_Hope,1,43.948185000000002,-78.293952000000004,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,0.375766513690000,4.753816187750000,0.079000000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.019748776006900
-1,Port_Hope,2,43.950270000000003,-78.293480000000002,NA,NA,0.000000000000000,43.951562000000003,-78.294127000000003,North America,0.152715271961000,4.753816187750000,0.032100000000000,100.000000000000000,1,1,1,34,30600.000000000000000,0.018772863070800
-1,Port_Hope,3,43.948607000000003,-78.290233999999998,NA,NA,0.400000000000000,43.951562000000003,-78.294127000000003,North America,0.452870646240000,4.753816187750000,0.095300000000000,100.000000000000000,2,2,2,34,30600.000000000000000,0.139243921183000
-1,Port_Hope,4,43.948861000000001,-78.288079999999994,NA,NA,0.100000000000000,43.951562000000003,-78.294127000000003,North America,0.569686361655000,4.753816187750000,0.119800000000000,100.000000000000000,3,3,3,30,27000.000000000000000,0.122220836052000
-1,Port_Hope,5,43.949491999999999,-78.286505000000005,NA,NA,0.100000000000000,43.951562000000003,-78.294127000000003,North America,0.652139180943000,4.753816187750000,0.137200000000000,100.000000000000000,4,4,4,30,27000.000000000000000,0.065219648648100
-1,Port_Hope,6,43.951146000000001,-78.284889000000007,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,0.740970164286000,4.753816187750000,0.155900000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.068756423637800
-1,Port_Hope,7,43.952047999999998,-78.283793000000003,NA,NA,0.400000000000000,43.951562000000003,-78.294127000000003,North America,0.829019375910000,4.753816187750000,0.174400000000000,100.000000000000000,6,6,6,27,24300.000000000000000,0.107583062672000
-1,Port_Hope,8,43.950870000000002,-78.280919999999995,NA,NA,0.400000000000000,43.951562000000003,-78.294127000000003,North America,1.060052067330000,4.753816187750000,0.223000000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.014645164275000
-1,Port_Hope,9,43.951366999999998,-78.278944999999993,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,1.215548031900000,4.753816187750000,0.255700000000000,100.000000000000000,8,8,8,32,28800.000000000000000,0.056468891576500
-1,Port_Hope,10,43.952105000000003,-78.277073000000001,NA,NA,0.300000000000000,43.951562000000003,-78.294127000000003,North America,1.366538663210000,4.753816187750000,0.287500000000000,100.000000000000000,9,9,9,30,27000.000000000000000,0.108530046620000
-1,Port_Hope,11,43.953440999999998,-78.275491000000002,NA,NA,0.450000000000000,43.951562000000003,-78.294127000000003,North America,1.506389335670000,4.753816187750000,0.316900000000000,100.000000000000000,10,10,10,33,29700.000000000000000,0.042234795429100
