OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,reutlingen_195026_20170123_NDVI_pcs_OID,reutlingen_195026_20170123_NDVI_pcs_FID_,reutlingen_195026_20170123_NDVI_pcs_COUNT,reutlingen_195026_20170123_NDVI_pcs_AREA,reutlingen_195026_20170123_NDVI_pcs_MEAN
-1,Reutlingen,1,48.491030000000002,9.208560000000000,20,4,0.200000000000000,48.491951000000000,9.211414000000000,Europe,0.233900000000000,9.539000000000000,0.024500000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.080676263306400
-1,Reutlingen,2,48.490189999999998,9.218790000000000,20,8,0.400000000000000,48.491951000000000,9.211414000000000,Europe,0.577800000000000,9.539000000000000,0.060600000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.180555594412000
-1,Reutlingen,3,48.492789999999999,9.218290000000000,19,5,0.263000000000000,48.491951000000000,9.211414000000000,Europe,0.515200000000000,9.539000000000000,0.054000000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.311595126561000
-1,Reutlingen,4,48.495359999999998,9.209899999999999,20,9,0.450000000000000,48.491951000000000,9.211414000000000,Europe,0.395100000000000,9.539000000000000,0.041400000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.106204299379000
-1,Reutlingen,5,48.498300000000000,9.209619999999999,20,4,0.200000000000000,48.491951000000000,9.211414000000000,Europe,0.718200000000000,9.539000000000000,0.075300000000000,100.000000000000000,4,4,4,37,33300.000000000000000,0.241838001319000
-1,Reutlingen,6,48.500850000000000,9.203320000000000,20,5,0.250000000000000,48.491951000000000,9.211414000000000,Europe,1.155400000000000,9.539000000000000,0.121100000000000,100.000000000000000,5,5,5,34,30600.000000000000000,0.390586850179000
-1,Reutlingen,7,48.502859999999998,9.204829999999999,20,2,0.100000000000000,48.491951000000000,9.211414000000000,Europe,1.306400000000000,9.539000000000000,0.137000000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.249534993206000
-1,Reutlingen,8,48.504899999999999,9.204610000000001,20,2,0.100000000000000,48.491951000000000,9.211414000000000,Europe,1.524600000000000,9.539000000000000,0.159800000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.156203517254000
-1,Reutlingen,9,48.506850000000000,9.207789999999999,20,2,0.100000000000000,48.491951000000000,9.211414000000000,Europe,1.678100000000000,9.539000000000000,0.175900000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.255435546275000
-1,Reutlingen,10,48.507869999999997,9.209330000000000,20,5,0.250000000000000,48.491951000000000,9.211414000000000,Europe,1.776800000000000,9.539000000000000,0.186300000000000,100.000000000000000,9,9,9,32,28800.000000000000000,0.176068199391000
-1,Reutlingen,11,48.509659999999997,9.211600000000001,20,6,0.300000000000000,48.491951000000000,9.211414000000000,Europe,1.969200000000000,9.539000000000000,0.206400000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.221928360100000
-1,Reutlingen,12,48.513739999999999,9.215320000000000,19,11,0.579000000000000,48.491951000000000,9.211414000000000,Europe,2.439900000000000,9.539000000000000,0.255800000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.071247901094900
-1,Reutlingen,13,48.512419999999999,9.219519999999999,17,7,0.412000000000000,48.491951000000000,9.211414000000000,Europe,2.353100000000000,9.539000000000000,0.246700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.138710726372000
-1,Reutlingen,14,48.513700000000000,9.225379999999999,19,3,0.158000000000000,48.491951000000000,9.211414000000000,Europe,2.628200000000000,9.539000000000000,0.275500000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.115843683481000
-1,Reutlingen,15,48.517840000000000,9.225619999999999,20,7,0.350000000000000,48.491951000000000,9.211414000000000,Europe,3.063100000000000,9.539000000000000,0.321100000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.402711553233000
-1,Reutlingen,16,48.519640000000003,9.225610000000000,20,14,0.700000000000000,48.491951000000000,9.211414000000000,Europe,3.251700000000000,9.539000000000000,0.340900000000000,100.000000000000000,15,15,15,37,33300.000000000000000,0.233783875164000
-1,Reutlingen,17,48.521580000000000,9.223850000000001,20,4,0.200000000000000,48.491951000000000,9.211414000000000,Europe,3.419600000000000,9.539000000000000,0.358500000000000,100.000000000000000,16,16,16,34,30600.000000000000000,0.548030601486000
-1,Reutlingen,18,48.525440000000003,9.228040000000000,20,6,0.300000000000000,48.491951000000000,9.211414000000000,Europe,3.920100000000000,9.539000000000000,0.411000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.160069827097000
-1,Reutlingen,19,48.527220000000000,9.229810000000001,20,13,0.650000000000000,48.491951000000000,9.211414000000000,Europe,4.149300000000000,9.539000000000000,0.435000000000000,100.000000000000000,18,18,18,36,32400.000000000000000,0.045800139868800
-1,Reutlingen,20,48.530000000000001,9.230320000000001,20,9,0.450000000000000,48.491951000000000,9.211414000000000,Europe,4.454200000000000,9.539000000000000,0.466900000000000,100.000000000000000,19,19,19,32,28800.000000000000000,0.048164647421800
-1,Reutlingen,21,48.531739999999999,9.229850000000001,20,5,0.250000000000000,48.491951000000000,9.211414000000000,Europe,4.628100000000000,9.539000000000000,0.485200000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.063679848771000
-1,Reutlingen,22,48.533749999999998,9.230860000000000,20,16,0.800000000000000,48.491951000000000,9.211414000000000,Europe,4.863600000000000,9.539000000000000,0.509900000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.355545939399000
-1,Reutlingen,23,48.534959999999998,9.233169999999999,19,9,0.474000000000000,48.491951000000000,9.211414000000000,Europe,5.043700000000000,9.539000000000000,0.528700000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.171689064449000
-1,Reutlingen,24,48.537399999999998,9.230800000000000,20,10,0.500000000000000,48.491951000000000,9.211414000000000,Europe,5.251600000000000,9.539000000000000,0.550500000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.126300885954000
-1,Reutlingen,25,48.539610000000003,9.232730000000000,20,13,0.650000000000000,48.491951000000000,9.211414000000000,Europe,5.527100000000000,9.539000000000000,0.579400000000000,100.000000000000000,24,24,24,36,32400.000000000000000,0.193751665143000
-1,Reutlingen,26,48.542110000000001,9.234180000000000,20,15,0.750000000000000,48.491951000000000,9.211414000000000,Europe,5.824000000000000,9.539000000000000,0.610500000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.078105393956800
-1,Reutlingen,27,48.543740000000000,9.240019999999999,20,16,0.800000000000000,48.491951000000000,9.211414000000000,Europe,6.132000000000000,9.539000000000000,0.642800000000000,100.000000000000000,26,26,26,36,32400.000000000000000,0.051554215140600
-1,Reutlingen,28,48.545980000000000,9.238880000000000,20,15,0.750000000000000,48.491951000000000,9.211414000000000,Europe,6.339200000000000,9.539000000000000,0.664600000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.038517559639000
-1,Reutlingen,29,48.548139999999997,9.237970000000001,20,3,0.150000000000000,48.491951000000000,9.211414000000000,Europe,6.546900000000000,9.539000000000000,0.686300000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.034813592003500
-1,Reutlingen,30,48.551510000000000,9.237860000000000,19,9,0.474000000000000,48.491951000000000,9.211414000000000,Europe,6.903100000000000,9.539000000000000,0.723700000000000,100.000000000000000,29,29,29,36,32400.000000000000000,0.119851401593000
-1,Reutlingen,31,48.554360000000003,9.240750000000000,20,7,0.350000000000000,48.491951000000000,9.211414000000000,Europe,7.268100000000000,9.539000000000000,0.761900000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.061495339597700
-1,Reutlingen,32,48.557589999999998,9.240420000000000,20,7,0.350000000000000,48.491951000000000,9.211414000000000,Europe,7.604900000000000,9.539000000000000,0.797200000000000,100.000000000000000,31,31,31,37,33300.000000000000000,0.085105872209600
-1,Reutlingen,33,48.560220000000001,9.239400000000000,20,16,0.800000000000000,48.491951000000000,9.211414000000000,Europe,7.866000000000000,9.539000000000000,0.824600000000000,100.000000000000000,32,32,32,32,28800.000000000000000,0.477963925805000
-1,Reutlingen,34,48.562660000000001,9.239780000000000,20,9,0.450000000000000,48.491951000000000,9.211414000000000,Europe,8.135199999999999,9.539000000000000,0.852800000000000,100.000000000000000,33,33,33,32,28800.000000000000000,0.249324180069000
-1,Reutlingen,35,48.564380000000000,9.238440000000001,20,8,0.400000000000000,48.491951000000000,9.211414000000000,Europe,8.295999999999999,9.539000000000000,0.869700000000000,100.000000000000000,34,34,34,37,33300.000000000000000,0.097052998790500
-1,Reutlingen,36,48.566969999999998,9.238580000000001,20,14,0.700000000000000,48.491951000000000,9.211414000000000,Europe,8.578200000000001,9.539000000000000,0.899300000000000,100.000000000000000,35,35,35,32,28800.000000000000000,0.149311945192000
-1,Reutlingen,37,48.568939999999998,9.239409999999999,20,4,0.200000000000000,48.491951000000000,9.211414000000000,Europe,8.805500000000000,9.539000000000000,0.923100000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.146629474738000
-1,Reutlingen,38,48.571599999999997,9.240180000000001,20,4,0.200000000000000,48.491951000000000,9.211414000000000,Europe,9.106299999999999,9.539000000000000,0.954600000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.248778181949000
-1,Reutlingen,39,48.573590000000003,9.236129999999999,20,3,0.150000000000000,48.491951000000000,9.211414000000000,Europe,9.258500000000000,9.539000000000000,0.970600000000000,100.000000000000000,38,38,38,34,30600.000000000000000,0.298850947772000
-1,Reutlingen,40,48.576009999999997,9.237280000000000,20,14,0.700000000000000,48.491951000000000,9.211414000000000,Europe,9.539000000000000,9.539000000000000,1.000000000000000,100.000000000000000,39,39,39,37,33300.000000000000000,0.413374883702000
