OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,kyoto_110036_20180224_NDVI_pcs_OID,kyoto_110036_20180224_NDVI_pcs_FID_,kyoto_110036_20180224_NDVI_pcs_COUNT,kyoto_110036_20180224_NDVI_pcs_AREA,kyoto_110036_20180224_NDVI_pcs_MEAN
-1,Kyoto,1,34.989120000000000,135.768190000000004,20,1,0.050000000000000,35.003655000000002,135.759676000000013,Asia,1.792700000000000,24.630299999999998,0.072800000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.120446441589000
-1,Kyoto,2,34.985680000000002,135.767470000000003,20,16,0.800000000000000,35.003655000000002,135.759676000000013,Asia,2.121100000000000,24.630299999999998,0.086100000000000,100.000000000000000,1,1,1,32,28800.000000000000000,0.153536239988000
-1,Kyoto,3,34.989860000000000,135.764219999999995,20,0,0.000000000000000,35.003655000000002,135.759676000000013,Asia,1.588800000000000,24.630299999999998,0.064500000000000,100.000000000000000,2,2,2,36,32400.000000000000000,0.114522848796000
-1,Kyoto,4,34.990409999999997,135.760099999999994,20,14,0.700000000000000,35.003655000000002,135.759676000000013,Asia,1.473300000000000,24.630299999999998,0.059800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.110965982931000
-1,Kyoto,5,34.985970000000002,135.748840000000001,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,2.200300000000000,24.630299999999998,0.089300000000000,100.000000000000000,4,4,4,36,32400.000000000000000,0.192179525840000
-1,Kyoto,6,34.987479999999998,135.744490000000013,20,7,0.350000000000000,35.003655000000002,135.759676000000013,Asia,2.269000000000000,24.630299999999998,0.092100000000000,100.000000000000000,5,5,5,32,28800.000000000000000,0.174195923842000
-1,Kyoto,7,34.986719999999998,135.741420000000005,11,1,0.091000000000000,35.003655000000002,135.759676000000013,Asia,2.512300000000000,24.630299999999998,0.102000000000000,100.000000000000000,6,6,6,36,32400.000000000000000,0.116003948471000
-1,Kyoto,8,34.993530000000000,135.729289999999992,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,2.988000000000000,24.630299999999998,0.121300000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.127085493641000
-1,Kyoto,9,34.993910000000000,135.724269999999990,20,11,0.550000000000000,35.003655000000002,135.759676000000013,Asia,3.402200000000000,24.630299999999998,0.138100000000000,100.000000000000000,8,8,8,37,33300.000000000000000,0.096469187001500
-1,Kyoto,10,34.990890000000000,135.724989999999991,20,12,0.600000000000000,35.003655000000002,135.759676000000013,Asia,3.463700000000000,24.630299999999998,0.140600000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.128152153960000
-1,Kyoto,11,34.989120000000000,135.723950000000002,20,12,0.600000000000000,35.003655000000002,135.759676000000013,Asia,3.633500000000000,24.630299999999998,0.147500000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.101588952861000
-1,Kyoto,12,34.989899999999999,135.715869999999995,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,4.273300000000000,24.630299999999998,0.173500000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.206187415868000
-1,Kyoto,13,34.988140000000001,135.713500000000010,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,4.546200000000000,24.630299999999998,0.184600000000000,100.000000000000000,12,12,12,34,30600.000000000000000,0.226270970176000
-1,Kyoto,14,34.983469999999997,135.712040000000002,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,4.885400000000000,24.630299999999998,0.198300000000000,100.000000000000000,13,13,13,37,33300.000000000000000,0.186004334406000
-1,Kyoto,15,34.977300000000000,135.689300000000003,20,1,0.050000000000000,35.003655000000002,135.759676000000013,Asia,7.049000000000000,24.630299999999998,0.286200000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.294273870758000
-1,Kyoto,16,34.970610000000001,135.690439999999995,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,7.299600000000000,24.630299999999998,0.296400000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.341251693879000
-1,Kyoto,17,34.979970000000002,135.680970000000002,20,18,0.900000000000000,35.003655000000002,135.759676000000013,Asia,7.638100000000000,24.630299999999998,0.310100000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.223643771373000
-1,Kyoto,18,34.973889999999997,135.670780000000008,20,7,0.350000000000000,35.003655000000002,135.759676000000013,Asia,8.748500000000000,24.630299999999998,0.355200000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.238028655095000
-1,Kyoto,19,34.976819999999996,135.665699999999987,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,9.066000000000001,24.630299999999998,0.368100000000000,100.000000000000000,18,18,18,36,32400.000000000000000,0.289950948622000
-1,Kyoto,20,34.974119999999999,135.663759999999996,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,9.334500000000000,24.630299999999998,0.379000000000000,100.000000000000000,19,19,19,34,30600.000000000000000,0.291291626499000
-1,Kyoto,21,35.108510000000003,135.521320000000003,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,24.630299999999998,24.630299999999998,1.000000000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.345577452012000
-1,Kyoto,22,35.104320000000001,135.528410000000008,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,23.841999999999999,24.630299999999998,0.968000000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.367462620565000
-1,Kyoto,23,35.099110000000003,135.530360000000002,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,23.417800000000000,24.630299999999998,0.950800000000000,100.000000000000000,22,22,22,37,33300.000000000000000,0.321542536890000
-1,Kyoto,24,35.094889999999999,135.533580000000001,19,3,0.158000000000000,35.003655000000002,135.759676000000013,Asia,22.946100000000001,24.630299999999998,0.931600000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.293848546488000
-1,Kyoto,25,35.089109999999998,135.536939999999987,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,22.392600000000002,24.630299999999998,0.909100000000000,100.000000000000000,24,24,24,34,30600.000000000000000,0.312305439921000
-1,Kyoto,26,35.084310000000002,135.538250000000005,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,22.062899999999999,24.630299999999998,0.895800000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.302690973878000
-1,Kyoto,27,35.078029999999998,135.536740000000009,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,21.916399999999999,24.630299999999998,0.889800000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.280598392657000
-1,Kyoto,28,35.073860000000003,135.537160000000000,17,6,0.353000000000000,35.003655000000002,135.759676000000013,Asia,21.710400000000000,24.630299999999998,0.881500000000000,100.000000000000000,27,27,27,37,33300.000000000000000,0.250248957526000
-1,Kyoto,29,35.068600000000004,135.540050000000008,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,21.260000000000002,24.630299999999998,0.863200000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.221139274298000
