OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,los_angeles_041036_20180204_NDVI_pcs_OID,los_angeles_041036_20180204_NDVI_pcs_FID_,los_angeles_041036_20180204_NDVI_pcs_COUNT,los_angeles_041036_20180204_NDVI_pcs_AREA,los_angeles_041036_20180204_NDVI_pcs_MEAN
-1,Los_Angeles,1,34.040430999999998,-118.218226000000001,20,4,0.200000000000000,34.050249000000001,-118.254907000000003,USA,North America,3.551600000000000,42.239899999999999,0.084100000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.300671272778000
-1,Los_Angeles,2,34.052954000000000,-118.217449999999999,20,2,0.100000000000000,34.050249000000001,-118.254907000000003,USA,North America,3.463900000000000,42.239899999999999,0.082000000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.375613267637000
-1,Los_Angeles,3,34.053733999999999,-118.243634999999998,19,7,0.368000000000000,34.050249000000001,-118.254907000000003,USA,North America,1.108400000000000,42.239899999999999,0.026200000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.281776228188000
-1,Los_Angeles,4,34.056469999999997,-118.244870000000006,15,14,0.933000000000000,34.050249000000001,-118.254907000000003,USA,North America,1.154800000000000,42.239899999999999,0.027300000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.160391567647000
-1,Los_Angeles,5,34.061556000000003,-118.257965999999996,20,10,0.500000000000000,34.050249000000001,-118.254907000000003,USA,North America,1.288500000000000,42.239899999999999,0.030500000000000,100.000000000000000,4,4,4,34,30600.000000000000000,0.306497419034000
-1,Los_Angeles,6,34.072367000000000,-118.261555999999999,20,3,0.150000000000000,34.050249000000001,-118.254907000000003,USA,North America,2.534500000000000,42.239899999999999,0.060000000000000,100.000000000000000,5,5,5,32,28800.000000000000000,0.202066780941000
-1,Los_Angeles,7,34.060243999999997,-118.276362000000006,20,7,0.350000000000000,34.050249000000001,-118.254907000000003,USA,North America,2.267600000000000,42.239899999999999,0.053700000000000,100.000000000000000,6,6,6,33,29700.000000000000000,0.216463710337000
-1,Los_Angeles,8,34.061695999999998,-118.281947000000002,20,1,0.050000000000000,34.050249000000001,-118.254907000000003,USA,North America,2.797400000000000,42.239899999999999,0.066200000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.141646751376000
-1,Los_Angeles,9,34.067945999999999,-118.287456000000006,20,13,0.650000000000000,34.050249000000001,-118.254907000000003,USA,North America,3.586500000000000,42.239899999999999,0.084900000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.254424916846000
-1,Los_Angeles,10,34.084595000000000,-118.282285999999999,20,7,0.350000000000000,34.050249000000001,-118.254907000000003,USA,North America,4.576600000000000,42.239899999999999,0.108300000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.336504220963000
-1,Los_Angeles,11,34.099882000000001,-118.294815000000000,20,8,0.400000000000000,34.050249000000001,-118.254907000000003,USA,North America,6.630900000000000,42.239899999999999,0.157000000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.457049940829000
-1,Los_Angeles,12,34.096096000000003,-118.334806000000000,18,4,0.222000000000000,34.050249000000001,-118.254907000000003,USA,North America,8.952400000000001,42.239899999999999,0.211900000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.350404966623000
-1,Los_Angeles,13,34.105432999999998,-118.349725000000007,20,17,0.850000000000000,34.050249000000001,-118.254907000000003,USA,North America,10.673000000000000,42.239899999999999,0.252700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.424847442763000
-1,Los_Angeles,14,34.102240899999998,-118.342275000000001,20,11,0.550000000000000,34.050249000000001,-118.254907000000003,USA,North America,9.908200000000001,42.239899999999999,0.234600000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.129703605410000
-1,Los_Angeles,15,34.109552999999998,-118.336793000000000,16,8,0.500000000000000,34.050249000000001,-118.254907000000003,USA,North America,10.018000000000001,42.239899999999999,0.237200000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.492911603621000
