OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,fairbanks_070014_20170316_NDVI_pcs_OID,fairbanks_070014_20170316_NDVI_pcs_FID_,fairbanks_070014_20170316_NDVI_pcs_COUNT,fairbanks_070014_20170316_NDVI_pcs_AREA,fairbanks_070014_20170316_NDVI_pcs_MEAN
-1,Fairbanks,1,64.830050000000000,-147.734059999999999,20,4,0.200000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.198600000000000,9.412500000000000,0.127300000000000,100.000000000000000,0,0,0,34,30600.000000000000000,-0.012664301837900
-1,Fairbanks,2,64.831280000000007,-147.730760000000004,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.991800000000000,9.412500000000000,0.105400000000000,100.000000000000000,1,1,1,36,32400.000000000000000,-0.008929919503220
-1,Fairbanks,3,64.833119999999994,-147.731549999999999,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.884400000000000,9.412500000000000,0.094000000000000,100.000000000000000,2,2,2,32,28800.000000000000000,-0.031968608342100
-1,Fairbanks,4,64.835830000000001,-147.731099999999998,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.728600000000000,9.412500000000000,0.077400000000000,100.000000000000000,3,3,3,32,28800.000000000000000,-0.024337326215600
-1,Fairbanks,5,64.837350000000001,-147.731750000000005,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.728000000000000,9.412500000000000,0.077300000000000,100.000000000000000,4,4,4,32,28800.000000000000000,-0.012695455752700
-1,Fairbanks,6,64.838030000000003,-147.733489999999989,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.809200000000000,9.412500000000000,0.086000000000000,100.000000000000000,5,5,5,24,21600.000000000000000,-0.023896452667600
-1,Fairbanks,7,64.839160000000007,-147.735649999999993,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.923700000000000,9.412500000000000,0.098100000000000,100.000000000000000,6,6,6,31,27900.000000000000000,-0.007254153326710
-1,Fairbanks,8,64.845160000000007,-147.722579999999994,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.871700000000000,9.412500000000000,0.092600000000000,100.000000000000000,7,7,7,35,31500.000000000000000,-0.011390278628100
-1,Fairbanks,9,64.845609999999994,-147.726879999999994,20,7,0.350000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.002500000000000,9.412500000000000,0.106500000000000,100.000000000000000,8,8,8,36,32400.000000000000000,-0.010838303831400
-1,Fairbanks,10,64.845309999999998,-147.717600000000004,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.839700000000000,9.412500000000000,0.089200000000000,100.000000000000000,9,9,9,35,31500.000000000000000,-0.009984505475900
-1,Fairbanks,11,64.847780000000000,-147.716600000000000,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.112400000000000,9.412500000000000,0.118200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,-0.013767856489200
-1,Fairbanks,12,64.851900000000001,-147.715170000000001,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.571600000000000,9.412500000000000,0.167000000000000,100.000000000000000,11,11,11,35,31500.000000000000000,-0.006538628440880
-1,Fairbanks,13,64.851910000000004,-147.717170000000010,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.572100000000000,9.412500000000000,0.167000000000000,100.000000000000000,12,12,12,23,20700.000000000000000,0.011369203060400
-1,Fairbanks,14,64.862219999999994,-147.742510000000010,20,4,0.200000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.985300000000000,9.412500000000000,0.317200000000000,100.000000000000000,13,13,13,36,32400.000000000000000,-0.034685287055500
-1,Fairbanks,15,64.860619999999997,-147.724909999999994,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.571900000000000,9.412500000000000,0.273200000000000,100.000000000000000,14,14,14,35,31500.000000000000000,-0.028405220553800
-1,Fairbanks,16,64.857560000000007,-147.749560000000002,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.701400000000000,9.412500000000000,0.287000000000000,100.000000000000000,15,15,15,36,32400.000000000000000,0.088693930473200
-1,Fairbanks,17,64.854179999999999,-147.751659999999987,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.471200000000000,9.412500000000000,0.262500000000000,100.000000000000000,16,16,16,36,32400.000000000000000,0.064928459501600
-1,Fairbanks,18,64.867769999999993,-147.695159999999987,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,3.482700000000000,9.412500000000000,0.370000000000000,100.000000000000000,17,17,17,32,28800.000000000000000,0.047611283149300
-1,Fairbanks,19,64.855289999999997,-147.688359999999989,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.355200000000000,9.412500000000000,0.250200000000000,100.000000000000000,18,18,18,35,31500.000000000000000,-0.019394278143800
-1,Fairbanks,20,64.858339999999998,-147.675309999999996,20,3,0.150000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.999500000000000,9.412500000000000,0.318700000000000,100.000000000000000,19,19,19,34,30600.000000000000000,0.004976522555810
-1,Fairbanks,21,64.859359999999995,-147.675309999999996,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,3.086800000000000,9.412500000000000,0.327900000000000,100.000000000000000,20,20,20,23,20700.000000000000000,-0.003024646086090
-1,Fairbanks,22,64.870519999999999,-147.646620000000013,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,4.911500000000000,9.412500000000000,0.521800000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.029285957368200
-1,Fairbanks,23,64.896519999999995,-147.663049999999998,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.000900000000000,9.412500000000000,0.743800000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.155388072898000
-1,Fairbanks,24,64.898510000000002,-147.662520000000001,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.216500000000000,9.412500000000000,0.766700000000000,100.000000000000000,23,23,23,34,30600.000000000000000,0.238243076183000
-1,Fairbanks,25,64.906379999999999,-147.633690000000001,20,6,0.300000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.569699999999999,9.412500000000000,0.910500000000000,100.000000000000000,24,24,24,37,33300.000000000000000,0.054502259574900
