OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Chicago_gcs_PET_Feb_OID,F2_Chicago_gcs_PET_Feb_FID_,F2_Chicago_gcs_PET_Feb_COUNT,F2_Chicago_gcs_PET_Feb_AREA,F2_Chicago_gcs_PET_Feb_MEAN
-1,Chicago,1,41.851070000000000,-87.742540000000005,15,0,0.000000000000000,41.878112999999999,-87.629799000000006,North America,9.808400000000001,71.106300000000005,0.137900000000000,0,0,1,0.000069444451688,21.000000000000000
-1,Chicago,2,41.862160000000003,-87.744969999999995,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,9.699999999999999,71.106300000000005,0.136400000000000,1,1,1,0.000069444451688,21.000000000000000
-1,Chicago,3,41.875059999999998,-87.744649999999993,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,9.515000000000001,71.106300000000005,0.133800000000000,2,2,1,0.000069444451688,21.000000000000000
-1,Chicago,4,41.891350000000003,-87.745230000000006,15,0,0.000000000000000,41.878112999999999,-87.629799000000006,North America,9.668500000000000,71.106300000000005,0.136000000000000,3,3,1,0.000069444451688,21.000000000000000
-1,Chicago,5,41.901400000000002,-87.746390000000005,15,4,0.267000000000000,41.878112999999999,-87.629799000000006,North America,9.992400000000000,71.106300000000005,0.140500000000000,4,4,1,0.000069444451688,21.000000000000000
-1,Chicago,6,41.911420000000000,-87.745170000000002,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,10.242300000000000,71.106300000000005,0.144000000000000,5,5,1,0.000069444451688,21.000000000000000
-1,Chicago,7,41.923330000000000,-87.746889999999993,15,1,0.067000000000000,41.878112999999999,-87.629799000000006,North America,10.917500000000000,71.106300000000005,0.153500000000000,6,6,1,0.000069444451688,21.000000000000000
-1,Chicago,8,41.936770000000003,-87.745590000000007,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,11.591300000000000,71.106300000000005,0.163000000000000,7,7,1,0.000069444451688,21.000000000000000
-1,Chicago,9,41.951610000000002,-87.746390000000005,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,12.643500000000000,71.106300000000005,0.177800000000000,8,8,1,0.000069444451688,21.000000000000000
-1,Chicago,10,41.963419999999999,-87.756360000000001,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,14.128900000000000,71.106300000000005,0.198700000000000,9,9,1,0.000069444451688,21.000000000000000
-1,Chicago,11,41.973390000000002,-87.764589999999998,15,1,0.067000000000000,41.878112999999999,-87.629799000000006,North America,15.381500000000001,71.106300000000005,0.216300000000000,10,10,1,0.000069444451688,21.000000000000000
-1,Chicago,12,41.986350000000002,-87.776790000000005,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,17.108499999999999,71.106300000000005,0.240600000000000,11,11,1,0.000069444451688,21.000000000000000
-1,Chicago,13,41.997799999999998,-87.787059999999997,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,18.609700000000000,71.106300000000005,0.261700000000000,12,12,1,0.000069444451688,21.000000000000000
-1,Chicago,14,42.010480000000001,-87.799260000000004,15,1,0.067000000000000,41.878112999999999,-87.629799000000006,North America,20.324100000000001,71.106300000000005,0.285800000000000,13,13,1,0.000069444451688,21.000000000000000
-1,Chicago,15,42.023420000000002,-87.810310000000001,15,8,0.533000000000000,41.878112999999999,-87.629799000000006,North America,21.997800000000002,71.106300000000005,0.309400000000000,14,14,1,0.000069444451688,21.000000000000000
-1,Chicago,16,42.037390000000002,-87.823869999999999,15,6,0.400000000000000,41.878112999999999,-87.629799000000006,North America,23.899699999999999,71.106300000000005,0.336100000000000,15,15,1,0.000069444451688,21.000000000000000
