OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F4_Ghent_gcs_PET_Apr_OID,F4_Ghent_gcs_PET_Apr_FID_,F4_Ghent_gcs_PET_Apr_COUNT,F4_Ghent_gcs_PET_Apr_AREA,F4_Ghent_gcs_PET_Apr_MEAN
-1,Ghent,1,51.034120000000001,3.716810000000000,20,4,0.200000000000000,51.053829000000000,3.725012000000000,Europe,2.265300000000000,10.037300000000000,0.225700000000000,0,0,1,0.000069444451688,64.000000000000000
-1,Ghent,2,51.031500000000001,3.718390000000000,20,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,2.525700000000000,10.037300000000000,0.251600000000000,1,1,1,0.000069444451688,64.000000000000000
-1,Ghent,3,51.035850000000003,3.718340000000000,20,2,0.100000000000000,51.053829000000000,3.725012000000000,Europe,2.052900000000000,10.037300000000000,0.204500000000000,,,,,
-1,Ghent,4,51.038510000000002,3.724050000000000,19,1,0.053000000000000,51.053829000000000,3.725012000000000,Europe,1.704700000000000,10.037300000000000,0.169800000000000,,,,,
-1,Ghent,5,51.027270000000001,3.715330000000000,20,3,0.150000000000000,51.053829000000000,3.725012000000000,Europe,3.029800000000000,10.037300000000000,0.301900000000000,2,4,1,0.000069444451688,64.000000000000000
-1,Ghent,6,51.043979999999998,3.732950000000000,20,1,0.050000000000000,51.053829000000000,3.725012000000000,Europe,1.227700000000000,10.037300000000000,0.122300000000000,3,5,1,0.000069444451688,64.000000000000000
-1,Ghent,7,51.045900000000003,3.731740000000000,20,2,0.100000000000000,51.053829000000000,3.725012000000000,Europe,0.999300000000000,10.037300000000000,0.099600000000000,,,,,
-1,Ghent,8,51.049410000000002,3.734290000000000,18,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,0.813700000000000,10.037300000000000,0.081100000000000,4,7,1,0.000069444451688,64.000000000000000
-1,Ghent,9,51.051650000000002,3.734980000000000,18,2,0.111000000000000,51.053829000000000,3.725012000000000,Europe,0.737700000000000,10.037300000000000,0.073500000000000,5,8,1,0.000069444451688,64.000000000000000
-1,Ghent,10,51.040340000000000,3.729090000000000,13,4,0.308000000000000,51.053829000000000,3.725012000000000,Europe,1.526800000000000,10.037300000000000,0.152100000000000,6,9,1,0.000069444451688,64.000000000000000
-1,Ghent,11,51.017640000000000,3.712930000000000,20,5,0.250000000000000,51.053829000000000,3.725012000000000,Europe,4.111800000000000,10.037300000000000,0.409700000000000,7,10,1,0.000069444451688,65.000000000000000
-1,Ghent,12,51.016430000000000,3.715930000000000,19,1,0.053000000000000,51.053829000000000,3.725012000000000,Europe,4.206800000000000,10.037300000000000,0.419100000000000,8,11,1,0.000069444451688,65.000000000000000
-1,Ghent,13,51.004440000000002,3.703020000000000,14,3,0.214000000000000,51.053829000000000,3.725012000000000,Europe,5.703100000000000,10.037300000000000,0.568200000000000,9,12,1,0.000069444451688,65.000000000000000
-1,Ghent,14,51.001060000000003,3.702700000000000,12,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,6.071600000000000,10.037300000000000,0.604900000000000,,,,,
-1,Ghent,15,51.023569999999999,3.707250000000000,15,4,0.267000000000000,51.053829000000000,3.725012000000000,Europe,3.586500000000000,10.037300000000000,0.357300000000000,10,14,1,0.000069444451688,65.000000000000000
-1,Ghent,16,51.024650000000001,3.713530000000000,16,3,0.188000000000000,51.053829000000000,3.725012000000000,Europe,3.342400000000000,10.037300000000000,0.333000000000000,,,,,
-1,Ghent,17,51.042240000000000,3.731100000000000,15,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,1.357100000000000,10.037300000000000,0.135200000000000,,,,,
-1,Ghent,18,51.059320000000000,3.735530000000000,20,4,0.200000000000000,51.053829000000000,3.725012000000000,Europe,0.955600000000000,10.037300000000000,0.095200000000000,11,17,1,0.000069444451688,64.000000000000000
-1,Ghent,19,51.050719999999998,3.738570000000000,20,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,1.008800000000000,10.037300000000000,0.100500000000000,,,,,
-1,Ghent,20,51.035240000000002,3.722540000000000,14,5,0.357000000000000,51.053829000000000,3.725012000000000,Europe,2.074200000000000,10.037300000000000,0.206600000000000,,,,,
-1,Ghent,21,51.012390000000003,3.704540000000000,14,7,0.500000000000000,51.053829000000000,3.725012000000000,Europe,4.825100000000000,10.037300000000000,0.480700000000000,12,20,1,0.000069444451688,65.000000000000000
-1,Ghent,22,51.009140000000002,3.715120000000000,20,8,0.400000000000000,51.053829000000000,3.725012000000000,Europe,5.017100000000000,10.037300000000000,0.499800000000000,,,,,
-1,Ghent,23,50.998449999999998,3.704770000000000,19,2,0.105000000000000,51.053829000000000,3.725012000000000,Europe,6.318500000000000,10.037300000000000,0.629500000000000,13,22,1,0.000069444451688,65.000000000000000
