OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_Munich_gcs_PET_Sep_OID,F9_Munich_gcs_PET_Sep_FID_,F9_Munich_gcs_PET_Sep_COUNT,F9_Munich_gcs_PET_Sep_AREA,F9_Munich_gcs_PET_Sep_MEAN
-1,Munich,1,48.203310000000002,11.336270000000001,20,1,0.050000000000000,48.135123999999998,11.581981000000001,Europe,19.736300000000000,19.736300000000000,1.000000000000000,0,0,1,0.000069444451688,75.000000000000000
-1,Munich,2,48.202170000000002,11.338559999999999,20,8,0.400000000000000,48.135123999999998,11.581981000000001,Europe,19.530999999999999,19.736300000000000,0.989600000000000,,,,,
-1,Munich,3,48.198399999999999,11.346240000000000,20,15,0.750000000000000,48.135123999999998,11.581981000000001,Europe,18.845900000000000,19.736300000000000,0.954900000000000,1,2,1,0.000069444451688,75.000000000000000
-1,Munich,4,48.198999999999998,11.352230000000000,20,9,0.450000000000000,48.135123999999998,11.581981000000001,Europe,18.460100000000001,19.736300000000000,0.935300000000000,2,3,1,0.000069444451688,75.000000000000000
-1,Munich,5,48.196990000000000,11.358650000000001,20,13,0.650000000000000,48.135123999999998,11.581981000000001,Europe,17.934899999999999,19.736300000000000,0.908700000000000,3,4,1,0.000069444451688,75.000000000000000
-1,Munich,6,48.195860000000003,11.361590000000000,20,8,0.400000000000000,48.135123999999998,11.581981000000001,Europe,17.685500000000001,19.736300000000000,0.896100000000000,,,,,
-1,Munich,7,48.195030000000003,11.367200000000000,12,1,0.083000000000000,48.135123999999998,11.581981000000001,Europe,17.265999999999998,19.736300000000000,0.874800000000000,4,6,1,0.000069444451688,75.000000000000000
-1,Munich,8,48.194090000000003,11.371660000000000,20,9,0.450000000000000,48.135123999999998,11.581981000000001,Europe,16.920700000000000,19.736300000000000,0.857300000000000,,,,,
-1,Munich,9,48.192630000000001,11.375500000000001,20,1,0.050000000000000,48.135123999999998,11.581981000000001,Europe,16.595500000000001,19.736300000000000,0.840900000000000,5,8,1,0.000069444451688,75.000000000000000
-1,Munich,10,48.192410000000002,11.380850000000001,20,7,0.350000000000000,48.135123999999998,11.581981000000001,Europe,16.220500000000001,19.736300000000000,0.821900000000000,,,,,
-1,Munich,11,48.191519999999997,11.385080000000000,20,7,0.350000000000000,48.135123999999998,11.581981000000001,Europe,15.893200000000000,19.736300000000000,0.805300000000000,6,10,1,0.000069444451688,75.000000000000000
-1,Munich,12,48.187930000000001,11.390599999999999,20,8,0.400000000000000,48.135123999999998,11.581981000000001,Europe,15.361400000000000,19.736300000000000,0.778300000000000,,,,,
-1,Munich,13,48.185899999999997,11.396920000000000,20,8,0.400000000000000,48.135123999999998,11.581981000000001,Europe,14.842200000000000,19.736300000000000,0.752000000000000,7,12,1,0.000069444451688,75.000000000000000
-1,Munich,14,48.183439999999997,11.398700000000000,19,4,0.211000000000000,48.135123999999998,11.581981000000001,Europe,14.617699999999999,19.736300000000000,0.740700000000000,,,,,
-1,Munich,15,48.180880000000002,11.403860000000000,20,7,0.350000000000000,48.135123999999998,11.581981000000001,Europe,14.157999999999999,19.736300000000000,0.717400000000000,8,14,1,0.000069444451688,75.000000000000000
-1,Munich,16,48.182980000000001,11.411590000000000,20,4,0.200000000000000,48.135123999999998,11.581981000000001,Europe,13.713200000000001,19.736300000000000,0.694800000000000,9,15,1,0.000069444451688,75.000000000000000
-1,Munich,17,48.181460000000001,11.414650000000000,20,2,0.100000000000000,48.135123999999998,11.581981000000001,Europe,13.438800000000001,19.736300000000000,0.680900000000000,,,,,
-1,Munich,18,48.179620000000000,11.418180000000000,20,6,0.300000000000000,48.135123999999998,11.581981000000001,Europe,13.119000000000000,19.736300000000000,0.664700000000000,10,17,1,0.000069444451688,75.000000000000000
-1,Munich,19,48.178840000000001,11.424860000000001,20,4,0.200000000000000,48.135123999999998,11.581981000000001,Europe,12.627900000000000,19.736300000000000,0.639800000000000,,,,,
-1,Munich,20,48.176060000000000,11.428020000000000,20,10,0.500000000000000,48.135123999999998,11.581981000000001,Europe,12.294400000000000,19.736300000000000,0.622900000000000,11,19,1,0.000069444451688,75.000000000000000
-1,Munich,21,48.174489999999999,11.433230000000000,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,11.870900000000001,19.736300000000000,0.601500000000000,12,20,1,0.000069444451688,75.000000000000000
-1,Munich,22,48.174570000000003,11.439750000000000,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,11.426100000000000,19.736300000000000,0.578900000000000,13,21,1,0.000069444451688,75.000000000000000
-1,Munich,23,48.173729999999999,11.448320000000001,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,10.804500000000001,19.736300000000000,0.547400000000000,14,22,1,0.000069444451688,75.000000000000000
-1,Munich,24,48.171250000000001,11.452270000000000,19,2,0.105000000000000,48.135123999999998,11.581981000000001,Europe,10.427099999999999,19.736300000000000,0.528300000000000,15,23,1,0.000069444451688,75.000000000000000
-1,Munich,25,48.170859999999998,11.455560000000000,18,7,0.389000000000000,48.135123999999998,11.581981000000001,Europe,10.185400000000000,19.736300000000000,0.516100000000000,,,,,
-1,Munich,26,48.168590000000002,11.459429999999999,20,2,0.100000000000000,48.135123999999998,11.581981000000001,Europe,9.823499999999999,19.736300000000000,0.497700000000000,16,25,1,0.000069444451688,75.000000000000000
-1,Munich,27,48.168059999999997,11.464480000000000,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,9.454900000000000,19.736300000000000,0.479100000000000,,,,,
-1,Munich,28,48.166249999999998,11.469980000000000,20,1,0.050000000000000,48.135123999999998,11.581981000000001,Europe,9.000999999999999,19.736300000000000,0.456100000000000,17,27,1,0.000069444451688,75.000000000000000
-1,Munich,29,48.164630000000002,11.474190000000000,20,8,0.400000000000000,48.135123999999998,11.581981000000001,Europe,8.643599999999999,19.736300000000000,0.438000000000000,,,,,
-1,Munich,30,48.165089999999999,11.479839999999999,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,8.277799999999999,19.736300000000000,0.419400000000000,18,29,1,0.000069444451688,75.000000000000000
-1,Munich,31,48.164140000000003,11.481470000000000,20,1,0.050000000000000,48.135123999999998,11.581981000000001,Europe,8.124800000000000,19.736300000000000,0.411700000000000,,,,,
-1,Munich,32,48.160490000000003,11.486580000000000,20,2,0.100000000000000,48.135123999999998,11.581981000000001,Europe,7.619200000000000,19.736300000000000,0.386100000000000,19,31,1,0.000069444451688,75.000000000000000
