OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F10_Stuttgart_gcs_PET_Oct_OID,F10_Stuttgart_gcs_PET_Oct_FID_,F10_Stuttgart_gcs_PET_Oct_COUNT,F10_Stuttgart_gcs_PET_Oct_AREA,F10_Stuttgart_gcs_PET_Oct_MEAN
-1,Stuttgart,1,48.785029999999999,9.186260000000001,20,8,0.400000000000000,48.777110999999998,9.180770000000001,Europe,0.968100000000000,12.433999999999999,0.077900000000000,0,0,1,0.000069444451688,43.000000000000000
-1,Stuttgart,2,48.781489999999998,9.184049999999999,20,5,0.250000000000000,48.777110999999998,9.180770000000001,Europe,0.543000000000000,12.433999999999999,0.043700000000000,1,1,1,0.000069444451688,43.000000000000000
-1,Stuttgart,3,48.779330000000002,9.182700000000001,20,1,0.050000000000000,48.777110999999998,9.180770000000001,Europe,0.284400000000000,12.433999999999999,0.022900000000000,2,2,1,0.000069444451688,43.000000000000000
-1,Stuttgart,4,48.776960000000003,9.182910000000000,19,4,0.211000000000000,48.777110999999998,9.180770000000001,Europe,0.157700000000000,12.433999999999999,0.012700000000000,,,,,
-1,Stuttgart,5,48.777610000000003,9.179330000000000,20,12,0.600000000000000,48.777110999999998,9.180770000000001,Europe,0.119200000000000,12.433999999999999,0.009600000000000,,,,,
-1,Stuttgart,6,48.781140000000001,9.173130000000000,20,8,0.400000000000000,48.777110999999998,9.180770000000001,Europe,0.717000000000000,12.433999999999999,0.057700000000000,3,5,1,0.000069444451688,42.000000000000000
-1,Stuttgart,7,48.779440000000001,9.169919999999999,20,5,0.250000000000000,48.777110999999998,9.180770000000001,Europe,0.836100000000000,12.433999999999999,0.067200000000000,,,,,
-1,Stuttgart,8,48.772759999999998,9.165319999999999,20,5,0.250000000000000,48.777110999999998,9.180770000000001,Europe,1.231200000000000,12.433999999999999,0.099000000000000,4,7,1,0.000069444451688,43.000000000000000
-1,Stuttgart,9,48.769240000000003,9.168749999999999,20,4,0.200000000000000,48.777110999999998,9.180770000000001,Europe,1.241700000000000,12.433999999999999,0.099900000000000,5,8,1,0.000069444451688,43.000000000000000
-1,Stuttgart,10,48.763129999999997,9.169639999999999,20,17,0.850000000000000,48.777110999999998,9.180770000000001,Europe,1.755600000000000,12.433999999999999,0.141200000000000,6,9,1,0.000069444451688,42.000000000000000
-1,Stuttgart,11,48.760790000000000,9.173290000000000,20,0,0.000000000000000,48.777110999999998,9.180770000000001,Europe,1.895800000000000,12.433999999999999,0.152500000000000,,,,,
-1,Stuttgart,12,48.760129999999997,9.177400000000000,20,1,0.050000000000000,48.777110999999998,9.180770000000001,Europe,1.904300000000000,12.433999999999999,0.153200000000000,7,11,1,0.000069444451688,42.000000000000000
-1,Stuttgart,13,48.753489999999999,9.172090000000001,10,7,0.700000000000000,48.777110999999998,9.180770000000001,Europe,2.702500000000000,12.433999999999999,0.217300000000000,8,12,1,0.000069444451688,42.000000000000000
-1,Stuttgart,14,48.751260000000002,9.169940000000000,20,6,0.300000000000000,48.777110999999998,9.180770000000001,Europe,2.982100000000000,12.433999999999999,0.239800000000000,,,,,
-1,Stuttgart,15,48.749760000000002,9.167439999999999,20,6,0.300000000000000,48.777110999999998,9.180770000000001,Europe,3.194400000000000,12.433999999999999,0.256900000000000,9,14,1,0.000069444451688,42.000000000000000
-1,Stuttgart,16,48.746749999999999,9.158620000000001,20,11,0.550000000000000,48.777110999999998,9.180770000000001,Europe,3.746100000000000,12.433999999999999,0.301300000000000,10,15,1,0.000069444451688,41.000000000000000
-1,Stuttgart,17,48.743380000000002,9.159260000000000,20,2,0.100000000000000,48.777110999999998,9.180770000000001,Europe,4.068600000000000,12.433999999999999,0.327200000000000,,,,,
-1,Stuttgart,18,48.740949999999998,9.154780000000001,20,4,0.200000000000000,48.777110999999998,9.180770000000001,Europe,4.449400000000000,12.433999999999999,0.357800000000000,11,17,1,0.000069444451688,42.000000000000000
-1,Stuttgart,19,48.735259999999997,9.153600000000001,20,3,0.150000000000000,48.777110999999998,9.180770000000001,Europe,5.061900000000000,12.433999999999999,0.407100000000000,,,,,
-1,Stuttgart,20,48.732559999999999,9.151059999999999,20,7,0.350000000000000,48.777110999999998,9.180770000000001,Europe,5.411500000000000,12.433999999999999,0.435200000000000,12,19,1,0.000069444451688,41.000000000000000
-1,Stuttgart,21,48.729970000000002,9.151100000000000,20,3,0.150000000000000,48.777110999999998,9.180770000000001,Europe,5.675200000000000,12.433999999999999,0.456400000000000,,,,,
