OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F10_Port_Hope_gcs_PET_Oct_OID,F10_Port_Hope_gcs_PET_Oct_FID_,F10_Port_Hope_gcs_PET_Oct_COUNT,F10_Port_Hope_gcs_PET_Oct_AREA,F10_Port_Hope_gcs_PET_Oct_MEAN
-1,Port_Hope,1,43.948185000000002,-78.293952000000004,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,0.375766513690000,4.753816187750000,0.079000000000000,0,0,1,0.000069444451688,50.000000000000000
-1,Port_Hope,2,43.950270000000003,-78.293480000000002,NA,NA,0.000000000000000,43.951562000000003,-78.294127000000003,North America,0.152715271961000,4.753816187750000,0.032100000000000,1,1,1,0.000069444451688,49.000000000000000
-1,Port_Hope,3,43.948607000000003,-78.290233999999998,NA,NA,0.400000000000000,43.951562000000003,-78.294127000000003,North America,0.452870646240000,4.753816187750000,0.095300000000000,2,2,1,0.000069444451688,50.000000000000000
-1,Port_Hope,4,43.948861000000001,-78.288079999999994,NA,NA,0.100000000000000,43.951562000000003,-78.294127000000003,North America,0.569686361655000,4.753816187750000,0.119800000000000,,,,,
-1,Port_Hope,5,43.949491999999999,-78.286505000000005,NA,NA,0.100000000000000,43.951562000000003,-78.294127000000003,North America,0.652139180943000,4.753816187750000,0.137200000000000,,,,,
-1,Port_Hope,6,43.951146000000001,-78.284889000000007,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,0.740970164286000,4.753816187750000,0.155900000000000,3,5,1,0.000069444451688,49.000000000000000
-1,Port_Hope,7,43.952047999999998,-78.283793000000003,NA,NA,0.400000000000000,43.951562000000003,-78.294127000000003,North America,0.829019375910000,4.753816187750000,0.174400000000000,,,,,
-1,Port_Hope,8,43.950870000000002,-78.280919999999995,NA,NA,0.400000000000000,43.951562000000003,-78.294127000000003,North America,1.060052067330000,4.753816187750000,0.223000000000000,4,7,1,0.000069444451688,49.000000000000000
-1,Port_Hope,9,43.951366999999998,-78.278944999999993,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,1.215548031900000,4.753816187750000,0.255700000000000,,,,,
-1,Port_Hope,10,43.952105000000003,-78.277073000000001,NA,NA,0.300000000000000,43.951562000000003,-78.294127000000003,North America,1.366538663210000,4.753816187750000,0.287500000000000,,,,,
-1,Port_Hope,11,43.953440999999998,-78.275491000000002,NA,NA,0.450000000000000,43.951562000000003,-78.294127000000003,North America,1.506389335670000,4.753816187750000,0.316900000000000,,,,,
-1,Port_Hope,12,43.953611000000002,-78.273328000000006,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,1.680493783980000,4.753816187750000,0.353500000000000,5,11,1,0.000069444451688,49.000000000000000
-1,Port_Hope,13,43.953963000000002,-78.272069999999999,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,1.785746108520000,4.753816187750000,0.375600000000000,,,,,
-1,Port_Hope,14,43.954683000000003,-78.269176000000002,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,2.027255354600000,4.753816187750000,0.426400000000000,,,,,
-1,Port_Hope,15,43.955106000000001,-78.266856000000004,NA,NA,0.350000000000000,43.951562000000003,-78.294127000000003,North America,2.218322079720000,4.753816187750000,0.466600000000000,,,,,
-1,Port_Hope,16,43.955835999999998,-78.262197000000000,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,2.599782397600000,4.753816187750000,0.546900000000000,6,15,1,0.000069444451688,50.000000000000000
-1,Port_Hope,17,43.957732999999998,-78.258726999999993,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,2.915597689830000,4.753816187750000,0.613300000000000,,,,,
-1,Port_Hope,18,43.959845000000001,-78.257557000000006,NA,NA,0.350000000000000,43.951562000000003,-78.294127000000003,North America,3.068779514080000,4.753816187750000,0.645500000000000,7,17,1,0.000069444451688,49.000000000000000
-1,Port_Hope,19,43.959051000000002,-78.255319000000000,NA,NA,0.250000000000000,43.951562000000003,-78.294127000000003,North America,3.216148609830000,4.753816187750000,0.676500000000000,,,,,
-1,Port_Hope,20,43.959387000000000,-78.252285999999998,NA,NA,0.250000000000000,43.951562000000003,-78.294127000000003,North America,3.460420395630000,4.753816187750000,0.727900000000000,,,,,
-1,Port_Hope,21,43.960135999999999,-78.246735000000001,NA,NA,0.250000000000000,43.951562000000003,-78.294127000000003,North America,3.911527208680000,4.753816187750000,0.822800000000000,8,20,1,0.000069444451688,49.000000000000000
-1,Port_Hope,22,43.960501999999998,-78.245287000000005,NA,NA,0.600000000000000,43.951562000000003,-78.294127000000003,North America,4.033862220360000,4.753816187750000,0.848600000000000,,,,,
-1,Port_Hope,23,43.961106000000001,-78.242959999999997,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,4.230959422800000,4.753816187750000,0.890000000000000,,,,,
-1,Port_Hope,24,43.961655999999998,-78.240573999999995,NA,NA,0.368421053000000,43.951562000000003,-78.294127000000003,North America,4.431178188770000,4.753816187750000,0.932100000000000,9,23,1,0.000069444451688,50.000000000000000
-1,Port_Hope,25,43.962550999999998,-78.236733000000001,NA,NA,0.350000000000000,43.951562000000003,-78.294127000000003,North America,4.753816187750000,4.753816187750000,1.000000000000000,,,,,
