OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F9_Ottawa_gcs_PET_Sep_OID,F9_Ottawa_gcs_PET_Sep_FID_,F9_Ottawa_gcs_PET_Sep_COUNT,F9_Ottawa_gcs_PET_Sep_AREA,F9_Ottawa_gcs_PET_Sep_MEAN
-1,Ottawa,1,45.419939999999997,-75.706850000000003,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.774500000000000,14.727100000000000,0.052600000000000,0,0,1,0.000069444451688,81.000000000000000
-1,Ottawa,2,45.417389999999997,-75.695449999999994,15,11,0.733000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.480200000000000,14.727100000000000,0.032600000000000,1,1,1,0.000069444451688,81.000000000000000
-1,Ottawa,3,45.414580000000001,-75.696209999999994,15,5,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.776800000000000,14.727100000000000,0.052700000000000,2,2,1,0.000069444451688,81.000000000000000
-1,Ottawa,4,45.413660000000000,-75.698560000000001,14,4,0.286000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.881800000000000,14.727100000000000,0.059900000000000,,,,,
-1,Ottawa,5,45.412700000000001,-75.701509999999999,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,1.038400000000000,14.727100000000000,0.070500000000000,3,4,1,0.000069444451688,81.000000000000000
-1,Ottawa,6,45.408189999999998,-75.703249999999997,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,1.557200000000000,14.727100000000000,0.105700000000000,4,5,1,0.000069444451688,81.000000000000000
-1,Ottawa,7,45.403280000000002,-75.701059999999998,12,6,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,2.051900000000000,14.727100000000000,0.139300000000000,,,,,
-1,Ottawa,8,45.389989999999997,-75.696259999999995,15,6,0.400000000000000,45.421531999999999,-75.697188999999995,Canada,North America,3.508100000000000,14.727100000000000,0.238200000000000,5,7,1,0.000069444451688,81.000000000000000
-1,Ottawa,9,45.389659999999999,-75.696259999999995,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,3.544700000000000,14.727100000000000,0.240700000000000,,,,,
-1,Ottawa,10,45.380339999999997,-75.687860000000001,16,3,0.188000000000000,45.421531999999999,-75.697188999999995,Canada,North America,4.637900000000000,14.727100000000000,0.314900000000000,6,9,1,0.000069444451688,82.000000000000000
-1,Ottawa,11,45.375579999999999,-75.692859999999996,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,5.120800000000000,14.727100000000000,0.347700000000000,7,10,1,0.000069444451688,82.000000000000000
-1,Ottawa,12,45.371530000000000,-75.691059999999993,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,5.580500000000000,14.727100000000000,0.378900000000000,8,11,1,0.000069444451688,81.000000000000000
-1,Ottawa,13,45.379150000000003,-75.690950000000001,16,3,0.188000000000000,45.421531999999999,-75.697188999999995,Canada,North America,4.737800000000000,14.727100000000000,0.321700000000000,,,,,
-1,Ottawa,14,45.366880000000002,-75.690140000000000,15,5,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.101900000000000,14.727100000000000,0.414300000000000,,,,,
