OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F9_Leiden_gcs_PET_Sep_OID,F9_Leiden_gcs_PET_Sep_FID_,F9_Leiden_gcs_PET_Sep_COUNT,F9_Leiden_gcs_PET_Sep_AREA,F9_Leiden_gcs_PET_Sep_MEAN
-1,Leiden,1,52.160299999999999,4.481400000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.603300000000000,7.263600000000000,0.083100000000000,0,0,1,0.000069444451688,61.000000000000000
-1,Leiden,2,52.161600000000000,4.482100000000000,20,4,0.200000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.552000000000000,7.263600000000000,0.076000000000000,,,,,
-1,Leiden,3,52.164200000000001,4.485700000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.460000000000000,7.263600000000000,0.063300000000000,1,2,1,0.000069444451688,61.000000000000000
-1,Leiden,4,52.165599999999998,4.492200000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.520500000000000,7.263600000000000,0.071700000000000,2,3,1,0.000069444451688,61.000000000000000
-1,Leiden,5,52.163899999999998,4.496300000000000,19,4,0.211000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.523000000000000,7.263600000000000,0.072000000000000,,,,,
-1,Leiden,6,52.163499999999999,4.499600000000000,20,1,0.050000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.698000000000000,7.263600000000000,0.096100000000000,,,,,
-1,Leiden,7,52.166100000000000,4.504500000000000,21,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.126200000000000,7.263600000000000,0.155000000000000,3,6,1,0.000069444451688,61.000000000000000
-1,Leiden,8,52.167600000000000,4.506700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.340900000000000,7.263600000000000,0.184600000000000,4,7,1,0.000069444451688,61.000000000000000
-1,Leiden,9,52.167900000000003,4.508700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.474500000000000,7.263600000000000,0.203000000000000,5,8,1,0.000069444451688,61.000000000000000
-1,Leiden,10,52.168300000000002,4.510600000000000,17,1,0.059000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.608800000000000,7.263600000000000,0.221500000000000,,,,,
-1,Leiden,11,52.168799999999997,4.512800000000000,21,2,0.095000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.766700000000000,7.263600000000000,0.243200000000000,,,,,
-1,Leiden,12,52.169300000000000,4.516000000000000,16,2,0.125000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.985400000000000,7.263600000000000,0.273300000000000,,,,,
-1,Leiden,13,52.167800000000000,4.521000000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.232500000000000,7.263600000000000,0.307400000000000,6,12,1,0.000069444451688,61.000000000000000
-1,Leiden,14,52.166300000000000,4.524200000000000,18,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.393600000000000,7.263600000000000,0.329500000000000,7,13,1,0.000069444451688,61.000000000000000
-1,Leiden,15,52.166699999999999,4.526500000000000,14,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.556600000000000,7.263600000000000,0.352000000000000,8,14,1,0.000069444451688,61.000000000000000
-1,Leiden,16,52.167800000000000,4.529000000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.752800000000000,7.263600000000000,0.379000000000000,,,,,
-1,Leiden,17,52.168399999999998,4.535800000000000,16,3,0.188000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.217900000000000,7.263600000000000,0.443000000000000,9,16,1,0.000069444451688,61.000000000000000
-1,Leiden,18,52.171399999999998,4.533700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.183800000000000,7.263600000000000,0.438300000000000,,,,,
-1,Leiden,19,52.171700000000001,4.535600000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.316700000000000,7.263600000000000,0.456600000000000,,,,,
