OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F1_Latacunga_gcs_PET_Jan_OID,F1_Latacunga_gcs_PET_Jan_FID_,F1_Latacunga_gcs_PET_Jan_COUNT,F1_Latacunga_gcs_PET_Jan_AREA,F1_Latacunga_gcs_PET_Jan_MEAN
-1,Latacunga,1,-0.933840000000000,-78.614940000000004,22,3,0.136000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,0.026000000000000,27.346299999999999,0.001000000000000,0,0,1,0.000069444451688,118.000000000000000
-1,Latacunga,2,-0.931630000000000,-78.615719999999996,11,0,0.000000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,0.239300000000000,27.346299999999999,0.008800000000000,1,1,1,0.000069444451688,117.000000000000000
-1,Latacunga,3,-0.929090000000000,-78.617279999999994,18,0,0.000000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,0.569100000000000,27.346299999999999,0.020800000000000,2,2,1,0.000069444451688,118.000000000000000
-1,Latacunga,4,-0.923920000000000,-78.619810000000001,24,0,0.000000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,1.209000000000000,27.346299999999999,0.044200000000000,3,3,1,0.000069444451688,117.000000000000000
-1,Latacunga,5,-0.918670000000000,-78.619380000000007,17,1,0.059000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,1.735100000000000,27.346299999999999,0.063400000000000,,,,,
-1,Latacunga,6,-0.913100000000000,-78.618089999999995,21,12,0.571000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,2.308600000000000,27.346299999999999,0.084400000000000,4,5,1,0.000069444451688,117.000000000000000
-1,Latacunga,7,-0.907280000000000,-78.619990000000001,13,1,0.077000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,2.982600000000000,27.346299999999999,0.109100000000000,5,6,1,0.000069444451688,117.000000000000000
-1,Latacunga,8,-0.897950000000000,-78.614230000000006,15,1,0.067000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,3.966200000000000,27.346299999999999,0.145000000000000,6,7,1,0.000069444451688,116.000000000000000
-1,Latacunga,9,-0.891920000000000,-78.613780000000006,18,5,0.278000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,4.637700000000000,27.346299999999999,0.169600000000000,,,,,
-1,Latacunga,10,-0.888300000000000,-78.615120000000005,12,6,0.500000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,5.038600000000000,27.346299999999999,0.184300000000000,7,9,1,0.000069444451688,116.000000000000000
-1,Latacunga,11,-0.878020000000000,-78.613190000000003,15,10,0.667000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,6.184500000000000,27.346299999999999,0.226200000000000,8,10,1,0.000069444451688,116.000000000000000
-1,Latacunga,12,-0.872120000000000,-78.610900000000001,11,6,0.545000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,6.852000000000000,27.346299999999999,0.250600000000000,9,11,1,0.000069444451688,115.000000000000000
-1,Latacunga,13,-0.882450000000000,-78.614909999999995,14,0,0.000000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,5.689100000000000,27.346299999999999,0.208000000000000,,,,,
-1,Latacunga,14,-0.860080000000000,-78.608329999999995,25,12,0.480000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,8.208900000000000,27.346299999999999,0.300200000000000,10,13,1,0.000069444451688,115.000000000000000
-1,Latacunga,15,-0.851330000000000,-78.604439999999997,13,4,0.308000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,9.222799999999999,27.346299999999999,0.337300000000000,11,14,1,0.000069444451688,114.000000000000000
-1,Latacunga,16,-0.841180000000000,-78.598969999999994,11,15,1.364000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,10.429300000000000,27.346299999999999,0.381400000000000,12,15,1,0.000069444451688,114.000000000000000
-1,Latacunga,17,-0.830900000000000,-78.595950000000002,16,12,0.750000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,11.613500000000000,27.346299999999999,0.424700000000000,13,16,1,0.000069444451688,113.000000000000000
-1,Latacunga,18,-0.823220000000000,-78.594319999999996,10,2,0.200000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,12.486300000000000,27.346299999999999,0.456600000000000,14,17,1,0.000069444451688,113.000000000000000
-1,Latacunga,19,-0.806650000000000,-78.588260000000005,24,2,0.083000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,14.424600000000000,27.346299999999999,0.527500000000000,15,18,1,0.000069444451688,112.000000000000000
-1,Latacunga,20,-0.796560000000000,-78.585350000000005,10,4,0.400000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,15.589300000000000,27.346299999999999,0.570100000000000,16,19,1,0.000069444451688,111.000000000000000
-1,Latacunga,21,-0.789930000000000,-78.583640000000003,25,5,0.200000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,16.350100000000001,27.346299999999999,0.597900000000000,17,20,1,0.000069444451688,111.000000000000000
-1,Latacunga,22,-0.782510000000000,-78.578999999999994,15,5,0.333000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,17.269100000000002,27.346299999999999,0.631500000000000,18,21,1,0.000069444451688,110.000000000000000
-1,Latacunga,23,-0.780530000000000,-78.575519999999997,11,3,0.273000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,17.575700000000001,27.346299999999999,0.642700000000000,,,,,
-1,Latacunga,24,-0.776530000000000,-78.575839999999999,11,2,0.182000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,17.998200000000001,27.346299999999999,0.658200000000000,,,,,
-1,Latacunga,25,-0.771040000000000,-78.576099999999997,12,2,0.167000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,18.584499999999998,27.346299999999999,0.679600000000000,19,24,1,0.000069444451688,109.000000000000000
-1,Latacunga,26,-0.763700000000000,-78.572800000000001,10,5,0.500000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,19.464200000000002,27.346299999999999,0.711800000000000,20,25,1,0.000069444451688,108.000000000000000
-1,Latacunga,27,-0.758790000000000,-78.572699999999998,16,10,0.625000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,19.997199999999999,27.346299999999999,0.731300000000000,,,,,
-1,Latacunga,28,-0.754500000000000,-78.564899999999994,23,3,0.130000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,20.677299999999999,27.346299999999999,0.756100000000000,21,27,1,0.000069444451688,107.000000000000000
-1,Latacunga,29,-0.750950000000000,-78.563689999999994,13,3,0.231000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,21.093699999999998,27.346299999999999,0.771400000000000,,,,,
-1,Latacunga,30,-0.740790000000000,-78.566609999999997,10,10,1.000000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.102499999999999,27.346299999999999,0.808200000000000,22,29,1,0.000069444451688,104.000000000000000
-1,Latacunga,31,-0.738010000000000,-78.570329999999998,15,5,0.333000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.306999999999999,27.346299999999999,0.815700000000000,23,30,1,0.000069444451688,106.000000000000000
-1,Latacunga,32,-0.738310000000000,-78.573110000000000,15,9,0.600000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.207799999999999,27.346299999999999,0.812100000000000,,,,,
-1,Latacunga,33,-0.738340000000000,-78.578919999999997,16,7,0.438000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.078499999999998,27.346299999999999,0.807400000000000,24,32,1,0.000069444451688,107.000000000000000
-1,Latacunga,34,-0.734820000000000,-78.576909999999998,15,8,0.533000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.504400000000000,27.346299999999999,0.822900000000000,,,,,
-1,Latacunga,35,-0.724840000000000,-78.575199999999995,12,9,0.750000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,23.630099999999999,27.346299999999999,0.864100000000000,25,34,1,0.000069444451688,106.000000000000000
-1,Latacunga,36,-0.713230000000000,-78.572069999999997,14,3,0.214000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,24.963500000000000,27.346299999999999,0.912900000000000,26,35,1,0.000069444451688,105.000000000000000
-1,Latacunga,37,-0.702940000000000,-78.568539999999999,12,4,0.333000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,26.162099999999999,27.346299999999999,0.956700000000000,27,36,1,0.000069444451688,104.000000000000000
-1,Latacunga,38,-0.694030000000000,-78.565430000000006,11,5,0.455000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,27.201899999999998,27.346299999999999,0.994700000000000,28,37,1,0.000069444451688,101.000000000000000
-1,Latacunga,39,-0.692220000000000,-78.567850000000007,16,2,0.125000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,27.346299999999999,27.346299999999999,1.000000000000000,29,38,1,0.000069444451688,104.000000000000000
-1,Latacunga,40,-0.702940000000000,-78.582589999999996,14,5,0.357000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,25.899799999999999,27.346299999999999,0.947100000000000,30,39,1,0.000069444451688,106.000000000000000
