OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_Washington_gcs_PET_Aug_OID,F8_Washington_gcs_PET_Aug_FID_,F8_Washington_gcs_PET_Aug_COUNT,F8_Washington_gcs_PET_Aug_AREA,F8_Washington_gcs_PET_Aug_MEAN
-1,Washington,1,39.250700000000002,-77.380210000000005,15,2,0.133000000000000,38.907192000000002,-77.036873000000000,North America,48.345199999999998,48.345199999999998,1.000000000000000,0,0,1,0.000069444451688,152.000000000000000
-1,Washington,2,39.250059999999998,-77.368610000000004,15,7,0.467000000000000,38.907192000000002,-77.036873000000000,North America,47.681100000000001,48.345199999999998,0.986300000000000,1,1,1,0.000069444451688,152.000000000000000
-1,Washington,3,39.247970000000002,-77.357550000000003,15,8,0.533000000000000,38.907192000000002,-77.036873000000000,North America,46.926299999999998,48.345199999999998,0.970700000000000,2,2,1,0.000069444451688,151.000000000000000
-1,Washington,4,39.244979999999998,-77.340940000000003,15,5,0.333000000000000,38.907192000000002,-77.036873000000000,North America,45.822499999999998,48.345199999999998,0.947800000000000,3,3,1,0.000069444451688,151.000000000000000
-1,Washington,5,39.242640000000002,-77.322109999999995,15,5,0.333000000000000,38.907192000000002,-77.036873000000000,North America,44.694099999999999,48.345199999999998,0.924500000000000,4,4,1,0.000069444451688,150.000000000000000
-1,Washington,6,39.231940000000002,-77.328999999999994,14,3,0.214000000000000,38.907192000000002,-77.036873000000000,North America,44.045000000000002,48.345199999999998,0.911100000000000,5,5,1,0.000069444451688,150.000000000000000
-1,Washington,7,39.218400000000003,-77.331080000000000,15,6,0.400000000000000,38.907192000000002,-77.036873000000000,North America,42.926699999999997,48.345199999999998,0.887900000000000,6,6,1,0.000069444451688,151.000000000000000
-1,Washington,8,39.200330000000001,-77.326750000000004,15,3,0.200000000000000,38.907192000000002,-77.036873000000000,North America,41.097299999999997,48.345199999999998,0.850100000000000,7,7,1,0.000069444451688,151.000000000000000
-1,Washington,9,39.193240000000003,-77.334810000000004,15,8,0.533000000000000,38.907192000000002,-77.036873000000000,North America,40.909799999999997,48.345199999999998,0.846200000000000,8,8,1,0.000069444451688,152.000000000000000
-1,Washington,10,39.181440000000002,-77.352940000000004,14,8,0.571000000000000,38.907192000000002,-77.036873000000000,North America,40.926699999999997,48.345199999999998,0.846600000000000,9,9,1,0.000069444451688,154.000000000000000
