OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_La_Verne_gcs_PET_Nov_OID,F11_La_Verne_gcs_PET_Nov_FID_,F11_La_Verne_gcs_PET_Nov_COUNT,F11_La_Verne_gcs_PET_Nov_AREA,F11_La_Verne_gcs_PET_Nov_MEAN
-1,La_Verne,1,34.100450000000002,-117.773489999999995,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.522400000000000,6.107700000000000,0.085500000000000,0,0,1,0.000069444451688,71.000000000000000
-1,La_Verne,2,34.100589999999997,-117.772829999999999,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.460700000000000,6.107700000000000,0.075400000000000,,,,,
-1,La_Verne,3,34.104329999999997,-117.778570000000002,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,1.061700000000000,6.107700000000000,0.173800000000000,1,2,1,0.000069444451688,71.000000000000000
-1,La_Verne,4,34.104080000000003,-117.777590000000004,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.967500000000000,6.107700000000000,0.158400000000000,,,,,
-1,La_Verne,5,34.115110000000001,-117.760810000000006,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,1.713200000000000,6.107700000000000,0.280500000000000,2,4,1,0.000069444451688,71.000000000000000
-1,La_Verne,6,34.115130000000001,-117.743870000000001,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,2.718900000000000,6.107700000000000,0.445200000000000,3,5,1,0.000069444451688,71.000000000000000
-1,La_Verne,7,34.103220000000000,-117.767319999999998,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.268500000000000,6.107700000000000,0.044000000000000,,,,,
-1,La_Verne,8,34.104050000000001,-117.766990000000007,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.365000000000000,6.107700000000000,0.059800000000000,,,,,
-1,La_Verne,9,34.104830000000000,-117.766459999999995,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.461100000000000,6.107700000000000,0.075500000000000,4,8,1,0.000069444451688,71.000000000000000
-1,La_Verne,10,34.104309999999998,-117.763840000000002,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.532900000000000,6.107700000000000,0.087300000000000,,,,,
-1,La_Verne,11,34.105499999999999,-117.763509999999997,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.653300000000000,6.107700000000000,0.107000000000000,,,,,
