OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_St_Louis_gcs_PET_Aug_OID,F8_St_Louis_gcs_PET_Aug_FID_,F8_St_Louis_gcs_PET_Aug_COUNT,F8_St_Louis_gcs_PET_Aug_AREA,F8_St_Louis_gcs_PET_Aug_MEAN
-1,St_Louis,1,38.626710000000003,-90.194029999999998,12,3,0.250000000000000,38.627273000000002,-90.197889000000004,North America,0.341000000000000,37.038400000000003,0.009200000000000,0,0,1,0.000069444451688,158.000000000000000
-1,St_Louis,2,38.627299999999998,-90.197059999999993,13,0,0.000000000000000,38.627273000000002,-90.197889000000004,North America,0.072100000000000,37.038400000000003,0.001900000000000,,,,,
-1,St_Louis,3,38.627879999999998,-90.198589999999996,15,6,0.400000000000000,38.627273000000002,-90.197889000000004,North America,0.090900000000000,37.038400000000003,0.002500000000000,,,,,
-1,St_Louis,4,38.625590000000003,-90.195700000000002,13,3,0.231000000000000,38.627273000000002,-90.197889000000004,North America,0.266800000000000,37.038400000000003,0.007200000000000,,,,,
-1,St_Louis,5,38.617710000000002,-90.201329999999999,10,2,0.200000000000000,38.627273000000002,-90.197889000000004,North America,1.104600000000000,37.038400000000003,0.029800000000000,1,4,1,0.000069444451688,159.000000000000000
-1,St_Louis,6,38.614600000000003,-90.215540000000004,17,3,0.176000000000000,38.627273000000002,-90.197889000000004,North America,2.082600000000000,37.038400000000003,0.056200000000000,2,5,1,0.000069444451688,159.000000000000000
-1,St_Louis,7,38.611919999999998,-90.207260000000005,15,4,0.267000000000000,38.627273000000002,-90.197889000000004,North America,1.891400000000000,37.038400000000003,0.051100000000000,3,6,1,0.000069444451688,159.000000000000000
-1,St_Louis,8,38.608100000000000,-90.214169999999996,16,5,0.312000000000000,38.627273000000002,-90.197889000000004,North America,2.558500000000000,37.038400000000003,0.069100000000000,4,7,1,0.000069444451688,159.000000000000000
-1,St_Louis,9,38.597920000000002,-90.221249999999998,15,1,0.067000000000000,38.627273000000002,-90.197889000000004,North America,3.843600000000000,37.038400000000003,0.103800000000000,5,8,1,0.000069444451688,159.000000000000000
-1,St_Louis,10,38.601739999999999,-90.219420000000000,15,0,0.000000000000000,38.627273000000002,-90.197889000000004,North America,3.400000000000000,37.038400000000003,0.091800000000000,6,9,1,0.000069444451688,159.000000000000000
