OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_Buenos_Aires_gcs_PET_Sep_OID,F9_Buenos_Aires_gcs_PET_Sep_FID_,F9_Buenos_Aires_gcs_PET_Sep_COUNT,F9_Buenos_Aires_gcs_PET_Sep_AREA,F9_Buenos_Aires_gcs_PET_Sep_MEAN
-1,Buenos_Aires,1,-34.295099999999998,-59.095540000000000,20,14,0.700000000000000,-34.603682999999997,-58.381557000000001,South America,73.914900000000003,73.914900000000003,1.000000000000000,0,0,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,2,-34.306030000000000,-59.090229999999998,20,15,0.750000000000000,-34.603682999999997,-58.381557000000001,South America,72.920599999999993,73.914900000000003,0.986500000000000,1,1,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,3,-34.315040000000003,-59.082380000000001,20,8,0.400000000000000,-34.603682999999997,-58.381557000000001,South America,71.823700000000002,73.914900000000003,0.971700000000000,2,2,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,4,-34.325040000000001,-59.076509999999999,20,16,0.800000000000000,-34.603682999999997,-58.381557000000001,South America,70.845900000000000,73.914900000000003,0.958500000000000,3,3,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,5,-34.335009999999997,-59.071620000000003,20,15,0.750000000000000,-34.603682999999997,-58.381557000000001,South America,69.959100000000007,73.914900000000003,0.946500000000000,4,4,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,6,-34.347690000000000,-59.065559999999998,20,12,0.600000000000000,-34.603682999999997,-58.381557000000001,South America,68.858199999999997,73.914900000000003,0.931600000000000,5,5,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,7,-34.360169999999997,-59.060169999999999,20,12,0.600000000000000,-34.603682999999997,-58.381557000000001,South America,67.838600000000000,73.914900000000003,0.917800000000000,6,6,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,8,-34.374769999999998,-59.048130000000000,18,8,0.444000000000000,-34.603682999999997,-58.381557000000001,South America,66.182199999999995,73.914900000000003,0.895400000000000,7,7,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,9,-34.385730000000002,-59.038649999999997,20,12,0.600000000000000,-34.603682999999997,-58.381557000000001,South America,64.912599999999998,73.914900000000003,0.878200000000000,8,8,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,10,-34.398870000000002,-59.019359999999999,20,20,1.000000000000000,-34.603682999999997,-58.381557000000001,South America,62.726700000000001,73.914900000000003,0.848600000000000,9,9,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,11,-34.404899999999998,-59.012470000000000,14,10,0.714000000000000,-34.603682999999997,-58.381557000000001,South America,61.894300000000001,73.914900000000003,0.837400000000000,10,10,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,12,-34.413559999999997,-59.004600000000003,20,16,0.800000000000000,-34.603682999999997,-58.381557000000001,South America,60.877400000000002,73.914900000000003,0.823600000000000,11,11,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,13,-34.427810000000001,-58.996679999999998,20,16,0.800000000000000,-34.603682999999997,-58.381557000000001,South America,59.654800000000002,73.914900000000003,0.807100000000000,12,12,1,0.000069444451688,88.000000000000000
-1,Buenos_Aires,14,-34.429729999999999,-58.960979999999999,9,6,0.667000000000000,-34.603682999999997,-58.381557000000001,South America,56.500799999999998,73.914900000000003,0.764400000000000,13,13,1,0.000069444451688,88.000000000000000
-1,Buenos_Aires,15,-34.424950000000003,-58.959170000000000,20,18,0.900000000000000,-34.603682999999997,-58.381557000000001,South America,56.531100000000002,73.914900000000003,0.764800000000000,14,14,1,0.000069444451688,89.000000000000000
-1,Buenos_Aires,16,-34.452210000000001,-58.930630000000001,20,16,0.800000000000000,-34.603682999999997,-58.381557000000001,South America,53.044400000000003,73.914900000000003,0.717600000000000,15,15,1,0.000069444451688,88.000000000000000
-1,Buenos_Aires,17,-34.436340000000001,-58.824750000000002,20,19,0.950000000000000,-34.603682999999997,-58.381557000000001,South America,44.664499999999997,73.914900000000003,0.604300000000000,16,16,1,0.000069444451688,87.000000000000000
-1,Buenos_Aires,18,-34.604970000000002,-58.366660000000003,20,17,0.850000000000000,-34.603682999999997,-58.381557000000001,South America,1.370900000000000,73.914900000000003,0.018500000000000,,,,,
-1,Buenos_Aires,19,-34.608179999999997,-58.366360000000000,20,14,0.700000000000000,-34.603682999999997,-58.381557000000001,South America,1.478000000000000,73.914900000000003,0.020000000000000,,,,,
-1,Buenos_Aires,20,-34.613830000000000,-58.360219999999998,9,2,0.222000000000000,-34.603682999999997,-58.381557000000001,South America,2.255300000000000,73.914900000000003,0.030500000000000,,,,,
-1,Buenos_Aires,21,-34.599010000000000,-58.363979999999998,20,11,0.550000000000000,-34.603682999999997,-58.381557000000001,South America,1.690600000000000,73.914900000000003,0.022900000000000,,,,,
-1,Buenos_Aires,22,-34.594569999999997,-58.374130000000001,20,17,0.850000000000000,-34.603682999999997,-58.381557000000001,South America,1.220200000000000,73.914900000000003,0.016500000000000,,,,,
-1,Buenos_Aires,23,-34.600209999999997,-58.384529999999998,19,12,0.632000000000000,-34.603682999999997,-58.381557000000001,South America,0.472400000000000,73.914900000000003,0.006400000000000,17,22,1,0.000069444451688,77.000000000000000
-1,Buenos_Aires,24,-34.576799999999999,-58.407020000000003,17,11,0.647000000000000,-34.603682999999997,-58.381557000000001,South America,3.790600000000000,73.914900000000003,0.051300000000000,18,23,1,0.000069444451688,77.000000000000000
-1,Buenos_Aires,25,-34.570790000000002,-58.417240000000000,12,11,0.917000000000000,-34.603682999999997,-58.381557000000001,South America,4.903800000000000,73.914900000000003,0.066300000000000,,,,,
-1,Buenos_Aires,26,-34.561940000000000,-58.434719999999999,20,15,0.750000000000000,-34.603682999999997,-58.381557000000001,South America,6.725400000000000,73.914900000000003,0.091000000000000,,,,,
-1,Buenos_Aires,27,-34.560459999999999,-58.447760000000002,19,13,0.684000000000000,-34.603682999999997,-58.381557000000001,South America,7.735100000000000,73.914900000000003,0.104600000000000,19,26,1,0.000069444451688,79.000000000000000
-1,Buenos_Aires,28,-34.555050000000001,-58.457830000000001,20,13,0.650000000000000,-34.603682999999997,-58.381557000000001,South America,8.832000000000001,73.914900000000003,0.119500000000000,20,27,1,0.000069444451688,79.000000000000000
-1,Buenos_Aires,29,-34.436630000000001,-58.808259999999997,20,17,0.850000000000000,-34.603682999999997,-58.381557000000001,South America,43.281700000000001,73.914900000000003,0.585600000000000,21,28,1,0.000069444451688,86.000000000000000
