OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Seattle_gcs_PET_Feb_OID,F2_Seattle_gcs_PET_Feb_FID_,F2_Seattle_gcs_PET_Feb_COUNT,F2_Seattle_gcs_PET_Feb_AREA,F2_Seattle_gcs_PET_Feb_MEAN
-1,Seattle,1,47.984769999999997,-121.917379999999994,19,2,0.105000000000000,47.606209000000000,-122.332069000000004,North America,52.263199999999998,52.263199999999998,1.000000000000000,0,0,1,0.000069444451688,25.000000000000000
-1,Seattle,2,47.968069999999997,-121.924260000000004,19,3,0.158000000000000,47.606209000000000,-122.332069000000004,North America,50.470599999999997,52.263199999999998,0.965700000000000,1,1,1,0.000069444451688,25.000000000000000
-1,Seattle,3,47.962060000000001,-121.942290000000000,15,6,0.400000000000000,47.606209000000000,-122.332069000000004,North America,49.130299999999998,52.263199999999998,0.940100000000000,2,2,1,0.000069444451688,26.000000000000000
-1,Seattle,4,47.962750000000000,-121.980270000000004,19,9,0.474000000000000,47.606209000000000,-122.332069000000004,North America,47.567100000000003,52.263199999999998,0.910100000000000,3,3,1,0.000069444451688,26.000000000000000
-1,Seattle,5,47.952230000000000,-121.995980000000003,19,7,0.368000000000000,47.606209000000000,-122.332069000000004,North America,45.946100000000001,52.263199999999998,0.879100000000000,4,4,1,0.000069444451688,25.000000000000000
-1,Seattle,6,47.936760000000000,-122.012550000000005,19,4,0.211000000000000,47.606209000000000,-122.332069000000004,North America,43.831000000000003,52.263199999999998,0.838700000000000,5,5,1,0.000069444451688,25.000000000000000
-1,Seattle,7,47.920330000000000,-122.047129999999996,18,13,0.722000000000000,47.606209000000000,-122.332069000000004,North America,40.909599999999998,52.263199999999998,0.782800000000000,6,6,1,0.000069444451688,26.000000000000000
-1,Seattle,8,47.913100000000000,-122.078320000000005,20,9,0.450000000000000,47.606209000000000,-122.332069000000004,North America,39.041899999999998,52.263199999999998,0.747000000000000,7,7,1,0.000069444451688,27.000000000000000
-1,Seattle,9,47.913490000000003,-122.097200000000001,14,8,0.571000000000000,47.606209000000000,-122.332069000000004,North America,38.414600000000000,52.263199999999998,0.735000000000000,8,8,1,0.000069444451688,27.000000000000000
-1,Seattle,10,47.899369999999998,-122.118489999999994,20,10,0.500000000000000,47.606209000000000,-122.332069000000004,North America,36.298400000000001,52.263199999999998,0.694500000000000,9,9,1,0.000069444451688,27.000000000000000
-1,Seattle,11,47.882759999999998,-122.153639999999996,18,4,0.222000000000000,47.606209000000000,-122.332069000000004,North America,33.520400000000002,52.263199999999998,0.641400000000000,10,10,1,0.000069444451688,25.000000000000000
-1,Seattle,12,47.869689999999999,-122.174580000000006,17,6,0.353000000000000,47.606209000000000,-122.332069000000004,North America,31.576200000000000,52.263199999999998,0.604200000000000,11,11,1,0.000069444451688,25.000000000000000
-1,Seattle,13,47.855440000000002,-122.196860000000001,19,7,0.368000000000000,47.606209000000000,-122.332069000000004,North America,29.500599999999999,52.263199999999998,0.564500000000000,12,12,1,0.000069444451688,24.000000000000000
-1,Seattle,14,47.849580000000003,-122.220050000000001,17,2,0.118000000000000,47.606209000000000,-122.332069000000004,North America,28.329000000000001,52.263199999999998,0.542000000000000,13,13,1,0.000069444451688,25.000000000000000
-1,Seattle,15,47.848700000000001,-122.251540000000006,17,6,0.353000000000000,47.606209000000000,-122.332069000000004,North America,27.628299999999999,52.263199999999998,0.528600000000000,14,14,1,0.000069444451688,23.000000000000000
-1,Seattle,16,47.845399999999998,-122.281059999999997,17,4,0.235000000000000,47.606209000000000,-122.332069000000004,North America,26.869100000000000,52.263199999999998,0.514100000000000,15,15,1,0.000069444451688,23.000000000000000
-1,Seattle,17,47.829760000000000,-122.292559999999995,18,6,0.333000000000000,47.606209000000000,-122.332069000000004,North America,25.032800000000002,52.263199999999998,0.479000000000000,16,16,1,0.000069444451688,23.000000000000000
-1,Seattle,18,47.821520000000000,-122.304730000000006,17,11,0.647000000000000,47.606209000000000,-122.332069000000004,North America,24.028700000000001,52.263199999999998,0.459800000000000,17,17,1,0.000069444451688,24.000000000000000
-1,Seattle,19,47.810200000000002,-122.314509999999999,20,12,0.600000000000000,47.606209000000000,-122.332069000000004,North America,22.720800000000001,52.263199999999998,0.434700000000000,18,18,1,0.000069444451688,24.000000000000000
-1,Seattle,20,47.789920000000002,-122.329260000000005,18,8,0.444000000000000,47.606209000000000,-122.332069000000004,North America,20.428799999999999,52.263199999999998,0.390900000000000,19,19,1,0.000069444451688,24.000000000000000
-1,Seattle,21,47.773400000000002,-122.334199999999996,16,5,0.312000000000000,47.606209000000000,-122.332069000000004,North America,18.591500000000000,52.263199999999998,0.355700000000000,20,20,1,0.000069444451688,23.000000000000000
-1,Seattle,22,47.760700000000000,-122.334639999999993,20,4,0.200000000000000,47.606209000000000,-122.332069000000004,North America,17.179700000000000,52.263199999999998,0.328700000000000,21,21,1,0.000069444451688,24.000000000000000
-1,Seattle,23,47.752420000000001,-122.335560000000001,19,2,0.105000000000000,47.606209000000000,-122.332069000000004,North America,16.260000000000002,52.263199999999998,0.311100000000000,22,22,1,0.000069444451688,24.000000000000000
-1,Seattle,24,47.738810000000001,-122.334770000000006,20,7,0.350000000000000,47.606209000000000,-122.332069000000004,North America,14.745900000000001,52.263199999999998,0.282100000000000,23,23,1,0.000069444451688,24.000000000000000
-1,Seattle,25,47.726559999999999,-122.335459999999998,20,6,0.300000000000000,47.606209000000000,-122.332069000000004,North America,13.384800000000000,52.263199999999998,0.256100000000000,24,24,1,0.000069444451688,24.000000000000000
-1,Seattle,26,47.712220000000002,-122.336060000000003,19,0,0.000000000000000,47.606209000000000,-122.332069000000004,North America,11.791700000000001,52.263199999999998,0.225600000000000,25,25,1,0.000069444451688,24.000000000000000
-1,Seattle,27,47.701340000000002,-122.334069999999997,20,8,0.400000000000000,47.606209000000000,-122.332069000000004,North America,10.579100000000000,52.263199999999998,0.202400000000000,26,26,1,0.000069444451688,24.000000000000000
-1,Seattle,28,47.689760000000000,-122.336500000000001,18,3,0.167000000000000,47.606209000000000,-122.332069000000004,North America,9.296400000000000,52.263199999999998,0.177900000000000,27,27,1,0.000069444451688,25.000000000000000
-1,Seattle,29,47.680909999999997,-122.328739999999996,20,2,0.100000000000000,47.606209000000000,-122.332069000000004,North America,8.310100000000000,52.263199999999998,0.159000000000000,28,28,1,0.000069444451688,25.000000000000000
-1,Seattle,30,47.674090000000000,-122.319800000000001,18,6,0.333000000000000,47.606209000000000,-122.332069000000004,North America,7.603800000000000,52.263199999999998,0.145500000000000,29,29,1,0.000069444451688,25.000000000000000
-1,Seattle,31,47.669269999999997,-122.318129999999996,20,4,0.200000000000000,47.606209000000000,-122.332069000000004,North America,7.089400000000000,52.263199999999998,0.135600000000000,,,,,
-1,Seattle,32,47.659399999999998,-122.319119999999998,19,4,0.211000000000000,47.606209000000000,-122.332069000000004,North America,5.993600000000000,52.263199999999998,0.114700000000000,30,31,1,0.000069444451688,25.000000000000000
-1,Seattle,33,47.649090000000001,-122.323350000000005,17,4,0.235000000000000,47.606209000000000,-122.332069000000004,North America,4.812700000000000,52.263199999999998,0.092100000000000,31,32,1,0.000069444451688,25.000000000000000
-1,Seattle,34,47.643099999999997,-122.320279999999997,16,5,0.312000000000000,47.606209000000000,-122.332069000000004,North America,4.196200000000000,52.263199999999998,0.080300000000000,,,,,
-1,Seattle,35,47.635339999999999,-122.320310000000006,18,4,0.222000000000000,47.606209000000000,-122.332069000000004,North America,3.357000000000000,52.263199999999998,0.064200000000000,32,34,1,0.000069444451688,25.000000000000000
-1,Seattle,36,47.625079999999997,-122.322059999999993,11,2,0.182000000000000,47.606209000000000,-122.332069000000004,North America,2.228400000000000,52.263199999999998,0.042600000000000,33,35,1,0.000069444451688,24.000000000000000
-1,Seattle,37,47.617159999999998,-122.328990000000005,11,8,0.727000000000000,47.606209000000000,-122.332069000000004,North America,1.239400000000000,52.263199999999998,0.023700000000000,34,36,1,0.000069444451688,25.000000000000000
-1,Seattle,38,47.608429999999998,-122.331670000000003,17,5,0.294000000000000,47.606209000000000,-122.332069000000004,North America,0.248800000000000,52.263199999999998,0.004800000000000,35,37,1,0.000069444451688,25.000000000000000
-1,Seattle,39,47.606980000000000,-122.332390000000004,15,5,0.333000000000000,47.606209000000000,-122.332069000000004,North America,0.089000000000000,52.263199999999998,0.001700000000000,36,38,1,0.000069444451688,25.000000000000000
-1,Seattle,40,47.618940000000002,-122.341189999999997,16,2,0.125000000000000,47.606209000000000,-122.332069000000004,North America,1.572100000000000,52.263199999999998,0.030100000000000,37,39,1,0.000069444451688,25.000000000000000
