OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_Guelph_gcs_PET_Nov_OID,F11_Guelph_gcs_PET_Nov_FID_,F11_Guelph_gcs_PET_Nov_COUNT,F11_Guelph_gcs_PET_Nov_AREA,F11_Guelph_gcs_PET_Nov_MEAN
-1,Guelph,1,43.547469000000000,-80.248662999999993,NA,NA,0.260869565000000,43.544809999999998,-80.248109999999997,North America,0.299007726392000,8.728394321210001,0.034300000000000,0,0,1,0.000069444451688,22.000000000000000
-1,Guelph,2,43.543796000000000,-80.251401000000001,NA,NA,0.208333333000000,43.544809999999998,-80.248109999999997,North America,0.288219952965000,8.728394321210001,0.033000000000000,1,1,1,0.000069444451688,22.000000000000000
-1,Guelph,3,43.543534000000001,-80.256281000000001,NA,NA,0.150000000000000,43.544809999999998,-80.248109999999997,North America,0.673684388741000,8.728394321210001,0.077200000000000,,,,,
-1,Guelph,4,43.542081000000003,-80.259996000000001,NA,NA,0.136363636000000,43.544809999999998,-80.248109999999997,North America,1.004920967970000,8.728394321210001,0.115100000000000,2,3,1,0.000069444451688,22.000000000000000
-1,Guelph,5,43.540348000000002,-80.265370000000004,NA,NA,0.444444444000000,43.544809999999998,-80.248109999999997,North America,1.477000956660000,8.728394321210001,0.169200000000000,3,4,1,0.000069444451688,22.000000000000000
-1,Guelph,6,43.537394999999997,-80.268073000000001,NA,NA,0.095238095000000,43.544809999999998,-80.248109999999997,North America,1.808023688270000,8.728394321210001,0.207100000000000,4,5,1,0.000069444451688,21.000000000000000
-1,Guelph,7,43.534438000000002,-80.271648999999996,NA,NA,0.333333333000000,43.544809999999998,-80.248109999999997,North America,2.220385430980000,8.728394321210001,0.254400000000000,,,,,
-1,Guelph,8,43.532497999999997,-80.278412000000003,NA,NA,0.227272727000000,43.544809999999998,-80.248109999999997,North America,2.800037576320000,8.728394321210001,0.320800000000000,5,7,1,0.000069444451688,22.000000000000000
-1,Guelph,9,43.529328999999997,-80.279211000000004,NA,NA,0.333333333000000,43.544809999999998,-80.248109999999997,North America,3.041103036510000,8.728394321210001,0.348400000000000,,,,,
-1,Guelph,10,43.527513999999996,-80.283798000000004,NA,NA,0.142857143000000,43.544809999999998,-80.248109999999997,North America,3.460456676510000,8.728394321210001,0.396500000000000,6,9,1,0.000069444451688,22.000000000000000
-1,Guelph,11,43.522959999999998,-80.287828000000005,NA,NA,0.047619048000000,43.544809999999998,-80.248109999999997,North America,4.019248260250000,8.728394321210001,0.460500000000000,7,10,1,0.000069444451688,22.000000000000000
-1,Guelph,12,43.517449999999997,-80.294999000000004,NA,NA,0.400000000000000,43.544809999999998,-80.248109999999997,North America,4.852226135140000,8.728394321210001,0.555900000000000,8,11,1,0.000069444451688,22.000000000000000
-1,Guelph,13,43.517510999999999,-80.299222000000000,NA,NA,0.478260870000000,43.544809999999998,-80.248109999999997,North America,5.117862724280000,8.728394321210001,0.586300000000000,,,,,
-1,Guelph,14,43.510933999999999,-80.303899000000001,NA,NA,0.181818182000000,43.544809999999998,-80.248109999999997,North America,5.866755312280000,8.728394321210001,0.672100000000000,9,13,1,0.000069444451688,22.000000000000000
-1,Guelph,15,43.507309999999997,-80.308594999999997,NA,NA,0.533333333000000,43.544809999999998,-80.248109999999997,North America,6.416187566240000,8.728394321210001,0.735100000000000,10,14,1,0.000069444451688,22.000000000000000
-1,Guelph,16,43.503630999999999,-80.313980999999998,NA,NA,0.350000000000000,43.544809999999998,-80.248109999999997,North America,7.012261619780000,8.728394321210001,0.803400000000000,,,,,
-1,Guelph,17,43.498252999999998,-80.321280999999999,NA,NA,0.400000000000000,43.544809999999998,-80.248109999999997,North America,7.849011186410000,8.728394321210001,0.899300000000000,11,16,1,0.000069444451688,22.000000000000000
-1,Guelph,18,43.493583000000001,-80.324448000000004,NA,NA,0.391304348000000,43.544809999999998,-80.248109999999997,North America,8.386555124159999,8.728394321210001,0.960800000000000,,,,,
-1,Guelph,19,43.492744000000002,-80.329119000000006,NA,NA,0.777777778000000,43.544809999999998,-80.248109999999997,North America,8.728394321210001,8.728394321210001,1.000000000000000,12,18,1,0.000069444451688,22.000000000000000
-1,Guelph,20,43.496014000000002,-80.332849999999993,NA,NA,0.400000000000000,43.544809999999998,-80.248109999999997,North America,8.724966626900001,8.728394321210001,0.999600000000000,,,,,
