OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F1_Newcastle_gcs_PET_Jan_OID,F1_Newcastle_gcs_PET_Jan_FID_,F1_Newcastle_gcs_PET_Jan_COUNT,F1_Newcastle_gcs_PET_Jan_AREA,F1_Newcastle_gcs_PET_Jan_MEAN
-1,Newcastle,5,-32.980759999999997,151.680270000000007,16,15,0.938000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,11.115800000000000,26.383400000000002,0.421300000000000,0,0,1,0.000069444451688,144.000000000000000
-1,Newcastle,6,-32.972700000000003,151.682770000000005,17,9,0.529000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,10.466699999999999,26.383400000000002,0.396700000000000,1,1,1,0.000069444451688,143.000000000000000
-1,Newcastle,7,-32.970599999999997,151.696010000000001,19,16,0.842000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.275100000000000,26.383400000000002,0.351600000000000,2,2,1,0.000069444451688,142.000000000000000
-1,Newcastle,8,-32.969499999999996,151.693659999999994,19,8,0.421000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.404600000000000,26.383400000000002,0.356500000000000,,,,,
-1,Newcastle,9,-32.961269999999999,151.694989999999990,15,8,0.533000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.881300000000000,26.383400000000002,0.336600000000000,3,4,1,0.000069444451688,142.000000000000000
-1,Newcastle,10,-32.957340000000002,151.700119999999998,16,10,0.625000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.267400000000000,26.383400000000002,0.313400000000000,4,5,1,0.000069444451688,142.000000000000000
-1,Newcastle,11,-32.953249999999997,151.738660000000010,18,4,0.222000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,4.880300000000000,26.383400000000002,0.185000000000000,5,6,1,0.000069444451688,140.000000000000000
-1,Newcastle,12,-32.957670000000000,151.690650000000005,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.100500000000000,26.383400000000002,0.344900000000000,6,7,1,0.000069444451688,144.000000000000000
-1,Newcastle,13,-32.937530000000002,151.689390000000003,16,9,0.562000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.673100000000000,26.383400000000002,0.328700000000000,7,8,1,0.000069444451688,145.000000000000000
-1,Newcastle,14,-32.933100000000003,151.687199999999990,16,9,0.562000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.832800000000001,26.383400000000002,0.334800000000000,8,9,1,0.000069444451688,144.000000000000000
-1,Newcastle,15,-32.922490000000003,151.691399999999987,16,16,1.000000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.449600000000000,26.383400000000002,0.320300000000000,9,10,1,0.000069444451688,146.000000000000000
-1,Newcastle,16,-32.920589999999997,151.692829999999987,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.335599999999999,26.383400000000002,0.315900000000000,10,11,1,0.000069444451688,145.000000000000000
-1,Newcastle,17,-32.923830000000002,151.694029999999998,16,7,0.438000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.194500000000000,26.383400000000002,0.310600000000000,,,,,
-1,Newcastle,18,-32.901760000000003,151.691010000000006,16,2,0.125000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.961399999999999,26.383400000000002,0.339700000000000,11,13,1,0.000069444451688,150.000000000000000
-1,Newcastle,19,-32.905960000000000,151.691210000000012,16,0,0.000000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.800700000000001,26.383400000000002,0.333600000000000,,,,,
-1,Newcastle,20,-32.899479999999997,151.699039999999997,16,7,0.438000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.351300000000000,26.383400000000002,0.316500000000000,12,15,1,0.000069444451688,149.000000000000000
-1,Newcastle,21,-32.901580000000003,151.701799999999992,20,14,0.700000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.024600000000000,26.383400000000002,0.304200000000000,13,16,1,0.000069444451688,146.000000000000000
-1,Newcastle,22,-32.896340000000002,151.714709999999997,20,3,0.150000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,7.188800000000000,26.383400000000002,0.272500000000000,14,17,1,0.000069444451688,148.000000000000000
-1,Newcastle,23,-32.897309999999997,151.707120000000003,20,13,0.650000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,7.764200000000000,26.383400000000002,0.294300000000000,15,18,1,0.000069444451688,148.000000000000000
-1,Newcastle,24,-32.897419999999997,151.699770000000001,20,7,0.350000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.379600000000000,26.383400000000002,0.317600000000000,,,,,
-1,Newcastle,25,-32.892919999999997,151.693970000000007,16,12,0.750000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.081700000000000,26.383400000000002,0.344200000000000,,,,,
-1,Newcastle,26,-32.875819999999997,151.701159999999987,16,11,0.688000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.513999999999999,26.383400000000002,0.360600000000000,16,21,1,0.000069444451688,150.000000000000000
-1,Newcastle,27,-32.872019999999999,151.705540000000013,16,12,0.750000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.468200000000000,26.383400000000002,0.358900000000000,17,22,1,0.000069444451688,151.000000000000000
-1,Newcastle,28,-32.864649999999997,151.706410000000005,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.971299999999999,26.383400000000002,0.377900000000000,18,23,1,0.000069444451688,151.000000000000000
-1,Newcastle,29,-32.862879999999997,151.704839999999990,16,13,0.812000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,10.214399999999999,26.383400000000002,0.387200000000000,,,,,
-1,Newcastle,31,-32.852580000000003,151.700610000000012,16,8,0.500000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,11.319500000000000,26.383400000000002,0.429000000000000,19,25,1,0.000069444451688,152.000000000000000
