OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_Barrie_gcs_PET_Nov_OID,F11_Barrie_gcs_PET_Nov_FID_,F11_Barrie_gcs_PET_Nov_COUNT,F11_Barrie_gcs_PET_Nov_AREA,F11_Barrie_gcs_PET_Nov_MEAN
-1,Barrie,1,44.387428000000000,-79.694063000000000,NA,NA,0.300000000000000,44.389339000000000,-79.685516000000007,North America,0.711623792967000,8.217993591879999,0.086600000000000,0,0,1,0.000069444451688,21.000000000000000
-1,Barrie,2,44.388108000000003,-79.688321000000002,NA,NA,0.210526316000000,44.389339000000000,-79.685516000000007,North America,0.261563687128000,8.217993591879999,0.031800000000000,1,1,1,0.000069444451688,21.000000000000000
-1,Barrie,3,44.388371999999997,-79.686052000000004,NA,NA,0.300000000000000,44.389339000000000,-79.685516000000007,North America,0.115653479484000,8.217993591879999,0.014100000000000,,,,,
-1,Barrie,4,44.390591999999998,-79.683239000000000,NA,NA,0.222222222000000,44.389339000000000,-79.685516000000007,North America,0.228357989341000,8.217993591879999,0.027800000000000,2,3,1,0.000069444451688,21.000000000000000
-1,Barrie,5,44.390358999999997,-79.676293000000001,NA,NA,0.100000000000000,44.389339000000000,-79.685516000000007,North America,0.741579731021000,8.217993591879999,0.090200000000000,,,,,
-1,Barrie,6,44.392082000000002,-79.672346000000005,NA,NA,0.200000000000000,44.389339000000000,-79.685516000000007,North America,1.090009978340000,8.217993591879999,0.132600000000000,3,5,1,0.000069444451688,21.000000000000000
-1,Barrie,7,44.396779000000002,-79.673167000000007,NA,NA,0.350000000000000,44.389339000000000,-79.685516000000007,North America,1.283412047610000,8.217993591879999,0.156200000000000,,,,,
-1,Barrie,8,44.394011999999996,-79.665863999999999,NA,NA,0.200000000000000,44.389339000000000,-79.685516000000007,North America,1.645675790040000,8.217993591879999,0.200300000000000,4,7,1,0.000069444451688,21.000000000000000
-1,Barrie,9,44.394401000000002,-79.662953000000002,NA,NA,0.450000000000000,44.389339000000000,-79.685516000000007,North America,1.879067023100000,8.217993591879999,0.228700000000000,,,,,
-1,Barrie,10,44.393771000000001,-79.657490999999993,NA,NA,0.500000000000000,44.389339000000000,-79.685516000000007,North America,2.280669379700000,8.217993591879999,0.277500000000000,5,9,1,0.000069444451688,21.000000000000000
-1,Barrie,11,44.394542000000001,-79.653233000000000,NA,NA,0.300000000000000,44.389339000000000,-79.685516000000007,North America,2.629535087400000,8.217993591879999,0.320000000000000,,,,,
-1,Barrie,12,44.395473000000003,-79.649304000000001,NA,NA,0.450000000000000,44.389339000000000,-79.685516000000007,North America,2.957001498420000,8.217993591879999,0.359800000000000,6,11,1,0.000069444451688,21.000000000000000
-1,Barrie,13,44.393884000000000,-79.643752000000006,NA,NA,0.307692308000000,44.389339000000000,-79.685516000000007,North America,3.356710150480000,8.217993591879999,0.408500000000000,,,,,
-1,Barrie,14,44.395527000000001,-79.640879999999996,NA,NA,0.200000000000000,44.389339000000000,-79.685516000000007,North America,3.612728447510000,8.217993591879999,0.439600000000000,7,13,1,0.000069444451688,21.000000000000000
-1,Barrie,15,44.396875000000001,-79.635898999999995,NA,NA,0.400000000000000,44.389339000000000,-79.685516000000007,North America,4.030396928090000,8.217993591879999,0.490400000000000,,,,,
-1,Barrie,16,44.398086999999997,-79.630737999999994,NA,NA,0.300000000000000,44.389339000000000,-79.685516000000007,North America,4.459722689240000,8.217993591879999,0.542700000000000,8,15,1,0.000069444451688,21.000000000000000
-1,Barrie,17,44.397722000000002,-79.624628999999999,NA,NA,0.111111111000000,44.389339000000000,-79.685516000000007,North America,4.926732913130000,8.217993591879999,0.599500000000000,9,16,1,0.000069444451688,21.000000000000000
-1,Barrie,18,44.398769999999999,-79.621222000000003,NA,NA,0.450000000000000,44.389339000000000,-79.685516000000007,North America,5.214931504480000,8.217993591879999,0.634600000000000,,,,,
-1,Barrie,19,44.400463999999999,-79.614307999999994,NA,NA,0.350000000000000,44.389339000000000,-79.685516000000007,North America,5.791325208090000,8.217993591879999,0.704700000000000,10,18,1,0.000069444451688,21.000000000000000
-1,Barrie,20,44.401507000000002,-79.608610999999996,NA,NA,0.250000000000000,44.389339000000000,-79.685516000000007,North America,6.258262004330000,8.217993591879999,0.761500000000000,,,,,
-1,Barrie,21,44.405600000000000,-79.602704000000003,NA,NA,0.200000000000000,44.389339000000000,-79.685516000000007,North America,6.823279831760000,8.217993591879999,0.830300000000000,11,20,1,0.000069444451688,21.000000000000000
-1,Barrie,22,44.404828999999999,-79.595214999999996,NA,NA,0.722222222000000,44.389339000000000,-79.685516000000007,North America,7.378246222620000,8.217993591879999,0.897800000000000,12,21,1,0.000069444451688,21.000000000000000
-1,Barrie,23,44.408602000000002,-79.596059999999994,NA,NA,0.200000000000000,44.389339000000000,-79.685516000000007,North America,7.422783073850000,8.217993591879999,0.903200000000000,13,22,1,0.000069444451688,21.000000000000000
-1,Barrie,24,44.410575999999999,-79.592877000000001,NA,NA,0.300000000000000,44.389339000000000,-79.685516000000007,North America,7.729344667170000,8.217993591879999,0.940500000000000,,,,,
-1,Barrie,25,44.412593999999999,-79.587327000000002,NA,NA,0.300000000000000,44.389339000000000,-79.685516000000007,North America,8.217993591879999,8.217993591879999,1.000000000000000,14,24,1,0.000069444451688,21.000000000000000
