OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F2_Lisbon_gcs_PET_Feb_OID,F2_Lisbon_gcs_PET_Feb_FID_,F2_Lisbon_gcs_PET_Feb_COUNT,F2_Lisbon_gcs_PET_Feb_AREA,F2_Lisbon_gcs_PET_Feb_MEAN
-1,Lisbon,1,38.706490000000002,-9.140501000000000,20,14,0.700000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.221300000000000,24.111499999999999,0.050700000000000,0,0,1,0.000069444451688,42.000000000000000
-1,Lisbon,2,38.709642000000002,-9.143395000000000,20,17,0.850000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.367900000000000,24.111499999999999,0.056700000000000,1,1,1,0.000069444451688,42.000000000000000
-1,Lisbon,3,38.716386999999997,-9.148225000000000,19,18,0.947000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.870200000000000,24.111499999999999,0.077600000000000,,,,,
-1,Lisbon,4,38.721370000000000,-9.140044000000000,20,17,0.850000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.559900000000000,24.111499999999999,0.064700000000000,2,3,1,0.000069444451688,42.000000000000000
-1,Lisbon,5,38.721881000000003,-9.155893000000001,20,19,0.950000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,2.718600000000000,24.111499999999999,0.112800000000000,3,4,1,0.000069444451688,41.000000000000000
-1,Lisbon,6,38.726753000000002,-9.150081000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,2.601900000000000,24.111499999999999,0.107900000000000,4,5,1,0.000069444451688,41.000000000000000
-1,Lisbon,7,38.731288999999997,-9.152848000000001,20,18,0.900000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,3.124700000000000,24.111499999999999,0.129600000000000,,,,,
-1,Lisbon,8,38.737399000000003,-9.155955000000001,20,15,0.750000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,3.810000000000000,24.111499999999999,0.158000000000000,5,7,1,0.000069444451688,41.000000000000000
-1,Lisbon,9,38.743867999999999,-9.153244000000001,20,19,0.950000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,4.259000000000000,24.111499999999999,0.176600000000000,6,8,1,0.000069444451688,41.000000000000000
-1,Lisbon,10,38.747264999999999,-9.148273000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,4.394200000000000,24.111499999999999,0.182200000000000,7,9,1,0.000069444451688,41.000000000000000
-1,Lisbon,11,38.751745000000000,-9.151284000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,4.955600000000000,24.111499999999999,0.205500000000000,8,10,1,0.000069444451688,41.000000000000000
-1,Lisbon,12,38.753264000000001,-9.155234999999999,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,5.256300000000000,24.111499999999999,0.218000000000000,,,,,
-1,Lisbon,13,38.758959900000001,-9.154791800000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,5.812200000000000,24.111499999999999,0.241100000000000,9,12,1,0.000069444451688,41.000000000000000
-1,Lisbon,14,38.764581999999997,-9.153498000000001,19,19,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,6.348800000000000,24.111499999999999,0.263300000000000,,,,,
-1,Lisbon,15,38.770211799999998,-9.153160000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,6.928800000000000,24.111499999999999,0.287400000000000,10,14,1,0.000069444451688,41.000000000000000
-1,Lisbon,16,38.771437300000002,-9.159576500000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,7.251200000000000,24.111499999999999,0.300700000000000,11,15,1,0.000069444451688,41.000000000000000
-1,Lisbon,17,38.774388999999999,-9.161899000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,7.631600000000000,24.111499999999999,0.316500000000000,,,,,
-1,Lisbon,18,38.777315999999999,-9.172207000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,8.307900000000000,24.111499999999999,0.344600000000000,12,17,1,0.000069444451688,41.000000000000000
