OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F11_Brighton_gcs_PET_Nov_OID,F11_Brighton_gcs_PET_Nov_FID_,F11_Brighton_gcs_PET_Nov_COUNT,F11_Brighton_gcs_PET_Nov_AREA,F11_Brighton_gcs_PET_Nov_MEAN
-1,Brighton,1,50.822150000000001,0.133630000000000,14,5,0.357000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.039000000000001,26.007100000000001,0.732100000000000,0,0,1,0.000069444451688,17.000000000000000
-1,Brighton,2,50.822789999999998,0.136780000000000,15,4,0.267000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.260300000000001,26.007100000000001,0.740600000000000,,,,,
-1,Brighton,3,50.826230000000002,0.135240000000000,20,3,0.150000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.156900000000000,26.007100000000001,0.736600000000000,1,2,1,0.000069444451688,17.000000000000000
-1,Brighton,4,50.825000000000003,0.143560000000000,9,5,0.556000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.738600000000002,26.007100000000001,0.759000000000000,2,3,1,0.000069444451688,17.000000000000000
-1,Brighton,5,50.825580000000002,0.146740000000000,19,5,0.263000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.963000000000001,26.007100000000001,0.767600000000000,3,4,1,0.000069444451688,17.000000000000000
-1,Brighton,6,50.827590000000001,0.148760000000000,16,6,0.375000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.110099999999999,26.007100000000001,0.773300000000000,,,,,
-1,Brighton,7,50.829419999999999,0.148960000000000,17,9,0.529000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.131000000000000,26.007100000000001,0.774100000000000,,,,,
-1,Brighton,8,50.829230000000003,0.153920000000000,17,11,0.647000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.478300000000001,26.007100000000001,0.787400000000000,4,7,1,0.000069444451688,17.000000000000000
-1,Brighton,9,50.830599999999997,0.157000000000000,19,4,0.211000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.700600000000001,26.007100000000001,0.796000000000000,,,,,
-1,Brighton,10,50.834310000000002,0.153350000000000,19,4,0.211000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.467099999999999,26.007100000000001,0.787000000000000,5,9,1,0.000069444451688,17.000000000000000
-1,Brighton,11,50.834930000000000,0.157540000000000,18,10,0.556000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.765200000000000,26.007100000000001,0.798400000000000,,,,,
-1,Brighton,12,50.841479999999997,0.158030000000000,16,4,0.250000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.860900000000001,26.007100000000001,0.802100000000000,,,,,
-1,Brighton,13,50.837989999999998,0.166490000000000,20,3,0.150000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.417200000000001,26.007100000000001,0.823500000000000,6,12,1,0.000069444451688,17.000000000000000
-1,Brighton,14,50.840269999999997,0.165620000000000,18,2,0.111000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.378299999999999,26.007100000000001,0.822000000000000,,,,,
-1,Brighton,15,50.839190000000002,0.172000000000000,17,0,0.000000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.813800000000001,26.007100000000001,0.838800000000000,7,14,1,0.000069444451688,17.000000000000000
-1,Brighton,16,50.841830000000002,0.172640000000000,16,1,0.062000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.885500000000000,26.007100000000001,0.841500000000000,8,15,1,0.000069444451688,17.000000000000000
-1,Brighton,17,50.845779999999998,0.174180000000000,17,5,0.294000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.040500000000002,26.007100000000001,0.847500000000000,,,,,
-1,Brighton,18,50.852899999999998,0.174330000000000,20,6,0.300000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.158000000000001,26.007100000000001,0.852000000000000,9,17,1,0.000069444451688,17.000000000000000
-1,Brighton,19,50.856909999999999,0.174700000000000,20,6,0.300000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.256100000000000,26.007100000000001,0.855800000000000,,,,,
-1,Brighton,20,50.850569999999998,0.171210000000000,20,8,0.400000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.903099999999998,26.007100000000001,0.842200000000000,,,,,
-1,Brighton,21,50.859589999999997,0.176770000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.452100000000002,26.007100000000001,0.863300000000000,10,20,1,0.000069444451688,17.000000000000000
-1,Brighton,22,50.860819999999997,0.179530000000000,20,10,0.500000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.667899999999999,26.007100000000001,0.871600000000000,,,,,
-1,Brighton,23,50.862139999999997,0.181720000000000,12,9,0.750000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.846800000000002,26.007100000000001,0.878500000000000,,,,,
-1,Brighton,24,50.863770000000002,0.183210000000000,16,9,0.562000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.984900000000000,26.007100000000001,0.883800000000000,,,,,
-1,Brighton,25,50.864620000000002,0.186250000000000,17,12,0.706000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.212900000000001,26.007100000000001,0.892600000000000,11,24,1,0.000069444451688,17.000000000000000
-1,Brighton,26,50.866239999999998,0.188960000000000,16,9,0.562000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.435900000000000,26.007100000000001,0.901100000000000,,,,,
-1,Brighton,27,50.868769999999998,0.190480000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.600000000000001,26.007100000000001,0.907400000000000,12,26,1,0.000069444451688,17.000000000000000
-1,Brighton,28,50.870629999999998,0.192890000000000,20,11,0.550000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.810700000000001,26.007100000000001,0.915500000000000,13,27,1,0.000069444451688,17.000000000000000
