OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Los_Angeles_gcs_PET_Feb_OID,F2_Los_Angeles_gcs_PET_Feb_FID_,F2_Los_Angeles_gcs_PET_Feb_COUNT,F2_Los_Angeles_gcs_PET_Feb_AREA,F2_Los_Angeles_gcs_PET_Feb_MEAN
-1,Los_Angeles,1,34.040430000000001,-118.218230000000005,20,4,0.200000000000000,34.050249000000001,-118.254907000000003,North America,3.551300000000000,42.240299999999998,0.084100000000000,0,0,1,0.000069444451688,69.000000000000000
-1,Los_Angeles,2,34.052950000000003,-118.217449999999999,20,1,0.050000000000000,34.050249000000001,-118.254907000000003,North America,3.463900000000000,42.240299999999998,0.082000000000000,1,1,1,0.000069444451688,69.000000000000000
-1,Los_Angeles,3,34.053730000000002,-118.243639999999999,19,7,0.368000000000000,34.050249000000001,-118.254907000000003,North America,1.107800000000000,42.240299999999998,0.026200000000000,2,2,1,0.000069444451688,69.000000000000000
-1,Los_Angeles,4,34.056469999999997,-118.244870000000006,15,14,0.933000000000000,34.050249000000001,-118.254907000000003,North America,1.154800000000000,42.240299999999998,0.027300000000000,,,,,
-1,Los_Angeles,5,34.061560000000000,-118.257970000000000,20,10,0.500000000000000,34.050249000000001,-118.254907000000003,North America,1.289000000000000,42.240299999999998,0.030500000000000,3,4,1,0.000069444451688,69.000000000000000
-1,Los_Angeles,6,34.072369999999999,-118.261560000000003,20,3,0.150000000000000,34.050249000000001,-118.254907000000003,North America,2.534900000000000,42.240299999999998,0.060000000000000,4,5,1,0.000069444451688,69.000000000000000
-1,Los_Angeles,7,34.060240000000000,-118.276359999999997,20,7,0.350000000000000,34.050249000000001,-118.254907000000003,North America,2.267200000000000,42.240299999999998,0.053700000000000,5,6,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,8,34.061700000000002,-118.281949999999995,20,1,0.050000000000000,34.050249000000001,-118.254907000000003,North America,2.797800000000000,42.240299999999998,0.066200000000000,,,,,
-1,Los_Angeles,9,34.067950000000003,-118.287459999999996,20,13,0.650000000000000,34.050249000000001,-118.254907000000003,North America,3.587000000000000,42.240299999999998,0.084900000000000,6,8,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,10,34.084600000000002,-118.282290000000003,20,10,0.500000000000000,34.050249000000001,-118.254907000000003,North America,4.577300000000000,42.240299999999998,0.108400000000000,7,9,1,0.000069444451688,69.000000000000000
-1,Los_Angeles,11,34.099879999999999,-118.294809999999998,20,8,0.400000000000000,34.050249000000001,-118.254907000000003,North America,6.630500000000000,42.240299999999998,0.157000000000000,8,10,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,12,34.096100000000000,-118.334810000000004,18,4,0.222000000000000,34.050249000000001,-118.254907000000003,North America,8.952999999999999,42.240299999999998,0.212000000000000,9,11,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,13,34.105429999999998,-118.349720000000005,20,17,0.850000000000000,34.050249000000001,-118.254907000000003,North America,10.672499999999999,42.240299999999998,0.252700000000000,10,12,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,14,34.102240000000002,-118.342280000000002,20,11,0.550000000000000,34.050249000000001,-118.254907000000003,North America,9.908500000000000,42.240299999999998,0.234600000000000,,,,,
-1,Los_Angeles,15,34.109549999999999,-118.336789999999993,16,6,0.375000000000000,34.050249000000001,-118.254907000000003,North America,10.017500000000000,42.240299999999998,0.237200000000000,11,14,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,16,34.130580000000002,-118.349320000000006,20,8,0.400000000000000,34.050249000000001,-118.254907000000003,North America,12.465000000000000,42.240299999999998,0.295100000000000,12,15,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,17,34.142600000000002,-118.366839999999996,20,10,0.500000000000000,34.050249000000001,-118.254907000000003,North America,14.549300000000001,42.240299999999998,0.344400000000000,13,16,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,18,34.148330000000001,-118.374949999999998,20,6,0.300000000000000,34.050249000000001,-118.254907000000003,North America,15.527900000000001,42.240299999999998,0.367600000000000,,,,,
-1,Los_Angeles,19,34.150309999999998,-118.395420000000001,20,9,0.450000000000000,34.050249000000001,-118.254907000000003,North America,17.064000000000000,42.240299999999998,0.404000000000000,14,18,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,20,34.160969999999999,-118.381000000000000,20,8,0.400000000000000,34.050249000000001,-118.254907000000003,North America,16.922000000000001,42.240299999999998,0.400600000000000,15,19,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,21,34.163359999999997,-118.383669999999995,20,10,0.500000000000000,34.050249000000001,-118.254907000000003,North America,17.283899999999999,42.240299999999998,0.409200000000000,16,20,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,22,34.151620000000001,-118.408019999999993,20,11,0.550000000000000,34.050249000000001,-118.254907000000003,North America,18.050100000000000,42.240299999999998,0.427300000000000,17,21,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,23,34.162190000000002,-118.444299999999998,20,7,0.350000000000000,34.050249000000001,-118.254907000000003,North America,21.424099999999999,42.240299999999998,0.507200000000000,18,22,1,0.000069444451688,67.000000000000000
-1,Los_Angeles,24,34.182720000000003,-118.419749999999993,20,4,0.200000000000000,34.050249000000001,-118.254907000000003,North America,21.148499999999999,42.240299999999998,0.500700000000000,19,23,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,25,34.179870000000001,-118.480519999999999,20,11,0.550000000000000,34.050249000000001,-118.254907000000003,North America,25.280999999999999,42.240299999999998,0.598500000000000,20,24,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,26,34.174100000000003,-118.482650000000007,20,10,0.500000000000000,34.050249000000001,-118.254907000000003,North America,25.085000000000001,42.240299999999998,0.593900000000000,21,25,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,27,34.182569999999998,-118.501429999999999,20,9,0.450000000000000,34.050249000000001,-118.254907000000003,North America,27.046700000000001,42.240299999999998,0.640300000000000,22,26,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,28,34.200099999999999,-118.508740000000003,20,7,0.350000000000000,34.050249000000001,-118.254907000000003,North America,28.697900000000001,42.240299999999998,0.679400000000000,23,27,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,29,34.221899999999998,-118.571539999999999,20,6,0.300000000000000,34.050249000000001,-118.254907000000003,North America,34.836100000000002,42.240299999999998,0.824700000000000,24,28,1,0.000069444451688,69.000000000000000
