OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F6_Punta_Arenas_gcs_PET_Jun_OID,F6_Punta_Arenas_gcs_PET_Jun_FID_,F6_Punta_Arenas_gcs_PET_Jun_COUNT,F6_Punta_Arenas_gcs_PET_Jun_AREA,F6_Punta_Arenas_gcs_PET_Jun_MEAN
-1,Punta_Arenas,1,-53.163879999999999,-70.917130000000000,20,9,0.450000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,0.608500000000000,23.604900000000001,0.025800000000000,0,0,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,2,-53.161040000000000,-70.913889999999995,20,11,0.550000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,0.441300000000000,23.604900000000001,0.018700000000000,,,,,
-1,Punta_Arenas,3,-53.158079999999998,-70.911190000000005,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,0.582900000000000,23.604900000000001,0.024700000000000,1,2,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,4,-53.155929999999998,-70.909120000000001,20,12,0.600000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,0.787700000000000,23.604900000000001,0.033400000000000,,,,,
-1,Punta_Arenas,5,-53.150190000000002,-70.905659999999997,20,12,0.600000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,1.432600000000000,23.604900000000001,0.060700000000000,2,4,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,6,-53.153149999999997,-70.906989999999993,20,10,0.500000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,1.096700000000000,23.604900000000001,0.046500000000000,,,,,
-1,Punta_Arenas,7,-53.147910000000003,-70.902000000000001,20,18,0.900000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,1.725700000000000,23.604900000000001,0.073100000000000,3,6,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,8,-53.145060000000001,-70.901740000000004,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,2.038600000000000,23.604900000000001,0.086400000000000,,,,,
-1,Punta_Arenas,9,-53.146059999999999,-70.895529999999994,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,2.061200000000000,23.604900000000001,0.087300000000000,4,8,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,10,-53.141810000000000,-70.897360000000006,20,10,0.500000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,2.462000000000000,23.604900000000001,0.104300000000000,,,,,
-1,Punta_Arenas,11,-53.139420000000001,-70.892229999999998,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,2.827000000000000,23.604900000000001,0.119800000000000,5,10,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,12,-53.136910000000000,-70.891159999999999,20,11,0.550000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,3.112700000000000,23.604900000000001,0.131900000000000,6,11,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,13,-53.134819999999998,-70.891419999999997,20,7,0.350000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,3.324400000000000,23.604900000000001,0.140800000000000,,,,,
-1,Punta_Arenas,14,-53.133090000000003,-70.887020000000007,20,16,0.800000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,3.610200000000000,23.604900000000001,0.152900000000000,7,13,1,0.000069444451688,6.000000000000000
