OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Calgary_gcs_PET_Dec_OID,F12_Calgary_gcs_PET_Dec_FID_,F12_Calgary_gcs_PET_Dec_COUNT,F12_Calgary_gcs_PET_Dec_AREA,F12_Calgary_gcs_PET_Dec_MEAN
-1,Calgary,1,51.051859999999998,-114.064019999999999,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,0.772000000000000,35.048999999999999,0.022000000000000,0,0,1,0.000069444451688,7.000000000000000
-1,Calgary,2,51.040740000000000,-114.069479999999999,20,7,0.350000000000000,51.047328999999998,-114.072387000000006,North America,0.760300000000000,35.048999999999999,0.021700000000000,1,1,1,0.000069444451688,7.000000000000000
-1,Calgary,3,51.030180000000001,-114.069080000000000,10,1,0.100000000000000,51.047328999999998,-114.072387000000006,North America,1.920800000000000,35.048999999999999,0.054800000000000,2,2,1,0.000069444451688,7.000000000000000
-1,Calgary,4,51.022080000000003,-114.071520000000007,10,1,0.100000000000000,51.047328999999998,-114.072387000000006,North America,2.808200000000000,35.048999999999999,0.080100000000000,3,3,1,0.000069444451688,7.000000000000000
-1,Calgary,5,51.014260000000000,-114.072239999999994,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,3.677100000000000,35.048999999999999,0.104900000000000,4,4,1,0.000069444451688,7.000000000000000
-1,Calgary,6,51.006439999999998,-114.070300000000003,14,2,0.143000000000000,51.047328999999998,-114.072387000000006,North America,4.549000000000000,35.048999999999999,0.129800000000000,5,5,1,0.000069444451688,7.000000000000000
-1,Calgary,7,51.010339999999999,-114.078930000000000,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,4.138400000000000,35.048999999999999,0.118100000000000,6,6,1,0.000069444451688,7.000000000000000
-1,Calgary,8,50.999769999999998,-114.079059999999998,13,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,5.308900000000000,35.048999999999999,0.151500000000000,7,7,1,0.000069444451688,7.000000000000000
-1,Calgary,9,50.991709999999998,-114.086280000000002,20,2,0.100000000000000,51.047328999999998,-114.072387000000006,North America,6.260400000000000,35.048999999999999,0.178600000000000,8,8,1,0.000069444451688,7.000000000000000
-1,Calgary,10,50.987879999999997,-114.085899999999995,20,3,0.150000000000000,51.047328999999998,-114.072387000000006,North America,6.677700000000000,35.048999999999999,0.190500000000000,9,9,1,0.000069444451688,7.000000000000000
-1,Calgary,11,50.978470000000002,-114.083659999999995,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,7.697300000000000,35.048999999999999,0.219600000000000,10,10,1,0.000069444451688,7.000000000000000
-1,Calgary,12,50.960810000000002,-114.087879999999998,20,1,0.050000000000000,51.047328999999998,-114.072387000000006,North America,9.681400000000000,35.048999999999999,0.276200000000000,11,11,1,0.000069444451688,7.000000000000000
-1,Calgary,13,50.960549999999998,-114.085080000000005,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,9.690200000000001,35.048999999999999,0.276500000000000,,,,,
-1,Calgary,14,50.955320000000000,-114.083449999999999,12,2,0.167000000000000,51.047328999999998,-114.072387000000006,North America,10.260199999999999,35.048999999999999,0.292700000000000,12,13,1,0.000069444451688,7.000000000000000
-1,Calgary,15,50.942219999999999,-114.080929999999995,20,2,0.100000000000000,51.047328999999998,-114.072387000000006,North America,11.702900000000000,35.048999999999999,0.333900000000000,13,14,1,0.000069444451688,7.000000000000000
-1,Calgary,16,50.935740000000003,-114.083230000000000,13,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,12.431300000000000,35.048999999999999,0.354700000000000,14,15,1,0.000069444451688,7.000000000000000
-1,Calgary,17,50.925849999999997,-114.079629999999995,20,5,0.250000000000000,51.047328999999998,-114.072387000000006,North America,13.517400000000000,35.048999999999999,0.385700000000000,15,16,1,0.000069444451688,7.000000000000000
-1,Calgary,18,50.920389999999998,-114.094139999999996,12,1,0.083000000000000,51.047328999999998,-114.072387000000006,North America,14.196899999999999,35.048999999999999,0.405100000000000,16,17,1,0.000069444451688,7.000000000000000
-1,Calgary,19,50.908360000000002,-114.097600000000000,12,1,0.083000000000000,51.047328999999998,-114.072387000000006,North America,15.553100000000001,35.048999999999999,0.443800000000000,17,18,1,0.000069444451688,7.000000000000000
-1,Calgary,20,50.899320000000003,-114.093490000000003,13,6,0.462000000000000,51.047328999999998,-114.072387000000006,North America,16.524000000000001,35.048999999999999,0.471500000000000,18,19,1,0.000069444451688,7.000000000000000
-1,Calgary,21,50.889690000000002,-114.094390000000004,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,17.596200000000000,35.048999999999999,0.502000000000000,19,20,1,0.000069444451688,7.000000000000000
-1,Calgary,22,50.877640000000000,-114.094279999999998,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,18.930700000000002,35.048999999999999,0.540100000000000,20,21,1,0.000069444451688,7.000000000000000
-1,Calgary,23,50.878059999999998,-114.086720000000000,18,3,0.167000000000000,51.047328999999998,-114.072387000000006,North America,18.848600000000001,35.048999999999999,0.537800000000000,21,22,1,0.000069444451688,7.000000000000000
-1,Calgary,24,50.874580000000002,-114.034139999999994,14,1,0.071000000000000,51.047328999999998,-114.072387000000006,North America,19.394700000000000,35.048999999999999,0.553400000000000,22,23,1,0.000069444451688,7.000000000000000
-1,Calgary,25,50.870469999999997,-114.032830000000004,20,1,0.050000000000000,51.047328999999998,-114.072387000000006,North America,19.859999999999999,35.048999999999999,0.566600000000000,23,24,1,0.000069444451688,7.000000000000000
-1,Calgary,26,50.858840000000001,-114.023370000000000,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,21.238399999999999,35.048999999999999,0.606000000000000,24,25,1,0.000069444451688,7.000000000000000
-1,Calgary,27,50.841549999999998,-114.013530000000003,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,23.250200000000000,35.048999999999999,0.663400000000000,25,26,1,0.000069444451688,7.000000000000000
-1,Calgary,28,50.774740000000001,-113.975499999999997,12,4,0.333000000000000,51.047328999999998,-114.072387000000006,North America,31.062400000000000,35.048999999999999,0.886300000000000,26,27,1,0.000069444451688,7.000000000000000
-1,Calgary,29,50.738849999999999,-113.969719999999995,10,5,0.500000000000000,51.047328999999998,-114.072387000000006,North America,35.048999999999999,35.048999999999999,1.000000000000000,27,28,1,0.000069444451688,8.000000000000000
-1,Calgary,30,50.875860000000003,-113.980109999999996,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,20.132000000000001,35.048999999999999,0.574400000000000,28,29,1,0.000069444451688,7.000000000000000
-1,Calgary,31,50.886600000000001,-113.951939999999993,8,3,0.375000000000000,51.047328999999998,-114.072387000000006,North America,19.762599999999999,35.048999999999999,0.563900000000000,29,30,1,0.000069444451688,7.000000000000000
-1,Calgary,32,51.051879999999997,-114.053319999999999,12,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.425700000000000,35.048999999999999,0.040700000000000,30,31,1,0.000069444451688,7.000000000000000
-1,Calgary,33,51.057369999999999,-114.071730000000002,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.117500000000000,35.048999999999999,0.031900000000000,31,32,1,0.000069444451688,7.000000000000000
-1,Calgary,34,51.054949999999998,-114.079400000000007,9,2,0.222000000000000,51.047328999999998,-114.072387000000006,North America,0.979000000000000,35.048999999999999,0.027900000000000,32,33,1,0.000069444451688,7.000000000000000
-1,Calgary,35,51.048900000000003,-114.095020000000005,20,4,0.200000000000000,51.047328999999998,-114.072387000000006,North America,1.591800000000000,35.048999999999999,0.045400000000000,33,34,1,0.000069444451688,7.000000000000000
-1,Calgary,36,51.044379999999997,-114.103290000000001,19,5,0.263000000000000,51.047328999999998,-114.072387000000006,North America,2.185100000000000,35.048999999999999,0.062300000000000,34,35,1,0.000069444451688,7.000000000000000
-1,Calgary,37,51.041139999999999,-114.088660000000004,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.329600000000000,35.048999999999999,0.037900000000000,35,36,1,0.000069444451688,7.000000000000000
-1,Calgary,38,51.036929999999998,-114.084080000000000,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,1.416100000000000,35.048999999999999,0.040400000000000,,,,,
-1,Calgary,39,51.035260000000001,-114.077479999999994,20,1,0.050000000000000,51.047328999999998,-114.072387000000006,North America,1.388400000000000,35.048999999999999,0.039600000000000,36,38,1,0.000069444451688,7.000000000000000
-1,Calgary,40,51.031370000000003,-114.078559999999996,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.826300000000000,35.048999999999999,0.052100000000000,37,39,1,0.000069444451688,7.000000000000000
