OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,lake_charles_024039_20140813_LST_pcs_OID,lake_charles_024039_20140813_LST_pcs_FID_,lake_charles_024039_20140813_LST_pcs_COUNT,lake_charles_024039_20140813_LST_pcs_AREA,lake_charles_024039_20140813_LST_pcs_MEAN
-1,Lake_Charles,1,30.234327799999999,-93.216049699999999,20,19,0.950000000000000,30.226595000000000,-93.217376000000002,USA,North America,0.869200000000000,29.275900000000000,0.029700000000000,100.000000000000000,0,0,0,34,30600.000000000000000,33.791524540200001
-1,Lake_Charles,2,30.231215100000000,-93.221038899999996,20,10,0.500000000000000,30.226595000000000,-93.217376000000002,USA,North America,0.622700000000000,29.275900000000000,0.021300000000000,100.000000000000000,1,1,1,35,31500.000000000000000,32.388172796699997
-1,Lake_Charles,3,30.228189100000002,-93.222648599999999,20,14,0.700000000000000,30.226595000000000,-93.217376000000002,USA,North America,0.536700000000000,29.275900000000000,0.018300000000000,100.000000000000000,2,2,2,34,30600.000000000000000,31.103436349300001
-1,Lake_Charles,4,30.224669200000001,-93.221916300000004,20,13,0.650000000000000,30.226595000000000,-93.217376000000002,USA,North America,0.485900000000000,29.275900000000000,0.016600000000000,100.000000000000000,3,3,3,36,32400.000000000000000,32.712477281100000
-1,Lake_Charles,5,30.219837299999998,-93.213689099999996,20,16,0.800000000000000,30.226595000000000,-93.217376000000002,USA,North America,0.830700000000000,29.275900000000000,0.028400000000000,100.000000000000000,4,4,4,35,31500.000000000000000,34.111973284699999
-1,Lake_Charles,6,30.215410899999998,-93.213426799999993,20,16,0.800000000000000,30.226595000000000,-93.217376000000002,USA,North America,1.300200000000000,29.275900000000000,0.044400000000000,100.000000000000000,5,5,5,34,30600.000000000000000,33.568342361299997
-1,Lake_Charles,7,30.211138399999999,-93.214361600000004,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,1.742900000000000,29.275900000000000,0.059500000000000,100.000000000000000,6,6,6,35,31500.000000000000000,33.516984505700002
-1,Lake_Charles,8,30.211149299999999,-93.214128500000001,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,USA,North America,1.745600000000000,29.275900000000000,0.059600000000000,100.000000000000000,7,7,7,5,4500.000000000000000,35.214717746600002
-1,Lake_Charles,9,30.201885200000000,-93.214359700000003,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,USA,North America,2.762800000000000,29.275900000000000,0.094400000000000,100.000000000000000,8,8,8,36,32400.000000000000000,33.640443858799998
-1,Lake_Charles,10,30.198106899999999,-93.214720200000002,16,13,0.812000000000000,30.226595000000000,-93.217376000000002,USA,North America,3.178000000000000,29.275900000000000,0.108600000000000,100.000000000000000,9,9,9,35,31500.000000000000000,35.359531156800003
-1,Lake_Charles,11,30.194927600000000,-93.215490599999995,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,3.525900000000000,29.275900000000000,0.120400000000000,100.000000000000000,10,10,10,35,31500.000000000000000,32.558509321599999
-1,Lake_Charles,12,30.191096999999999,-93.216923100000002,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,3.947400000000000,29.275900000000000,0.134800000000000,100.000000000000000,11,11,11,33,29700.000000000000000,33.211440989400003
-1,Lake_Charles,13,30.185363400000000,-93.213397299999997,19,18,0.947000000000000,30.226595000000000,-93.217376000000002,USA,North America,4.600700000000000,29.275900000000000,0.157100000000000,100.000000000000000,12,12,12,36,32400.000000000000000,32.673939744599998
-1,Lake_Charles,14,30.181705500000000,-93.214166700000007,16,10,0.625000000000000,30.226595000000000,-93.217376000000002,USA,North America,5.001000000000000,29.275900000000000,0.170800000000000,100.000000000000000,13,13,13,36,32400.000000000000000,37.179371868799997
-1,Lake_Charles,15,30.178657000000001,-93.215967100000000,18,8,0.444000000000000,30.226595000000000,-93.217376000000002,USA,North America,5.332200000000000,29.275900000000000,0.182100000000000,100.000000000000000,14,14,14,35,31500.000000000000000,37.725646020699998
-1,Lake_Charles,16,30.174093599999999,-93.213218600000005,21,16,0.762000000000000,30.226595000000000,-93.217376000000002,USA,North America,5.851500000000000,29.275900000000000,0.199900000000000,100.000000000000000,15,15,15,35,31500.000000000000000,33.923406101700003
-1,Lake_Charles,17,30.169759400000000,-93.213249899999994,17,17,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,6.332300000000000,29.275900000000000,0.216300000000000,100.000000000000000,16,16,16,35,31500.000000000000000,33.855678558699999
-1,Lake_Charles,18,30.166086700000001,-93.212788000000003,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,6.742600000000000,29.275900000000000,0.230300000000000,100.000000000000000,17,17,17,35,31500.000000000000000,33.111060217300000
-1,Lake_Charles,19,30.162812899999999,-93.213674900000001,18,15,0.833000000000000,30.226595000000000,-93.217376000000002,USA,North America,7.101200000000000,29.275900000000000,0.242600000000000,100.000000000000000,18,18,18,35,31500.000000000000000,34.831629269200000
-1,Lake_Charles,20,30.157436600000000,-93.216468399999997,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,7.690600000000000,29.275900000000000,0.262700000000000,100.000000000000000,19,19,19,35,31500.000000000000000,30.022855195500000
-1,Lake_Charles,21,30.153223900000000,-93.209649900000002,20,19,0.950000000000000,30.226595000000000,-93.217376000000002,USA,North America,8.192200000000000,29.275900000000000,0.279800000000000,100.000000000000000,20,20,20,36,32400.000000000000000,31.236986959500001
-1,Lake_Charles,22,30.150407999999999,-93.214550599999995,20,17,0.850000000000000,30.226595000000000,-93.217376000000002,USA,North America,8.476000000000001,29.275900000000000,0.289500000000000,100.000000000000000,21,21,21,35,31500.000000000000000,30.041866693799999
-1,Lake_Charles,23,30.146081200000001,-93.210109700000004,19,19,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,8.979900000000001,29.275900000000000,0.306700000000000,100.000000000000000,22,22,22,35,31500.000000000000000,30.752298515200000
-1,Lake_Charles,24,30.139280100000001,-93.210605000000001,20,5,0.250000000000000,30.226595000000000,-93.217376000000002,USA,North America,9.730800000000000,29.275900000000000,0.332400000000000,100.000000000000000,23,23,23,34,30600.000000000000000,33.035693408199997
-1,Lake_Charles,25,30.135447700000000,-93.214397000000005,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,10.139200000000001,29.275900000000000,0.346300000000000,100.000000000000000,24,24,24,35,31500.000000000000000,30.855096377300001
-1,Lake_Charles,26,30.128581199999999,-93.213989799999993,15,11,0.733000000000000,30.226595000000000,-93.217376000000002,USA,North America,10.903499999999999,29.275900000000000,0.372400000000000,100.000000000000000,25,25,25,35,31500.000000000000000,30.308584884500000
-1,Lake_Charles,27,30.125093199999998,-93.213633299999998,11,1,0.091000000000000,30.226595000000000,-93.217376000000002,USA,North America,11.292199999999999,29.275900000000000,0.385700000000000,100.000000000000000,26,26,26,35,31500.000000000000000,31.617710163900000
-1,Lake_Charles,28,30.120726099999999,-93.211304900000002,8,0,0.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,11.786500000000000,29.275900000000000,0.402600000000000,100.000000000000000,27,27,27,36,32400.000000000000000,29.212467592199999
-1,Lake_Charles,29,30.118842500000000,-93.213239900000005,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,11.988099999999999,29.275900000000000,0.409500000000000,100.000000000000000,28,28,28,35,31500.000000000000000,30.433265877299998
-1,Lake_Charles,30,30.110895500000002,-93.213140699999997,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,12.871600000000001,29.275900000000000,0.439700000000000,100.000000000000000,29,29,29,35,31500.000000000000000,30.467866370399999
-1,Lake_Charles,31,30.107056300000000,-93.179636700000003,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,13.778300000000000,29.275900000000000,0.470600000000000,100.000000000000000,30,30,30,35,31500.000000000000000,26.528590894299999
-1,Lake_Charles,32,30.092507200000000,-93.213111100000006,20,17,0.850000000000000,30.226595000000000,-93.217376000000002,USA,North America,14.915500000000000,29.275900000000000,0.509500000000000,100.000000000000000,31,31,31,36,32400.000000000000000,30.255654830699999
-1,Lake_Charles,33,30.089729899999998,-93.179282299999997,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,15.653200000000000,29.275900000000000,0.534700000000000,100.000000000000000,32,32,32,36,32400.000000000000000,29.028708210900000
-1,Lake_Charles,34,30.078098900000001,-93.201546100000002,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,16.582000000000001,29.275900000000000,0.566400000000000,100.000000000000000,33,33,33,37,33300.000000000000000,29.613163171600000
-1,Lake_Charles,35,30.066114200000001,-93.213494400000002,14,14,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,17.848600000000001,29.275900000000000,0.609700000000000,100.000000000000000,34,34,34,35,31500.000000000000000,30.544181336000001
-1,Lake_Charles,36,30.056564300000002,-93.212866399999996,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,18.911500000000000,29.275900000000000,0.646000000000000,100.000000000000000,35,35,35,35,31500.000000000000000,30.689559357499999
-1,Lake_Charles,37,30.051250799999998,-93.213261099999997,20,12,0.600000000000000,30.226595000000000,-93.217376000000002,USA,North America,19.501400000000000,29.275900000000000,0.666100000000000,100.000000000000000,36,36,36,35,31500.000000000000000,32.331748816599998
-1,Lake_Charles,38,30.045071900000000,-93.212270300000000,19,19,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,20.190400000000000,29.275900000000000,0.689700000000000,100.000000000000000,37,37,37,33,29700.000000000000000,31.365802280400001
-1,Lake_Charles,39,30.023569800000001,-93.023569800000004,17,14,0.824000000000000,30.226595000000000,-93.217376000000002,USA,North America,29.275900000000000,29.275900000000000,1.000000000000000,100.000000000000000,38,38,38,35,31500.000000000000000,27.801551686500002
-1,Lake_Charles,40,30.017090499999998,-93.212546900000007,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,USA,North America,23.300500000000000,29.275900000000000,0.795900000000000,100.000000000000000,39,39,39,36,32400.000000000000000,30.432932514200001
