OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,leuven_198025_20180726_LST_pcs_OID,leuven_198025_20180726_LST_pcs_FID_,leuven_198025_20180726_LST_pcs_COUNT,leuven_198025_20180726_LST_pcs_AREA,leuven_198025_20180726_LST_pcs_MEAN
-1,Leuven,1,50.875627000000001,4.702382000000000,20,3,0.150000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.484800000000000,9.063200000000000,0.053500000000000,100.000000000000000,0,0,0,36,32400.000000000000000,43.990104744900002
-1,Leuven,2,50.876311000000001,4.689636000000000,19,11,0.579000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.859200000000000,9.063200000000000,0.094800000000000,100.000000000000000,1,1,1,34,30600.000000000000000,45.584207296099997
-1,Leuven,3,50.873927000000002,4.695146000000000,17,5,0.294000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.757600000000000,9.063200000000000,0.083600000000000,100.000000000000000,2,2,2,37,33300.000000000000000,43.323494526799998
-1,Leuven,4,50.873831000000003,4.696748000000000,20,4,0.200000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.718100000000000,9.063200000000000,0.079200000000000,100.000000000000000,3,3,3,22,19800.000000000000000,41.702077900200003
-1,Leuven,5,50.883065999999999,4.718524000000000,19,2,0.105000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,1.312000000000000,9.063200000000000,0.144800000000000,100.000000000000000,4,4,4,35,31500.000000000000000,48.048281618700003
-1,Leuven,6,50.882677999999999,4.721883000000000,19,7,0.368000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,1.530500000000000,9.063200000000000,0.168900000000000,100.000000000000000,5,5,5,36,32400.000000000000000,48.145438362400000
-1,Leuven,7,50.882922999999998,4.726254000000000,20,2,0.100000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,1.836500000000000,9.063200000000000,0.202600000000000,100.000000000000000,6,6,6,35,31500.000000000000000,46.627589076800000
-1,Leuven,8,50.884135999999998,4.729637000000000,20,9,0.450000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,2.096700000000000,9.063200000000000,0.231300000000000,100.000000000000000,7,7,7,35,31500.000000000000000,46.891702642600002
-1,Leuven,9,50.884146000000001,4.736625000000000,20,10,0.500000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,2.576700000000000,9.063200000000000,0.284300000000000,100.000000000000000,8,8,8,35,31500.000000000000000,45.572509345299999
-1,Leuven,10,50.887613999999999,4.747404000000000,12,3,0.250000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,3.399700000000000,9.063200000000000,0.375100000000000,100.000000000000000,9,9,9,32,28800.000000000000000,44.986779684100000
-1,Leuven,11,50.887816000000001,4.741206000000000,20,9,0.450000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,2.987900000000000,9.063200000000000,0.329700000000000,100.000000000000000,10,10,10,35,31500.000000000000000,46.953933739199996
-1,Leuven,12,50.886215999999997,4.743962000000000,20,2,0.100000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,3.127900000000000,9.063200000000000,0.345100000000000,100.000000000000000,11,11,11,36,32400.000000000000000,43.104282157599997
-1,Leuven,13,50.888373999999999,4.752422000000000,20,8,0.400000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,3.761600000000000,9.063200000000000,0.415000000000000,100.000000000000000,12,12,12,34,30600.000000000000000,45.099430340600001
-1,Leuven,14,50.888646999999999,4.758523000000000,20,9,0.450000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,4.184100000000000,9.063200000000000,0.461700000000000,100.000000000000000,13,13,13,35,31500.000000000000000,44.803702457699998
-1,Leuven,15,50.873708999999998,4.719558000000000,20,5,0.250000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,1.497900000000000,9.063200000000000,0.165300000000000,100.000000000000000,14,14,14,32,28800.000000000000000,47.585234131500002
-1,Leuven,16,50.889600999999999,4.765985000000000,20,6,0.300000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,4.717900000000000,9.063200000000000,0.520600000000000,100.000000000000000,15,15,15,35,31500.000000000000000,41.816563380799998
-1,Leuven,17,50.889183000000003,4.770253000000000,19,4,0.211000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,4.999800000000000,9.063200000000000,0.551700000000000,100.000000000000000,16,16,16,34,30600.000000000000000,44.136674720899997
-1,Leuven,18,50.889955999999998,4.778458000000000,19,4,0.211000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,5.580800000000000,9.063200000000000,0.615800000000000,100.000000000000000,17,17,17,35,31500.000000000000000,44.206603790400003
-1,Leuven,19,50.890994999999997,4.784703000000000,20,0,0.000000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,6.033200000000000,9.063200000000000,0.665700000000000,100.000000000000000,18,18,18,35,31500.000000000000000,41.066543575399997
-1,Leuven,20,50.892530999999998,4.793159000000000,20,3,0.150000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,6.648900000000000,9.063200000000000,0.733600000000000,100.000000000000000,19,19,19,35,31500.000000000000000,46.829754291699999
-1,Leuven,21,50.892037999999999,4.798866000000000,18,0,0.000000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,7.029800000000000,9.063200000000000,0.775600000000000,100.000000000000000,20,20,20,36,32400.000000000000000,47.131696631099999
-1,Leuven,22,50.892198000000000,4.806542000000000,16,4,0.250000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,7.562100000000000,9.063200000000000,0.834400000000000,100.000000000000000,21,21,21,36,32400.000000000000000,42.320146729199998
-1,Leuven,23,50.892183000000003,4.816097000000000,20,0,0.000000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,8.221800000000000,9.063200000000000,0.907200000000000,100.000000000000000,22,22,22,36,32400.000000000000000,42.081153805900001
-1,Leuven,24,50.895587999999996,4.827306000000000,20,12,0.600000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,9.063200000000000,9.063200000000000,1.000000000000000,100.000000000000000,23,23,23,36,32400.000000000000000,41.628699701300000
-1,Leuven,25,50.884447000000002,4.707030000000000,16,1,0.062000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.686300000000000,9.063200000000000,0.075700000000000,100.000000000000000,24,24,24,35,31500.000000000000000,44.117627398099998
-1,Leuven,26,50.883211000000003,4.704801000000000,19,8,0.421000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.480400000000000,9.063200000000000,0.053000000000000,100.000000000000000,25,25,25,35,31500.000000000000000,47.534585783200001
-1,Leuven,27,50.883572999999998,4.699242000000000,20,4,0.200000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.426200000000000,9.063200000000000,0.047000000000000,100.000000000000000,26,26,26,35,31500.000000000000000,45.413623503200000
-1,Leuven,28,50.883547999999998,4.694649000000000,19,3,0.158000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,0.584700000000000,9.063200000000000,0.064500000000000,100.000000000000000,27,27,27,35,31500.000000000000000,45.663192350199999
-1,Leuven,29,50.889332000000003,4.792787000000000,20,10,0.500000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,6.556900000000000,9.063200000000000,0.723500000000000,100.000000000000000,28,28,28,36,32400.000000000000000,41.987104977199998
-1,Leuven,30,50.887720999999999,4.808345000000000,12,9,0.750000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,7.613500000000000,9.063200000000000,0.840000000000000,100.000000000000000,29,29,29,35,31500.000000000000000,41.360865638299998
-1,Leuven,31,50.895192999999999,4.813592000000000,16,4,0.250000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,8.112200000000000,9.063200000000000,0.895100000000000,100.000000000000000,30,30,30,35,31500.000000000000000,45.126219118599998
-1,Leuven,32,50.896788999999998,4.803872000000000,20,16,0.800000000000000,50.879829000000001,4.700540000000000,Belgium,Europe,7.489600000000000,9.063200000000000,0.826400000000000,100.000000000000000,31,31,31,35,31500.000000000000000,44.272963625199999
