OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,pittsburgh_017032_20170820_LST_pcs_OID,pittsburgh_017032_20170820_LST_pcs_FID_,pittsburgh_017032_20170820_LST_pcs_COUNT,pittsburgh_017032_20170820_LST_pcs_AREA,pittsburgh_017032_20170820_LST_pcs_MEAN
-1,Pittsburgh,1,40.897640000000003,-80.044520000000006,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,50.944699999999997,50.944699999999997,1.000000000000000,100.000000000000000,0,0,0,35,31500.000000000000000,30.219616192899998
-1,Pittsburgh,2,40.883229999999998,-80.044319999999999,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,49.345199999999998,50.944699999999997,0.968600000000000,100.000000000000000,1,1,1,32,28800.000000000000000,27.004426165900000
-1,Pittsburgh,3,40.870179999999998,-80.041010000000000,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,47.878200000000000,50.944699999999997,0.939800000000000,100.000000000000000,2,2,2,34,30600.000000000000000,29.314953025499999
-1,Pittsburgh,4,40.853189999999998,-80.038380000000004,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,45.978499999999997,50.944699999999997,0.902500000000000,100.000000000000000,3,3,3,32,28800.000000000000000,27.080947390999999
-1,Pittsburgh,5,40.843089999999997,-80.039749999999998,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,44.865800000000000,50.944699999999997,0.880700000000000,100.000000000000000,4,4,4,37,33300.000000000000000,28.170056227900002
-1,Pittsburgh,6,40.830970000000001,-80.043679999999995,12,3,0.250000000000000,40.440587999999998,-80.002596999999994,North America,43.546700000000001,50.944699999999997,0.854800000000000,100.000000000000000,5,5,5,36,32400.000000000000000,26.334376436399999
-1,Pittsburgh,7,40.818080000000002,-80.043049999999994,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,42.113799999999998,50.944699999999997,0.826700000000000,100.000000000000000,6,6,6,35,31500.000000000000000,28.165024075300000
-1,Pittsburgh,8,40.805320000000002,-80.055049999999994,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,40.797199999999997,50.944699999999997,0.800800000000000,100.000000000000000,7,7,7,36,32400.000000000000000,27.665956457299998
-1,Pittsburgh,9,40.792569999999998,-80.054770000000005,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,39.385599999999997,50.944699999999997,0.773100000000000,100.000000000000000,8,8,8,36,32400.000000000000000,26.837568203499998
-1,Pittsburgh,10,40.783239999999999,-80.060590000000005,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,38.414400000000001,50.944699999999997,0.754000000000000,100.000000000000000,9,9,9,36,32400.000000000000000,27.459597702800000
