OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,kyoto_110036_20180803_LST_pcs_OID,kyoto_110036_20180803_LST_pcs_FID_,kyoto_110036_20180803_LST_pcs_COUNT,kyoto_110036_20180803_LST_pcs_AREA,kyoto_110036_20180803_LST_pcs_MEAN
-1,Kyoto,1,34.989120000000000,135.768190000000004,20,1,0.050000000000000,35.003655000000002,135.759676000000013,Asia,1.792700000000000,24.630299999999998,0.072800000000000,100.000000000000000,0,0,0,35,31500.000000000000000,44.921740136499999
-1,Kyoto,2,34.985680000000002,135.767470000000003,20,16,0.800000000000000,35.003655000000002,135.759676000000013,Asia,2.121100000000000,24.630299999999998,0.086100000000000,100.000000000000000,1,1,1,32,28800.000000000000000,44.295762429100002
-1,Kyoto,3,34.989860000000000,135.764219999999995,20,0,0.000000000000000,35.003655000000002,135.759676000000013,Asia,1.588800000000000,24.630299999999998,0.064500000000000,100.000000000000000,2,2,2,36,32400.000000000000000,45.384663189100003
-1,Kyoto,4,34.990409999999997,135.760099999999994,20,14,0.700000000000000,35.003655000000002,135.759676000000013,Asia,1.473300000000000,24.630299999999998,0.059800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,45.285531975900000
-1,Kyoto,5,34.985970000000002,135.748840000000001,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,2.200300000000000,24.630299999999998,0.089300000000000,100.000000000000000,4,4,4,36,32400.000000000000000,45.934933484699997
-1,Kyoto,6,34.987479999999998,135.744490000000013,20,7,0.350000000000000,35.003655000000002,135.759676000000013,Asia,2.269000000000000,24.630299999999998,0.092100000000000,100.000000000000000,5,5,5,32,28800.000000000000000,46.729729193899999
-1,Kyoto,7,34.986719999999998,135.741420000000005,11,1,0.091000000000000,35.003655000000002,135.759676000000013,Asia,2.512300000000000,24.630299999999998,0.102000000000000,100.000000000000000,6,6,6,36,32400.000000000000000,50.787649361600003
-1,Kyoto,8,34.993530000000000,135.729289999999992,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,2.988000000000000,24.630299999999998,0.121300000000000,100.000000000000000,7,7,7,35,31500.000000000000000,44.826811989200003
-1,Kyoto,9,34.993910000000000,135.724269999999990,20,11,0.550000000000000,35.003655000000002,135.759676000000013,Asia,3.402200000000000,24.630299999999998,0.138100000000000,100.000000000000000,8,8,8,37,33300.000000000000000,46.805054569100001
-1,Kyoto,10,34.990890000000000,135.724989999999991,20,12,0.600000000000000,35.003655000000002,135.759676000000013,Asia,3.463700000000000,24.630299999999998,0.140600000000000,100.000000000000000,9,9,9,35,31500.000000000000000,47.110564079100001
-1,Kyoto,11,34.989120000000000,135.723950000000002,20,12,0.600000000000000,35.003655000000002,135.759676000000013,Asia,3.633500000000000,24.630299999999998,0.147500000000000,100.000000000000000,10,10,10,35,31500.000000000000000,47.399310859099998
-1,Kyoto,12,34.989899999999999,135.715869999999995,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,4.273300000000000,24.630299999999998,0.173500000000000,100.000000000000000,11,11,11,36,32400.000000000000000,45.566146483099999
-1,Kyoto,13,34.988140000000001,135.713500000000010,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,4.546200000000000,24.630299999999998,0.184600000000000,100.000000000000000,12,12,12,34,30600.000000000000000,43.517940600300001
-1,Kyoto,15,34.977300000000000,135.689300000000003,20,1,0.050000000000000,35.003655000000002,135.759676000000013,Asia,7.049000000000000,24.630299999999998,0.286200000000000,100.000000000000000,14,13,14,35,31500.000000000000000,45.400277013500002
-1,Kyoto,16,34.970610000000001,135.690439999999995,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,7.299600000000000,24.630299999999998,0.296400000000000,100.000000000000000,15,14,15,35,31500.000000000000000,44.503951181200001
-1,Kyoto,17,34.979970000000002,135.680970000000002,20,18,0.900000000000000,35.003655000000002,135.759676000000013,Asia,7.638100000000000,24.630299999999998,0.310100000000000,100.000000000000000,16,15,16,32,28800.000000000000000,41.669460057499997
-1,Kyoto,18,34.973889999999997,135.670780000000008,20,7,0.350000000000000,35.003655000000002,135.759676000000013,Asia,8.748500000000000,24.630299999999998,0.355200000000000,100.000000000000000,17,16,17,35,31500.000000000000000,43.905189730099998
-1,Kyoto,19,34.976819999999996,135.665699999999987,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,9.066000000000001,24.630299999999998,0.368100000000000,100.000000000000000,18,17,18,36,32400.000000000000000,42.872130332799998
-1,Kyoto,20,34.974119999999999,135.663759999999996,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,9.334500000000000,24.630299999999998,0.379000000000000,100.000000000000000,19,18,19,34,30600.000000000000000,44.153129039699998
-1,Kyoto,21,35.108510000000003,135.521320000000003,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,24.630299999999998,24.630299999999998,1.000000000000000,100.000000000000000,20,19,20,35,31500.000000000000000,37.015700129999999
-1,Kyoto,22,35.104320000000001,135.528410000000008,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,23.841999999999999,24.630299999999998,0.968000000000000,100.000000000000000,21,20,21,35,31500.000000000000000,38.626967966599999
-1,Kyoto,23,35.099110000000003,135.530360000000002,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,23.417800000000000,24.630299999999998,0.950800000000000,100.000000000000000,22,21,22,37,33300.000000000000000,32.217629193900002
-1,Kyoto,24,35.094889999999999,135.533580000000001,19,3,0.158000000000000,35.003655000000002,135.759676000000013,Asia,22.946100000000001,24.630299999999998,0.931600000000000,100.000000000000000,23,22,23,35,31500.000000000000000,33.211076781099997
-1,Kyoto,25,35.089109999999998,135.536939999999987,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,22.392600000000002,24.630299999999998,0.909100000000000,100.000000000000000,24,23,24,34,30600.000000000000000,33.575794878600000
-1,Kyoto,26,35.084310000000002,135.538250000000005,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,22.062899999999999,24.630299999999998,0.895800000000000,100.000000000000000,25,24,25,35,31500.000000000000000,38.272950043500003
-1,Kyoto,27,35.078029999999998,135.536740000000009,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,21.916399999999999,24.630299999999998,0.889800000000000,100.000000000000000,26,25,26,35,31500.000000000000000,34.346055854799999
-1,Kyoto,28,35.073860000000003,135.537160000000000,17,6,0.353000000000000,35.003655000000002,135.759676000000013,Asia,21.710400000000000,24.630299999999998,0.881500000000000,100.000000000000000,27,26,27,37,33300.000000000000000,40.358485490100001
-1,Kyoto,29,35.068600000000004,135.540050000000008,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,21.260000000000002,24.630299999999998,0.863200000000000,100.000000000000000,28,27,28,35,31500.000000000000000,32.971869787199999
-1,Kyoto,30,35.063299999999998,135.547899999999998,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,20.390599999999999,24.630299999999998,0.827900000000000,100.000000000000000,29,28,29,37,33300.000000000000000,33.812337506500000
-1,Kyoto,31,35.059429999999999,135.552320000000009,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,19.872399999999999,24.630299999999998,0.806800000000000,100.000000000000000,30,29,30,35,31500.000000000000000,34.644948251899997
-1,Kyoto,32,35.053959999999996,135.551729999999992,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,19.743200000000002,24.630299999999998,0.801600000000000,100.000000000000000,31,30,31,35,31500.000000000000000,35.914063639100000
-1,Kyoto,33,35.048940000000002,135.555329999999998,18,5,0.278000000000000,35.003655000000002,135.759676000000013,Asia,19.276299999999999,24.630299999999998,0.782600000000000,100.000000000000000,32,31,32,36,32400.000000000000000,35.375667650399997
