OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,providence_012031_20180719_LST_pcs_OID,providence_012031_20180719_LST_pcs_FID_,providence_012031_20180719_LST_pcs_COUNT,providence_012031_20180719_LST_pcs_AREA,providence_012031_20180719_LST_pcs_MEAN
-1,Providence,1,41.826070000000001,-71.435419999999993,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,1.885700000000000,17.514900000000001,0.107700000000000,100.000000000000000,0,0,0,35,31500.000000000000000,43.013545083200000
-1,Providence,2,41.822450000000003,-71.431070000000005,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,1.520800000000000,17.514900000000001,0.086800000000000,100.000000000000000,1,1,1,33,29700.000000000000000,40.114454400299998
-1,Providence,3,41.823590000000003,-71.429469999999995,16,1,0.062000000000000,41.823988999999997,-71.412834000000004,North America,1.379200000000000,17.514900000000001,0.078700000000000,100.000000000000000,2,2,2,36,32400.000000000000000,41.829316575800000
-1,Providence,4,41.824399999999997,-71.425659999999993,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,1.063800000000000,17.514900000000001,0.060700000000000,100.000000000000000,3,3,3,35,31500.000000000000000,42.307998175100003
-1,Providence,5,41.823509999999999,-71.421490000000006,16,0,0.000000000000000,41.823988999999997,-71.412834000000004,North America,0.719200000000000,17.514900000000001,0.041100000000000,100.000000000000000,4,4,4,35,31500.000000000000000,40.877301210100001
-1,Providence,6,41.817819999999998,-71.419809999999998,16,0,0.000000000000000,41.823988999999997,-71.412834000000004,North America,0.897100000000000,17.514900000000001,0.051200000000000,100.000000000000000,5,5,5,33,29700.000000000000000,41.326626839299998
-1,Providence,7,41.825710000000001,-71.411860000000004,16,0,0.000000000000000,41.823988999999997,-71.412834000000004,North America,0.207700000000000,17.514900000000001,0.011900000000000,100.000000000000000,6,6,6,35,31500.000000000000000,35.922002865000003
-1,Providence,8,41.822060000000000,-71.411280000000005,16,3,0.188000000000000,41.823988999999997,-71.412834000000004,North America,0.250200000000000,17.514900000000001,0.014300000000000,100.000000000000000,7,7,7,34,30600.000000000000000,42.216859303100001
-1,Providence,9,41.817189999999997,-71.413430000000005,16,4,0.250000000000000,41.823988999999997,-71.412834000000004,North America,0.757600000000000,17.514900000000001,0.043300000000000,100.000000000000000,8,8,8,36,32400.000000000000000,39.758146489900000
-1,Providence,10,41.813150000000000,-71.402249999999995,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,1.490600000000000,17.514900000000001,0.085100000000000,100.000000000000000,9,9,9,35,31500.000000000000000,31.563787486999999
-1,Providence,11,41.765000000000001,-71.258129999999994,16,6,0.375000000000000,41.823988999999997,-71.412834000000004,North America,14.404999999999999,17.514900000000001,0.822400000000000,100.000000000000000,10,10,10,37,33300.000000000000000,30.246234913599999
-1,Providence,12,41.767679999999999,-71.261640000000000,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,14.010700000000000,17.514900000000001,0.799900000000000,100.000000000000000,11,11,11,35,31500.000000000000000,34.749682302099998
-1,Providence,13,41.767899999999997,-71.267110000000002,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,13.595300000000000,17.514900000000001,0.776200000000000,100.000000000000000,12,12,12,35,31500.000000000000000,31.086651685700001
-1,Providence,14,41.760700000000000,-71.269980000000004,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,13.776199999999999,17.514900000000001,0.786500000000000,100.000000000000000,13,13,13,36,32400.000000000000000,31.183247581500002
-1,Providence,15,41.771769999999997,-71.267499999999998,16,6,0.375000000000000,41.823988999999997,-71.412834000000004,North America,13.373799999999999,17.514900000000001,0.763600000000000,100.000000000000000,14,14,14,34,30600.000000000000000,32.711118326499999
-1,Providence,16,41.815100000000001,-71.389489999999995,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,2.172400000000000,17.514900000000001,0.124000000000000,100.000000000000000,15,15,15,35,31500.000000000000000,33.553923071400000
-1,Providence,17,41.809330000000003,-71.384799999999998,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,2.838000000000000,17.514900000000001,0.162000000000000,100.000000000000000,16,16,16,32,28800.000000000000000,34.695012468000002
-1,Providence,18,41.804580000000001,-71.382819999999995,16,3,0.188000000000000,41.823988999999997,-71.412834000000004,North America,3.293200000000000,17.514900000000001,0.188000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,35.923738982499998
-1,Providence,19,41.806550000000001,-71.373580000000004,16,4,0.250000000000000,41.823988999999997,-71.412834000000004,North America,3.787200000000000,17.514900000000001,0.216200000000000,100.000000000000000,18,18,18,35,31500.000000000000000,33.673371521599996
-1,Providence,20,41.809410000000000,-71.372100000000003,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,3.744800000000000,17.514900000000001,0.213800000000000,100.000000000000000,19,19,19,35,31500.000000000000000,37.993934186700002
-1,Providence,21,41.808799999999998,-71.365910000000000,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,4.239600000000000,17.514900000000001,0.242100000000000,100.000000000000000,20,20,20,35,31500.000000000000000,36.218509864600001
-1,Providence,22,41.799759999999999,-71.369290000000007,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,4.503600000000000,17.514900000000001,0.257100000000000,100.000000000000000,21,21,21,34,30600.000000000000000,34.894357499999998
-1,Providence,23,41.804029999999997,-71.362499999999997,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,4.725100000000000,17.514900000000001,0.269800000000000,100.000000000000000,22,22,22,35,31500.000000000000000,36.943871767899999
-1,Providence,24,41.797120000000000,-71.357870000000005,16,3,0.188000000000000,41.823988999999997,-71.412834000000004,North America,5.447700000000000,17.514900000000001,0.311000000000000,100.000000000000000,23,23,23,35,31500.000000000000000,36.888800994800000
-1,Providence,25,41.797110000000004,-71.353700000000003,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,5.740400000000000,17.514900000000001,0.327700000000000,100.000000000000000,24,24,24,35,31500.000000000000000,36.210202148500002
-1,Providence,26,41.797379999999997,-71.346580000000003,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,6.237500000000000,17.514900000000001,0.356100000000000,100.000000000000000,25,25,25,36,32400.000000000000000,36.300611256700002
-1,Providence,27,41.779550000000000,-71.333439999999996,16,3,0.188000000000000,41.823988999999997,-71.412834000000004,North America,8.229699999999999,17.514900000000001,0.469900000000000,100.000000000000000,26,26,26,32,28800.000000000000000,35.020213217200002
-1,Providence,28,41.776269999999997,-71.315340000000006,16,4,0.250000000000000,41.823988999999997,-71.412834000000004,North America,9.667800000000000,17.514900000000001,0.552000000000000,100.000000000000000,27,27,27,36,32400.000000000000000,35.173931772700001
-1,Providence,29,41.771870000000000,-71.311959999999999,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,10.173999999999999,17.514900000000001,0.580900000000000,100.000000000000000,28,28,28,32,28800.000000000000000,31.787322204999999
-1,Providence,30,41.770029999999998,-71.298839999999998,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,11.193600000000000,17.514900000000001,0.639100000000000,100.000000000000000,29,29,29,32,28800.000000000000000,31.819864392700001
-1,Providence,31,41.772469999999998,-71.285190000000000,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,12.032299999999999,17.514900000000001,0.687000000000000,100.000000000000000,30,30,30,32,28800.000000000000000,29.363739378700000
-1,Providence,32,41.774769999999997,-71.275369999999995,11,1,0.091000000000000,41.823988999999997,-71.412834000000004,North America,12.641100000000000,17.514900000000001,0.721700000000000,100.000000000000000,31,31,31,36,32400.000000000000000,32.054557850300000
-1,Providence,33,41.790579999999999,-71.273560000000003,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,12.126600000000000,17.514900000000001,0.692400000000000,100.000000000000000,32,32,32,35,31500.000000000000000,28.273673487400000
-1,Providence,34,41.787219999999998,-71.290379999999999,16,4,0.250000000000000,41.823988999999997,-71.412834000000004,North America,10.942200000000000,17.514900000000001,0.624700000000000,100.000000000000000,33,33,33,32,28800.000000000000000,27.554864527700001
-1,Providence,35,41.782559999999997,-71.299760000000006,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,10.443500000000000,17.514900000000001,0.596300000000000,100.000000000000000,34,34,34,35,31500.000000000000000,34.154904204200001
