OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,lansing_021030_20170731_LST_pcs_OID,lansing_021030_20170731_LST_pcs_FID_,lansing_021030_20170731_LST_pcs_COUNT,lansing_021030_20170731_LST_pcs_AREA,lansing_021030_20170731_LST_pcs_MEAN
-1,Lansing,1,42.596953399999997,-84.590084700000006,16,4,0.250000000000000,42.733770999999997,-84.555380999999997,USA,North America,15.475800000000000,15.475800000000000,1,100.000000000000000,0,0,0,35,31500.000000000000000,29.522710596800000
-1,Lansing,2,42.596969199999997,-84.581855800000000,15,3,0.200000000000000,42.733770999999997,-84.555380999999997,USA,North America,15.364900000000000,15.475800000000000,1,100.000000000000000,1,1,1,32,28800.000000000000000,33.901566024600001
-1,Lansing,3,42.603610600000003,-84.581631200000004,16,0,0.000000000000000,42.733770999999997,-84.555380999999997,USA,North America,14.631399999999999,15.475800000000000,1,100.000000000000000,2,2,2,36,32400.000000000000000,30.450962324999999
-1,Lansing,4,42.607272500000001,-84.582179199999999,16,4,0.250000000000000,42.733770999999997,-84.555380999999997,USA,North America,14.235600000000000,15.475800000000000,1,100.000000000000000,3,3,3,32,28800.000000000000000,30.607150263400001
-1,Lansing,5,42.611240799999997,-84.582208899999998,15,1,0.067000000000000,42.733770999999997,-84.555380999999997,USA,North America,13.800100000000000,15.475800000000000,1,100.000000000000000,4,4,4,35,31500.000000000000000,31.940960262699999
-1,Lansing,6,42.620344199999998,-84.582126400000007,16,1,0.062000000000000,42.733770999999997,-84.555380999999997,USA,North America,12.800599999999999,15.475800000000000,1,100.000000000000000,5,5,5,36,32400.000000000000000,32.652408194700001
-1,Lansing,7,42.625084100000002,-84.582222900000005,16,6,0.375000000000000,42.733770999999997,-84.555380999999997,USA,North America,12.282999999999999,15.475800000000000,1,100.000000000000000,6,6,6,32,28800.000000000000000,34.705321731300003
-1,Lansing,8,42.625725799999998,-84.573830599999994,20,3,0.150000000000000,42.733770999999997,-84.555380999999997,USA,North America,12.108400000000000,15.475800000000000,1,100.000000000000000,7,7,7,32,28800.000000000000000,29.505401037100000
-1,Lansing,9,42.630683200000000,-84.582070299999998,17,3,0.176000000000000,42.733770999999997,-84.555380999999997,USA,North America,11.668600000000000,15.475800000000000,1,100.000000000000000,8,8,8,35,31500.000000000000000,33.398710405999999
-1,Lansing,10,42.633145900000002,-84.576062199999996,19,4,0.211000000000000,42.733770999999997,-84.555380999999997,USA,North America,11.316000000000001,15.475800000000000,1,100.000000000000000,9,9,9,35,31500.000000000000000,33.331001692999997
