OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,cape_town_175084_20180215_LST_pcs_OID,cape_town_175084_20180215_LST_pcs_FID_,cape_town_175084_20180215_LST_pcs_COUNT,cape_town_175084_20180215_LST_pcs_AREA,cape_town_175084_20180215_LST_pcs_MEAN
-1,Cape_Town,1,-34.030479999999997,18.437639999999998,15,14,0.933000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,11.809900000000001,39.661099999999998,0.297800000000000,100.000000000000000,0,0,0,35,31500.000000000000000,30.369968010099999
-1,Cape_Town,2,-33.981810000000003,18.435510000000001,17,17,1.000000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,6.419000000000000,39.661099999999998,0.161800000000000,100.000000000000000,1,1,1,36,32400.000000000000000,28.147960277999999
-1,Cape_Town,3,-33.989240000000002,18.487079999999999,18,12,0.667000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,9.220700000000001,39.661099999999998,0.232500000000000,100.000000000000000,2,2,2,33,29700.000000000000000,32.167875760400001
-1,Cape_Town,4,-33.948830000000001,18.477930000000001,18,13,0.722000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,5.639200000000000,39.661099999999998,0.142200000000000,100.000000000000000,3,3,3,32,28800.000000000000000,31.713025793800000
-1,Cape_Town,5,-34.037360000000000,18.418430000000001,18,15,0.833000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,12.519100000000000,39.661099999999998,0.315700000000000,100.000000000000000,4,4,4,32,28800.000000000000000,28.122145144899999
-1,Cape_Town,6,-34.038429999999998,18.411280000000001,17,16,0.941000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,12.682100000000000,39.661099999999998,0.319800000000000,100.000000000000000,5,5,5,34,30600.000000000000000,29.103325586200000
-1,Cape_Town,7,-33.962519999999998,18.743490000000001,16,11,0.688000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,29.762400000000000,39.661099999999998,0.750400000000000,100.000000000000000,6,6,6,35,31500.000000000000000,32.938468442900003
-1,Cape_Town,8,-33.946930000000002,18.719570000000001,11,8,0.727000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,27.372599999999998,39.661099999999998,0.690200000000000,100.000000000000000,7,7,7,35,31500.000000000000000,33.051940412500002
-1,Cape_Town,9,-33.970700000000001,18.524210000000000,16,11,0.688000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,10.550800000000001,39.661099999999998,0.266000000000000,100.000000000000000,8,8,8,37,33300.000000000000000,34.953614830399999
-1,Cape_Town,10,-34.001660000000001,18.459640000000000,18,17,0.944000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,9.147600000000001,39.661099999999998,0.230600000000000,100.000000000000000,9,9,9,36,32400.000000000000000,30.164166646999998
-1,Cape_Town,11,-33.978200000000001,18.483120000000000,18,4,0.222000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,8.052700000000000,39.661099999999998,0.203000000000000,100.000000000000000,10,10,10,35,31500.000000000000000,32.512004688499999
-1,Cape_Town,12,-33.933860000000003,18.411940000000001,18,10,0.556000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,1.499500000000000,39.661099999999998,0.037800000000000,100.000000000000000,11,11,11,35,31500.000000000000000,34.085793470699997
-1,Cape_Town,13,-33.929620000000000,18.415839999999999,16,7,0.438000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,0.923800000000000,39.661099999999998,0.023300000000000,100.000000000000000,12,12,12,32,28800.000000000000000,32.979395177599997
-1,Cape_Town,14,-33.935720000000003,18.450759999999999,17,17,1.000000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,2.743300000000000,39.661099999999998,0.069200000000000,100.000000000000000,13,13,13,35,31500.000000000000000,37.265967999300003
-1,Cape_Town,15,-34.016860000000001,18.451129999999999,17,14,0.824000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,10.529100000000000,39.661099999999998,0.265500000000000,100.000000000000000,14,14,14,35,31500.000000000000000,32.281401419900000
-1,Cape_Town,16,-34.030889999999999,18.419190000000000,15,15,1.000000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,11.797400000000000,39.661099999999998,0.297500000000000,100.000000000000000,15,15,15,36,32400.000000000000000,28.595102771299999
-1,Cape_Town,17,-34.014629999999997,18.415140000000001,18,15,0.833000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,10.014699999999999,39.661099999999998,0.252500000000000,100.000000000000000,16,16,16,35,31500.000000000000000,26.832955857900000
-1,Cape_Town,18,-33.878100000000003,18.761900000000001,18,17,0.944000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,31.611000000000001,39.661099999999998,0.797000000000000,100.000000000000000,17,17,17,36,32400.000000000000000,34.269748899699998
-1,Cape_Town,19,-33.864699999999999,18.847600000000000,17,16,0.941000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,39.661099999999998,39.661099999999998,1.000000000000000,100.000000000000000,18,18,18,34,30600.000000000000000,36.824382770699998
-1,Cape_Town,20,-33.964050000000000,18.488019999999999,18,12,0.667000000000000,-33.924869999999999,18.424054999999999,South Africa,Africa,7.334500000000000,39.661099999999998,0.184900000000000,100.000000000000000,19,19,19,37,33300.000000000000000,31.222148487500000
