OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,toronto_018029_20180611_LST_pcs_OID,toronto_018029_20180611_LST_pcs_FID_,toronto_018029_20180611_LST_pcs_COUNT,toronto_018029_20180611_LST_pcs_AREA,toronto_018029_20180611_LST_pcs_MEAN
,Toronto,1,44.030259999999998,-79.527389999999997,19,4,0.211000000000000,43.653224999999999,-79.383185999999995,North America,43.490299999999998,47.583900000000000,0.914000000000000,100.000000000000000,0,0,0,36,32400.000000000000000,22.088499168900000
,Toronto,2,44.019680000000001,-79.525379999999998,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,42.313899999999997,47.583900000000000,0.889200000000000,100.000000000000000,1,1,1,35,31500.000000000000000,26.041644951599999
,Toronto,3,44.010570000000001,-79.523160000000004,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,41.290799999999997,47.583900000000000,0.867700000000000,100.000000000000000,2,2,2,37,33300.000000000000000,28.093842561300001
,Toronto,4,43.999070000000003,-79.519970000000001,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,39.991100000000003,47.583900000000000,0.840400000000000,100.000000000000000,3,3,3,36,32400.000000000000000,25.393583513700001
,Toronto,5,43.993380000000002,-79.519260000000003,20,13,0.650000000000000,43.653224999999999,-79.383185999999995,North America,39.367300000000000,47.583900000000000,0.827300000000000,100.000000000000000,4,4,4,35,31500.000000000000000,25.873838615200000
,Toronto,6,43.985680000000002,-79.516900000000007,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,38.492400000000004,47.583900000000000,0.808900000000000,100.000000000000000,5,5,5,35,31500.000000000000000,27.574981338400001
,Toronto,7,43.977679999999999,-79.515580000000000,19,11,0.579000000000000,43.653224999999999,-79.383185999999995,North America,37.609099999999998,47.583900000000000,0.790400000000000,100.000000000000000,6,6,6,35,31500.000000000000000,29.874406587999999
,Toronto,8,43.969569999999997,-79.512829999999994,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,36.681899999999999,47.583900000000000,0.770900000000000,100.000000000000000,7,7,7,37,33300.000000000000000,27.201674053600001
,Toronto,9,43.957360000000001,-79.510639999999995,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,35.331099999999999,47.583900000000000,0.742500000000000,100.000000000000000,8,8,8,35,31500.000000000000000,27.990158290600000
,Toronto,10,43.951949999999997,-79.509469999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,34.728400000000001,47.583900000000000,0.729800000000000,100.000000000000000,9,9,9,35,31500.000000000000000,31.910759973600001
,Toronto,11,43.942760000000000,-79.506829999999994,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,33.689500000000002,47.583900000000000,0.708000000000000,100.000000000000000,10,10,10,37,33300.000000000000000,30.835090582100001
,Toronto,12,43.933860000000003,-79.504710000000003,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,32.694099999999999,47.583900000000000,0.687100000000000,100.000000000000000,11,11,11,34,30600.000000000000000,29.491755244499998
,Toronto,13,43.924410000000002,-79.503060000000005,20,19,0.950000000000000,43.653224999999999,-79.383185999999995,North America,31.652500000000000,47.583900000000000,0.665200000000000,100.000000000000000,12,12,12,36,32400.000000000000000,26.894852156500001
,Toronto,14,43.915880000000001,-79.500470000000007,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,30.686000000000000,47.583900000000000,0.644900000000000,100.000000000000000,13,13,13,36,32400.000000000000000,29.822674250700000
,Toronto,15,43.906829999999999,-79.498739999999998,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,29.686299999999999,47.583900000000000,0.623900000000000,100.000000000000000,14,14,14,35,31500.000000000000000,25.922886325000000
,Toronto,16,43.897559999999999,-79.496560000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,28.653199999999998,47.583900000000000,0.602200000000000,100.000000000000000,15,15,15,36,32400.000000000000000,25.668110142300002
,Toronto,17,43.888440000000003,-79.494349999999997,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,27.635899999999999,47.583900000000000,0.580800000000000,100.000000000000000,16,16,16,35,31500.000000000000000,31.545086545000000
,Toronto,18,43.881100000000004,-79.492410000000007,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,26.813600000000001,47.583900000000000,0.563500000000000,100.000000000000000,17,17,17,34,30600.000000000000000,31.834130838400000
,Toronto,19,43.870649999999998,-79.489609999999999,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,25.642700000000001,47.583900000000000,0.538900000000000,100.000000000000000,18,18,18,36,32400.000000000000000,28.465099987300000
,Toronto,20,43.861499999999999,-79.487939999999995,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,24.639900000000001,47.583900000000000,0.517800000000000,100.000000000000000,19,19,19,37,33300.000000000000000,32.973732349300001
,Toronto,21,43.850380000000001,-79.485209999999995,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.404100000000000,47.583900000000000,0.491800000000000,100.000000000000000,20,20,20,37,33300.000000000000000,31.396028704100001
,Toronto,22,43.835979999999999,-79.481830000000002,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,21.811699999999998,47.583900000000000,0.458400000000000,100.000000000000000,21,21,21,37,33300.000000000000000,35.608773926100000
,Toronto,23,43.824179999999998,-79.479010000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,20.509000000000000,47.583900000000000,0.431000000000000,100.000000000000000,22,22,22,32,28800.000000000000000,33.554795618800000
,Toronto,24,43.813589999999998,-79.476429999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,19.341600000000000,47.583900000000000,0.406500000000000,100.000000000000000,23,23,23,34,30600.000000000000000,32.834829127100001
,Toronto,25,43.804560000000002,-79.474720000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,18.364799999999999,47.583900000000000,0.385900000000000,100.000000000000000,24,24,24,35,31500.000000000000000,31.294163337299999
,Toronto,26,43.792529999999999,-79.471829999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,17.049399999999999,47.583900000000000,0.358300000000000,100.000000000000000,25,25,25,36,32400.000000000000000,29.460843602699999
,Toronto,27,43.781370000000003,-79.471299999999999,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,15.911700000000000,47.583900000000000,0.334400000000000,100.000000000000000,26,26,26,35,31500.000000000000000,36.857001296999996
,Toronto,28,43.772359999999999,-79.467990000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,14.897800000000000,47.583900000000000,0.313100000000000,100.000000000000000,27,27,27,35,31500.000000000000000,32.153392464299998
,Toronto,29,43.762650000000001,-79.465869999999995,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,13.864300000000000,47.583900000000000,0.291400000000000,100.000000000000000,28,28,28,36,32400.000000000000000,34.252307446099998
,Toronto,30,43.751880000000000,-79.464039999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,12.750900000000000,47.583900000000000,0.268000000000000,100.000000000000000,29,29,29,32,28800.000000000000000,33.857893532900000
,Toronto,31,43.745269999999998,-79.436160000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.085599999999999,47.583900000000000,0.233000000000000,100.000000000000000,30,30,30,36,32400.000000000000000,32.055870591999998
,Toronto,32,43.736939999999997,-79.433539999999994,19,1,0.053000000000000,43.653224999999999,-79.383185999999995,North America,10.150900000000000,47.583900000000000,0.213300000000000,100.000000000000000,31,31,31,32,28800.000000000000000,34.172131760600003
,Toronto,33,43.724860000000000,-79.430819999999997,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,8.838400000000000,47.583900000000000,0.185700000000000,100.000000000000000,32,32,32,35,31500.000000000000000,33.070994162500000
,Toronto,34,43.714790000000001,-79.428979999999996,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,7.773300000000000,47.583900000000000,0.163400000000000,100.000000000000000,33,33,33,35,31500.000000000000000,33.140259585300001
,Toronto,35,43.704140000000002,-79.426659999999998,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,6.654000000000000,47.583900000000000,0.139800000000000,100.000000000000000,34,34,34,35,31500.000000000000000,31.228114906599998
,Toronto,36,43.694159999999997,-79.422970000000007,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,5.563800000000000,47.583900000000000,0.116900000000000,100.000000000000000,35,35,35,35,31500.000000000000000,33.178744695399999
,Toronto,37,43.683149999999998,-79.419749999999993,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,4.440900000000000,47.583900000000000,0.093300000000000,100.000000000000000,36,36,36,36,32400.000000000000000,34.619349609799997
,Toronto,38,43.671990000000001,-79.414209999999997,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,3.253000000000000,47.583900000000000,0.068400000000000,100.000000000000000,37,37,37,37,33300.000000000000000,34.589703177600001
,Toronto,39,43.663469999999997,-79.412009999999995,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,2.583500000000000,47.583900000000000,0.054300000000000,100.000000000000000,38,38,38,34,30600.000000000000000,33.619052216299998
,Toronto,86,43.688710000000000,-79.549700000000001,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,13.961700000000000,47.583900000000000,0.293400000000000,100.000000000000000,78,39,78,35,31500.000000000000000,31.414542649300000
,Toronto,87,43.692360000000001,-79.537959999999998,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,13.186700000000000,47.583900000000000,0.277100000000000,100.000000000000000,79,40,79,36,32400.000000000000000,33.912386529899997
,Toronto,88,43.697560000000003,-79.524550000000005,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,12.391800000000000,47.583900000000000,0.260400000000000,100.000000000000000,80,41,80,35,31500.000000000000000,32.193113159399999
,Toronto,89,43.701050000000002,-79.511570000000006,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.613799999999999,47.583900000000000,0.244100000000000,100.000000000000000,81,42,81,35,31500.000000000000000,36.341927055100001
,Toronto,90,43.702150000000003,-79.499799999999993,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,10.841799999999999,47.583900000000000,0.227800000000000,100.000000000000000,82,43,82,36,32400.000000000000000,35.681453233600003
,Toronto,91,43.705140000000000,-79.488939999999999,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,10.278700000000001,47.583900000000000,0.216000000000000,100.000000000000000,83,44,83,37,33300.000000000000000,31.787403773400001
,Toronto,92,43.709429999999998,-79.472340000000003,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,9.510999999999999,47.583900000000000,0.199900000000000,100.000000000000000,84,45,84,35,31500.000000000000000,37.041826449500000
,Toronto,93,43.713000000000001,-79.462990000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,9.239000000000001,47.583900000000000,0.194200000000000,100.000000000000000,85,46,85,36,32400.000000000000000,34.131212073900002
,Toronto,94,43.715429999999998,-79.449799999999996,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,8.748500000000000,47.583900000000000,0.183900000000000,100.000000000000000,86,47,86,36,32400.000000000000000,33.200124354499998
,Toronto,95,43.952979999999997,-78.960020000000000,19,8,0.421000000000000,43.653224999999999,-79.383185999999995,North America,47.583900000000000,47.583900000000000,1.000000000000000,100.000000000000000,87,48,87,35,31500.000000000000000,35.171984295900003
,Toronto,96,43.954160000000002,-78.974239999999995,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,46.869700000000002,47.583900000000000,0.985000000000000,100.000000000000000,88,49,88,32,28800.000000000000000,34.853831216800003
,Toronto,97,43.957230000000003,-78.997519999999994,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,45.831699999999998,47.583900000000000,0.963200000000000,100.000000000000000,89,50,89,35,31500.000000000000000,25.800917844699999
,Toronto,98,43.960039999999999,-79.007670000000005,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,45.518900000000002,47.583900000000000,0.956600000000000,100.000000000000000,90,51,90,35,31500.000000000000000,26.111965710100002
,Toronto,99,43.939439999999998,-79.017430000000004,19,17,0.895000000000000,43.653224999999999,-79.383185999999995,North America,43.297100000000000,47.583900000000000,0.909900000000000,100.000000000000000,91,52,91,35,31500.000000000000000,33.238369492300002
,Toronto,100,43.932220000000001,-79.033850000000001,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,41.816699999999997,47.583900000000000,0.878800000000000,100.000000000000000,92,53,92,35,31500.000000000000000,29.445951861000001
,Toronto,101,43.930920000000000,-79.055679999999995,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,40.552599999999998,47.583900000000000,0.852200000000000,100.000000000000000,93,54,93,35,31500.000000000000000,28.546433822400001
,Toronto,102,43.928550000000001,-79.066410000000005,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,39.796900000000001,47.583900000000000,0.836400000000000,100.000000000000000,94,55,94,35,31500.000000000000000,28.561683244200001
,Toronto,103,43.924639999999997,-79.070080000000004,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,39.274799999999999,47.583900000000000,0.825400000000000,100.000000000000000,95,56,95,37,33300.000000000000000,27.594428718000000
,Toronto,104,43.890059999999998,-79.065870000000004,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,36.642600000000002,47.583900000000000,0.770100000000000,100.000000000000000,96,57,96,35,31500.000000000000000,28.801646849299999
,Toronto,105,43.902270000000001,-79.097769999999997,8,5,0.625000000000000,43.653224999999999,-79.383185999999995,North America,35.943899999999999,47.583900000000000,0.755400000000000,100.000000000000000,97,58,97,32,28800.000000000000000,28.591434092499998
,Toronto,106,43.894340000000000,-79.130110000000002,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,33.640900000000002,47.583900000000000,0.707000000000000,100.000000000000000,98,59,98,37,33300.000000000000000,27.122455067299999
,Toronto,107,43.891199999999998,-79.143670000000000,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,32.711900000000000,47.583900000000000,0.687500000000000,100.000000000000000,99,60,99,36,32400.000000000000000,27.020913282300000
,Toronto,108,43.881349999999998,-79.145939999999996,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,31.723600000000001,47.583900000000000,0.666700000000000,100.000000000000000,100,61,100,36,32400.000000000000000,29.944430300899999
,Toronto,109,43.864939999999997,-79.174109999999999,18,3,0.167000000000000,43.653224999999999,-79.383185999999995,North America,28.916200000000000,47.583900000000000,0.607700000000000,100.000000000000000,101,62,101,35,31500.000000000000000,30.865551497500000
,Toronto,110,43.853659999999998,-79.180289999999999,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,27.609700000000000,47.583900000000000,0.580200000000000,100.000000000000000,102,63,102,35,31500.000000000000000,31.972693148499999
,Toronto,111,43.850070000000002,-79.193479999999994,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,26.669599999999999,47.583900000000000,0.560500000000000,100.000000000000000,103,64,103,33,29700.000000000000000,31.397682426900001
,Toronto,112,43.844749999999998,-79.216669999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,25.148399999999999,47.583900000000000,0.528500000000000,100.000000000000000,104,65,104,34,30600.000000000000000,30.414443180999999
,Toronto,113,43.839810000000000,-79.231449999999995,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,24.062700000000000,47.583900000000000,0.505700000000000,100.000000000000000,105,66,105,35,31500.000000000000000,34.151696653099997
,Toronto,114,43.837840000000000,-79.249219999999994,20,10,0.500000000000000,43.653224999999999,-79.383185999999995,North America,23.177900000000001,47.583900000000000,0.487100000000000,100.000000000000000,106,67,106,35,31500.000000000000000,34.651427316499998
,Toronto,115,43.834299999999999,-79.262420000000006,18,12,0.667000000000000,43.653224999999999,-79.383185999999995,North America,22.349900000000002,47.583900000000000,0.469700000000000,100.000000000000000,107,68,107,37,33300.000000000000000,33.579976424100003
,Toronto,116,43.832520000000002,-79.273489999999995,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,21.797400000000000,47.583900000000000,0.458100000000000,100.000000000000000,108,69,108,35,31500.000000000000000,34.125963431999999
,Toronto,117,43.828539999999997,-79.287459999999996,20,0,0.000000000000000,43.653224999999999,-79.383185999999995,North America,20.956199999999999,47.583900000000000,0.440400000000000,100.000000000000000,109,70,109,32,28800.000000000000000,33.480946721300000
,Toronto,118,43.824820000000003,-79.302920000000000,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,20.140699999999999,47.583900000000000,0.423300000000000,100.000000000000000,110,71,110,35,31500.000000000000000,35.573796857799998
,Toronto,119,43.825460000000000,-79.318590000000000,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,19.842300000000002,47.583900000000000,0.417000000000000,100.000000000000000,111,72,111,32,28800.000000000000000,32.732300602000002
,Toronto,120,43.746929999999999,-79.308359999999993,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,12.031200000000000,47.583900000000000,0.252800000000000,100.000000000000000,112,73,112,36,32400.000000000000000,32.287322725999999
,Toronto,121,43.741439999999997,-79.318430000000006,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,11.105000000000000,47.583900000000000,0.233400000000000,100.000000000000000,113,74,113,35,31500.000000000000000,34.660116839499999
,Toronto,122,43.738759999999999,-79.337029999999999,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,10.209300000000001,47.583900000000000,0.214600000000000,100.000000000000000,114,75,114,32,28800.000000000000000,29.119486269199999
,Toronto,123,43.738970000000002,-79.351540000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,9.868000000000000,47.583900000000000,0.207400000000000,100.000000000000000,115,76,115,32,28800.000000000000000,29.600197515400001
,Toronto,124,43.734830000000002,-79.357659999999996,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,9.303200000000000,47.583900000000000,0.195500000000000,100.000000000000000,116,77,116,35,31500.000000000000000,31.127058250200001
,Toronto,125,43.732199999999999,-79.372129999999999,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,8.826499999999999,47.583900000000000,0.185500000000000,100.000000000000000,117,78,117,35,31500.000000000000000,27.905021790300001
,Toronto,126,43.728189999999998,-79.392060000000001,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,8.366199999999999,47.583900000000000,0.175800000000000,100.000000000000000,118,79,118,32,28800.000000000000000,29.272887500000000
,Toronto,127,43.721469999999997,-79.409250000000000,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,7.872600000000000,47.583900000000000,0.165400000000000,100.000000000000000,119,80,119,35,31500.000000000000000,30.791015840499998
,Toronto,128,43.722259999999999,-79.426580000000001,19,3,0.158000000000000,43.653224999999999,-79.383185999999995,North America,8.432100000000000,47.583900000000000,0.177200000000000,100.000000000000000,120,81,120,35,31500.000000000000000,32.266995652100000
