OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,portland_me_012030_20180719_LST_pcs_OID,portland_me_012030_20180719_LST_pcs_FID_,portland_me_012030_20180719_LST_pcs_COUNT,portland_me_012030_20180719_LST_pcs_AREA,portland_me_012030_20180719_LST_pcs_MEAN
-1,Portlandme,1,43.653540000000000,-70.261619999999994,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,0.744100000000000,13.654700000000000,0.054500000000000,100.000000000000000,0,0,0,36,32400.000000000000000,37.730904585499999
-1,Portlandme,2,43.654519999999998,-70.265810000000002,20,5,0.250000000000000,43.656678999999997,-70.253451999999996,North America,1.022800000000000,13.654700000000000,0.074900000000000,100.000000000000000,1,1,1,36,32400.000000000000000,37.353026678100001
-1,Portlandme,3,43.658459999999998,-70.267719999999997,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,1.164800000000000,13.654700000000000,0.085300000000000,100.000000000000000,2,2,2,33,29700.000000000000000,34.462488318399998
-1,Portlandme,4,43.663980000000002,-70.265990000000002,20,4,0.200000000000000,43.656678999999997,-70.253451999999996,North America,1.294700000000000,13.654700000000000,0.094800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,33.942149431499999
-1,Portlandme,5,43.666370000000001,-70.273910000000001,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,1.967100000000000,13.654700000000000,0.144100000000000,100.000000000000000,4,4,4,36,32400.000000000000000,32.996927911400000
-1,Portlandme,6,43.670949999999998,-70.278329999999997,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,2.554000000000000,13.654700000000000,0.187000000000000,100.000000000000000,5,5,5,35,31500.000000000000000,32.129812167399997
-1,Portlandme,7,43.676800000000000,-70.287599999999998,20,4,0.200000000000000,43.656678999999997,-70.253451999999996,North America,3.542600000000000,13.654700000000000,0.259400000000000,100.000000000000000,6,6,6,37,33300.000000000000000,30.571053764100000
-1,Portlandme,8,43.683270000000000,-70.294219999999996,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,4.415200000000000,13.654700000000000,0.323300000000000,100.000000000000000,7,7,7,32,28800.000000000000000,35.835230336999999
-1,Portlandme,9,43.692079999999997,-70.291449999999998,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,4.983400000000000,13.654700000000000,0.365000000000000,100.000000000000000,8,8,8,35,31500.000000000000000,30.695070382600001
-1,Portlandme,10,43.702919999999999,-70.281540000000007,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,5.616000000000000,13.654700000000000,0.411300000000000,100.000000000000000,9,9,9,34,30600.000000000000000,28.406655047899999
-1,Portlandme,11,43.717399999999998,-70.264480000000006,20,5,0.250000000000000,43.656678999999997,-70.253451999999996,North America,6.809800000000000,13.654700000000000,0.498700000000000,100.000000000000000,10,10,10,32,28800.000000000000000,25.426869012699999
-1,Portlandme,12,43.725299999999997,-70.258520000000004,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,7.641200000000000,13.654700000000000,0.559600000000000,100.000000000000000,11,11,11,35,31500.000000000000000,24.880632086100000
-1,Portlandme,13,43.727300000000000,-70.253929999999997,20,4,0.200000000000000,43.656678999999997,-70.253451999999996,North America,7.852800000000000,13.654700000000000,0.575100000000000,100.000000000000000,12,12,12,35,31500.000000000000000,25.486762669200001
-1,Portlandme,14,43.729410000000001,-70.247569999999996,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,8.101100000000001,13.654700000000000,0.593300000000000,100.000000000000000,13,13,13,35,31500.000000000000000,25.362624167900002
-1,Portlandme,15,43.729280000000003,-70.241659999999996,20,0,0.000000000000000,43.656678999999997,-70.253451999999996,North America,8.128299999999999,13.654700000000000,0.595300000000000,100.000000000000000,14,14,14,32,28800.000000000000000,29.655084274899998
-1,Portlandme,16,43.732950000000002,-70.237740000000002,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,8.574500000000000,13.654700000000000,0.628000000000000,100.000000000000000,15,15,15,37,33300.000000000000000,28.839865629900000
-1,Portlandme,17,43.742199999999997,-70.226079999999996,20,6,0.300000000000000,43.656678999999997,-70.253451999999996,North America,9.760800000000000,13.654700000000000,0.714800000000000,100.000000000000000,16,16,16,36,32400.000000000000000,26.857340794700001
-1,Portlandme,18,43.662739999999999,-70.272030000000001,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,1.639400000000000,13.654700000000000,0.120100000000000,100.000000000000000,17,17,17,36,32400.000000000000000,37.820587683200003
-1,Portlandme,19,43.666449999999998,-70.280869999999993,20,4,0.200000000000000,43.656678999999997,-70.253451999999996,North America,2.458600000000000,13.654700000000000,0.180100000000000,100.000000000000000,18,18,18,32,28800.000000000000000,34.638242568899997
-1,Portlandme,20,43.670699999999997,-70.296890000000005,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,3.826200000000000,13.654700000000000,0.280200000000000,100.000000000000000,19,19,19,35,31500.000000000000000,35.127614966700001
-1,Portlandme,21,43.673800000000000,-70.284279999999995,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,3.126200000000000,13.654700000000000,0.228900000000000,100.000000000000000,20,20,20,36,32400.000000000000000,33.548141104999999
-1,Portlandme,22,43.677880000000002,-70.294849999999997,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,4.079900000000000,13.654700000000000,0.298800000000000,100.000000000000000,21,21,21,32,28800.000000000000000,31.608531691900001
-1,Portlandme,23,43.680929999999996,-70.294560000000004,20,6,0.300000000000000,43.656678999999997,-70.253451999999996,North America,4.266600000000000,13.654700000000000,0.312500000000000,100.000000000000000,22,22,22,32,28800.000000000000000,33.233965350699997
