OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,beijing_123032_20170710_LST_pcs_OID,beijing_123032_20170710_LST_pcs_FID_,beijing_123032_20170710_LST_pcs_COUNT,beijing_123032_20170710_LST_pcs_AREA,beijing_123032_20170710_LST_pcs_MEAN
-1,Beijing,1,39.959699999999998,116.409800000000004,27,18,0.667000000000000,39.904201999999998,116.407393999999996,Asia,6.174500000000000,22.597600000000000,0.273200000000000,100.000000000000000,0,0,0,32,28800.000000000000000,48.602927790199999
-1,Beijing,2,39.968499999999999,116.373400000000004,24,24,1.000000000000000,39.904201999999998,116.407393999999996,Asia,7.714700000000000,22.597600000000000,0.341400000000000,100.000000000000000,1,1,1,36,32400.000000000000000,42.609974465800001
-1,Beijing,3,39.972700000000003,116.373800000000003,5,2,0.400000000000000,39.904201999999998,116.407393999999996,Asia,8.137300000000000,22.597600000000000,0.360100000000000,100.000000000000000,2,2,2,35,31500.000000000000000,40.083716452099999
-1,Beijing,4,40.012300000000003,116.392700000000005,21,7,0.333000000000000,39.904201999999998,116.407393999999996,Asia,12.085000000000001,22.597600000000000,0.534800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,35.429283629600000
-1,Beijing,5,40.017099999999999,116.375100000000003,23,9,0.391000000000000,39.904201999999998,116.407393999999996,Asia,12.851900000000001,22.597600000000000,0.568700000000000,100.000000000000000,4,4,4,35,31500.000000000000000,36.568387622700001
-1,Beijing,6,40.013700000000000,116.390699999999995,26,8,0.308000000000000,39.904201999999998,116.407393999999996,Asia,12.258500000000000,22.597600000000000,0.542500000000000,100.000000000000000,5,5,5,32,28800.000000000000000,34.495113080000003
-1,Beijing,7,40.012000000000000,116.380200000000002,23,19,0.826000000000000,39.904201999999998,116.407393999999996,Asia,12.208600000000001,22.597600000000000,0.540300000000000,100.000000000000000,6,6,6,32,28800.000000000000000,35.222369480899999
-1,Beijing,8,40.015599999999999,116.377099999999999,25,11,0.440000000000000,39.904201999999998,116.407393999999996,Asia,12.653100000000000,22.597600000000000,0.559900000000000,100.000000000000000,7,7,7,36,32400.000000000000000,35.017552340599998
-1,Beijing,9,40.010700000000000,116.384299999999996,22,11,0.500000000000000,39.904201999999998,116.407393999999996,Asia,12.004500000000000,22.597600000000000,0.531200000000000,100.000000000000000,8,8,8,36,32400.000000000000000,35.901759836600000
-1,Beijing,10,40.009300000000003,116.389399999999995,20,19,0.950000000000000,39.904201999999998,116.407393999999996,Asia,11.786600000000000,22.597600000000000,0.521600000000000,100.000000000000000,9,9,9,34,30600.000000000000000,35.856623196599998
-1,Beijing,11,39.961399999999998,116.356700000000004,24,14,0.583000000000000,39.904201999999998,116.407393999999996,Asia,7.689900000000000,22.597600000000000,0.340300000000000,100.000000000000000,10,10,10,36,32400.000000000000000,48.688348080099999
-1,Beijing,12,40.042400000000001,116.393900000000002,18,10,0.556000000000000,39.904201999999998,116.407393999999996,Asia,15.409900000000000,22.597600000000000,0.681900000000000,100.000000000000000,11,11,11,35,31500.000000000000000,40.580227823199998
-1,Beijing,13,40.024999999999999,116.377399999999994,21,6,0.286000000000000,39.904201999999998,116.407393999999996,Asia,13.673200000000000,22.597600000000000,0.605100000000000,100.000000000000000,12,12,12,35,31500.000000000000000,34.748315011400003
-1,Beijing,14,40.023699999999998,116.380300000000005,18,9,0.500000000000000,39.904201999999998,116.407393999999996,Asia,13.486700000000001,22.597600000000000,0.596800000000000,100.000000000000000,13,13,13,35,31500.000000000000000,36.328545380700000
-1,Beijing,15,40.028100000000002,116.387299999999996,11,6,0.545000000000000,39.904201999999998,116.407393999999996,Asia,13.882899999999999,22.597600000000000,0.614400000000000,100.000000000000000,14,14,14,37,33300.000000000000000,34.787509290599999
-1,Beijing,16,40.023800000000001,116.385999999999996,22,20,0.909000000000000,39.904201999999998,116.407393999999996,Asia,13.423100000000000,22.597600000000000,0.594000000000000,100.000000000000000,15,15,15,35,31500.000000000000000,37.103254051699999
-1,Beijing,17,40.079999999999998,116.335300000000004,24,13,0.542000000000000,39.904201999999998,116.407393999999996,Asia,20.489999999999998,22.597600000000000,0.906700000000000,100.000000000000000,16,16,16,35,31500.000000000000000,41.910443619799999
-1,Beijing,18,40.090800000000002,116.302300000000002,24,6,0.250000000000000,39.904201999999998,116.407393999999996,Asia,22.597600000000000,22.597600000000000,1.000000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,41.817471164399997
-1,Beijing,19,40.068199999999997,116.310500000000005,23,15,0.652000000000000,39.904201999999998,116.407393999999996,Asia,20.017199999999999,22.597600000000000,0.885800000000000,100.000000000000000,18,18,18,36,32400.000000000000000,42.017170854500002
-1,Beijing,20,40.064799999999998,116.307599999999994,28,20,0.714000000000000,39.904201999999998,116.407393999999996,Asia,19.778500000000001,22.597600000000000,0.875200000000000,100.000000000000000,19,19,19,33,29700.000000000000000,42.319362368800000
-1,Beijing,21,40.015799999999999,116.386799999999994,23,20,0.870000000000000,39.904201999999998,116.407393999999996,Asia,12.532700000000000,22.597600000000000,0.554600000000000,100.000000000000000,20,20,20,34,30600.000000000000000,34.336113406700001
-1,Beijing,22,40.015799999999999,116.383300000000006,22,21,0.955000000000000,39.904201999999998,116.407393999999996,Asia,12.577900000000000,22.597600000000000,0.556600000000000,100.000000000000000,21,21,21,32,28800.000000000000000,34.165188920100000
-1,Beijing,23,40.015900000000002,116.379199999999997,24,10,0.417000000000000,39.904201999999998,116.407393999999996,Asia,12.650600000000001,22.597600000000000,0.559800000000000,100.000000000000000,22,22,22,34,30600.000000000000000,34.229660383199999
-1,Beijing,24,39.937500000000000,116.331699999999998,17,17,1.000000000000000,39.904201999999998,116.407393999999996,Asia,7.441600000000000,22.597600000000000,0.329300000000000,100.000000000000000,23,23,23,35,31500.000000000000000,43.333945668799998
