OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,mexico_city_026047_20180518_NDVI_pcs_OID,mexico_city_026047_20180518_NDVI_pcs_FID_,mexico_city_026047_20180518_NDVI_pcs_COUNT,mexico_city_026047_20180518_NDVI_pcs_AREA,mexico_city_026047_20180518_NDVI_pcs_MEAN
-1,Mexico_City,1,19.423190000000002,-99.182800000000000,20,11,0.550000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,5.304700000000000,32.161299999999997,0.164900000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.598461771011000
-1,Mexico_City,2,19.415679999999998,-99.199160000000006,20,3,0.150000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.167600000000000,32.161299999999997,0.222900000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.366559167082000
-1,Mexico_City,3,19.390599999999999,-99.164619999999999,20,18,0.900000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,5.715800000000000,32.161299999999997,0.177700000000000,100.000000000000000,2,2,2,32,28800.000000000000000,0.362027521711000
-1,Mexico_City,4,19.378350000000001,-99.178460000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.676100000000000,32.161299999999997,0.238700000000000,100.000000000000000,3,3,3,36,32400.000000000000000,0.608806979325000
-1,Mexico_City,5,19.333860000000001,-99.206230000000005,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.387800000000000,32.161299999999997,0.416300000000000,100.000000000000000,4,4,4,32,28800.000000000000000,0.440523711033000
-1,Mexico_City,6,19.324719999999999,-99.190399999999997,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.412900000000000,32.161299999999997,0.417100000000000,100.000000000000000,5,5,5,36,32400.000000000000000,0.404246631803000
-1,Mexico_City,7,19.311859999999999,-99.181950000000001,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,14.367100000000001,32.161299999999997,0.446700000000000,100.000000000000000,6,6,6,36,32400.000000000000000,0.388228185889000
-1,Mexico_City,8,19.296040000000001,-99.183430000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.073599999999999,32.161299999999997,0.499800000000000,100.000000000000000,7,7,7,36,32400.000000000000000,0.660900362664000
-1,Mexico_City,9,19.339690000000001,-99.170760000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,11.057300000000000,32.161299999999997,0.343800000000000,100.000000000000000,8,8,8,36,32400.000000000000000,0.479853278647000
-1,Mexico_City,10,19.287030000000001,-99.154079999999993,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.334900000000001,32.161299999999997,0.507900000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.484353382673000
-1,Mexico_City,11,19.334869999999999,-99.182159999999996,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,12.019800000000000,32.161299999999997,0.373700000000000,100.000000000000000,10,10,10,37,33300.000000000000000,0.284398869083000
-1,Mexico_City,12,19.234700000000000,-99.192130000000006,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.858300000000000,32.161299999999997,0.710700000000000,100.000000000000000,11,11,11,32,28800.000000000000000,0.434175618924000
-1,Mexico_City,13,19.223710000000001,-99.237840000000006,20,18,0.900000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,25.692200000000000,32.161299999999997,0.798900000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.680105158261000
-1,Mexico_City,14,19.257269999999998,-99.243020000000001,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.646300000000000,32.161299999999997,0.704100000000000,100.000000000000000,13,13,13,34,30600.000000000000000,0.608601074885000
-1,Mexico_City,15,19.355370000000001,-99.135630000000006,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,8.592200000000000,32.161299999999997,0.267200000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.402219599320000
-1,Mexico_City,16,19.301570000000002,-99.209170000000000,20,16,0.800000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.607399999999998,32.161299999999997,0.516400000000000,100.000000000000000,15,15,15,36,32400.000000000000000,0.365817517663000
-1,Mexico_City,17,19.318370000000002,-99.176199999999994,20,16,0.800000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.479400000000000,32.161299999999997,0.419100000000000,100.000000000000000,16,16,16,36,32400.000000000000000,0.378659426131000
-1,Mexico_City,18,19.145199999999999,-99.167580000000001,15,3,0.200000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,32.161299999999997,32.161299999999997,1.000000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.511860871315000
-1,Mexico_City,19,19.257619999999999,-99.240399999999994,21,21,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.474000000000000,32.161299999999997,0.698800000000000,100.000000000000000,18,18,18,32,28800.000000000000000,0.598185472190000
-1,Mexico_City,20,19.233590000000000,-99.230350000000001,20,16,0.800000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,24.364200000000000,32.161299999999997,0.757600000000000,100.000000000000000,19,19,19,33,29700.000000000000000,0.337370184561000
-1,Mexico_City,21,19.250889999999998,-99.244069999999994,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,23.314699999999998,32.161299999999997,0.724900000000000,100.000000000000000,20,20,20,32,28800.000000000000000,0.516619931906000
-1,Mexico_City,22,19.212240000000001,-99.225679999999997,20,6,0.300000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,26.355000000000000,32.161299999999997,0.819500000000000,100.000000000000000,21,21,21,37,33300.000000000000000,0.299613304839000
-1,Mexico_City,23,19.244879999999998,-99.244219999999999,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,23.904000000000000,32.161299999999997,0.743300000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.670742504086000
-1,Mexico_City,24,19.227340000000002,-99.229810000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,24.974200000000000,32.161299999999997,0.776500000000000,100.000000000000000,23,23,23,32,28800.000000000000000,0.373980342934000
-1,Mexico_City,25,19.217449999999999,-99.222149999999999,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,25.680299999999999,32.161299999999997,0.798500000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.541661290612000
-1,Mexico_City,26,19.285799999999998,-99.181650000000005,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,17.097000000000001,32.161299999999997,0.531600000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.431858970863000
-1,Mexico_City,27,19.238530000000001,-99.236059999999995,20,9,0.450000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,24.128299999999999,32.161299999999997,0.750200000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.350935308422000
-1,Mexico_City,28,19.407959999999999,-99.158670000000001,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,3.826300000000000,32.161299999999997,0.119000000000000,100.000000000000000,27,27,27,32,28800.000000000000000,0.418559967075000
